I0,A11,B11,D11,L,f,b,h,S,lambda,KXL,KYL,KZL,KXR,KYR,KZR,Pcr
0.44066048,7729450.0,389.76465,3.8728034,0.69236386,0.121204905,0.03991064,0.0024488037,0.7453762,1053.0212,3.0989285,8.8566265,465.51343,3.0989285,8.8566265,465.51343,111.902084
0.42172804,10154298.0,-292.46774,7.7627954,0.5775683,0.12929101,0.01874404,0.0031731457,0.6474058,740.4444,4.8734593,4.632397,152.11116,4.991277,0.59274346,113.61615,164.7488
0.38618103,10397398.0,168.79875,3.50909,0.63457215,0.08804116,0.032108773,0.0021043292,0.66578484,1146.038,9.220457,8.241583,521.0246,5.6764364,8.942176,475.80856,103.62292
34.5745,621698240.0,2.3283064e-10,82666.12,2.255381,0.21866655,0.166254,0.038861014,2.310704,200.38739,7.3296795,3.1972127,273.05585,7.3296795,3.1972127,273.05585,9.337581
1.0143902,12871912.0,-394.27808,19.0019,1.4983525,0.124670856,0.030598203,0.0043161786,1.5255723,1255.6129,2.9554071,8.284222,694.6198,8.985004,9.227189,960.43463,24.034502
9.528408,162514240.0,-14553.251,1182.0566,2.0328596,0.16517329,0.14592429,0.009633909,2.0681012,766.8287,1.8756582,6.437698,703.6068,1.3067148,5.7223005,663.89874,12.957054
12.12755,142351180.0,7248.376,1623.1692,2.7611694,0.2687081,0.13146497,0.01185877,2.8293972,837.90076,2.9727323,9.408603,900.5642,4.2582297,7.8788385,822.0284,15.704412
0.41308832,10131518.0,21.53147,2.4854712,0.7627285,0.17077096,0.032617465,0.0017921008,0.85498565,1726.2024,0.22994031,0.42828897,700.9383,0.7255916,0.16736446,408.86884,128.39159
9.91487,170553360.0,-29730.838,1182.8971,2.669886,0.26458043,0.13698779,0.009368883,2.7382424,1039.7491,0.6397449,6.992724,494.39166,1.8203171,6.272444,191.39511,16.345633
0.20075099,5065058.5,1.1368684e-13,6.7615623,1.2374696,0.10729995,0.012096881,0.0039515505,1.2618505,1092.1356,8.473136,8.105648,665.9288,8.473136,8.105648,665.9288,30.132635
0.11642545,3154882.8,123.74803,0.5795258,0.5983226,0.05887713,0.013548764,0.0014800464,0.61343193,1431.27,10.0,10.0,1000.0,10.0,10.0,1000.0,73.73634
26.35957,614568400.0,-281370.03,11902.437,2.6998909,0.23055221,0.246518,0.015571916,2.7515085,625.2274,1.6310481,9.507145,932.26495,6.858387,1.9227886,50.818703,10.379077
0.89049286,24623998.0,2.728484e-12,38.841026,1.4659066,0.24811532,0.03660642,0.004256646,1.5712312,1251.0482,10.0,10.0,1000.0,10.0,10.0,1000.0,54.117214
2.4918015,102574664.0,-116.312904,250.18372,2.5839365,0.30424565,0.101076044,0.0055675437,2.6765146,1713.8002,3.316718,5.8290424,611.4907,0.44644326,4.5574074,96.99805,21.778902
3.8659635,214766050.0,46481.016,2540.1826,2.4224324,0.2754385,0.08568878,0.012232109,2.5035307,727.9529,7.878549,6.910391,917.1988,6.132916,6.7336946,223.58139,21.864893
3.7101521,59223064.0,19664.084,660.55237,2.8830576,0.31945512,0.072520025,0.011524786,2.9748466,890.7511,10.0,10.0,1000.0,10.0,10.0,1000.0,17.747282
0.77456474,11570298.0,-251.54051,39.28102,1.801483,0.2304425,0.026153632,0.006314161,1.8772601,1018.83844,1.391529,8.489882,723.7371,8.463188,8.799442,190.54684,34.600967
0.5857146,12541955.0,253.81345,9.113494,0.75175905,0.069883615,0.037116136,0.0029979916,0.7687401,901.81964,9.013958,3.1316197,95.76327,1.9134337,5.859415,397.34396,51.38552
4.489098,142610780.0,-22079.902,1826.7769,0.5944394,0.0671164,0.05715392,0.0128890835,0.61406994,171.57393,7.284427,1.3533136,932.6897,6.824992,7.286761,494.21243,47.677475
2.8706548,48430732.0,7849.2656,248.26256,2.7479768,0.21861264,0.06727261,0.007832443,2.793674,1233.9019,6.628009,3.490476,740.2814,6.628009,3.490476,740.2814,12.1167965
0.8011316,26992368.0,1311.4414,21.428198,0.9177264,0.08753363,0.049675833,0.003086571,0.939528,1054.4777,8.05176,1.5699003,264.65997,5.144186,1.7869087,126.33398,45.139706
1.032994,36007310.0,-421.0419,135.97961,1.0872217,0.1810083,0.04391324,0.006724294,1.1629378,598.4321,6.4013915,7.6700497,294.81216,7.823831,9.571448,853.4367,70.261635
1.1727337,24134796.0,-2203.9177,37.93579,1.2885389,0.18823652,0.042854626,0.004447732,1.3585069,1083.5752,10.0,10.0,0.0,10.0,10.0,0.0,27.132153
4.568596,133477430.0,38073.43,2764.639,2.5551157,0.23888716,0.04797622,0.01575659,2.6134832,574.2545,2.682801,1.0614711,168.93439,2.682801,1.0614711,168.93439,12.423083
0.25398317,2962076.0,137.69269,0.9969929,0.8382154,0.12914933,0.015325998,0.0020645051,0.8886035,1531.652,10.0,10.0,1000.0,10.0,10.0,1000.0,90.1093
0.1451329,2830685.5,-2.842171e-13,3.193566,1.7053518,0.22766209,0.012959625,0.0035861062,1.7832431,1678.8751,7.390672,7.3174067,442.27774,7.390672,7.3174067,442.27774,37.928036
0.6392084,36361064.0,-2261.804,43.197346,1.1654214,0.09592332,0.05925695,0.0039166086,1.1861457,1088.2477,10.0,10.0,1000.0,10.0,10.0,1000.0,29.31534
15.776846,437407650.0,67957.65,7210.087,2.6639721,0.38189235,0.2711052,0.014087011,2.8034925,690.5138,1.5912772,9.460464,890.4716,1.5912772,9.460464,890.4716,23.082237
15.757148,324331140.0,-15018.788,3622.0034,2.6056404,0.2762662,0.20905346,0.011921957,2.6817682,802.49274,6.90051,8.357285,726.5859,8.368905,6.5138874,483.3079,18.110802
0.47449747,12319125.0,-2.2737368e-13,6.377673,0.8498535,0.08147968,0.03493352,0.0024428563,0.87024814,1209.4889,10.0,10.0,1000.0,10.0,10.0,1000.0,49.32799
3.0699139,77966184.0,-8190.2285,431.70163,1.1005288,0.09253635,0.051963825,0.008305691,1.120939,476.36874,8.428514,8.321346,463.88782,7.083552,9.006143,859.10864,20.971272
1.2078307,31287408.0,-4.5474735e-12,54.33635,1.1270695,0.13075955,0.05326666,0.0044320254,1.166308,885.0195,4.040016,4.720721,135.92557,4.040016,4.720721,135.92557,45.084667
0.26711845,5338556.5,156.94426,2.3129966,0.7620915,0.07643648,0.01643785,0.002411341,0.78206813,1188.1438,1.1253382,0.18660052,193.15707,3.3973513,1.1275892,55.08019,58.92722
0.102283865,3804145.8,-75.94279,2.8294535,1.3552327,0.2784068,0.009712678,0.0030246389,1.4951366,1733.6371,10.0,10.0,0.0,10.0,10.0,0.0,32.54965
0.16546053,4620899.5,218.25682,1.6293579,0.521426,0.058264043,0.013015477,0.0020527644,0.53830075,906.52545,2.6310856,5.289827,430.05084,2.6310856,5.289827,430.05084,96.02354
2.687297,158949250.0,-709.54315,1747.0975,2.6520777,0.3623083,0.07303643,0.0114203775,2.7787073,838.13403,9.9537735,6.5031385,784.4377,9.062087,5.75274,544.1196,24.971905
11.309289,154447490.0,27595.541,1290.678,2.1832376,0.22313873,0.17832679,0.010110677,2.242613,775.7751,2.9582958,8.755237,752.5156,6.974893,7.846593,908.8297,20.28652
12.853652,203182190.0,8092.95,1716.3522,1.6255987,0.18593346,0.16136123,0.010659568,1.6806505,578.25183,10.0,10.0,1000.0,10.0,10.0,1000.0,29.823149
12.92676,410855740.0,90815.8,8540.712,2.8120677,0.28460857,0.24481331,0.015805155,2.8870957,633.22614,9.87763,8.131339,992.074,9.87763,8.131339,992.074,14.69814
13.137371,134105290.0,1437.6708,1203.3804,2.0590417,0.35692254,0.18503366,0.010890802,2.2137978,739.0255,6.0268717,5.7194333,101.88059,0.6035076,3.5025306,45.344425,36.107407
0.61178756,23957922.0,413.28802,12.560283,0.79583067,0.15891999,0.050655335,0.0026128823,0.87378085,1206.778,10.0,10.0,0.0,10.0,10.0,0.0,54.769142
4.723388,225798260.0,0.0,2523.0112,2.652625,0.38266876,0.1674839,0.011265685,2.7932382,835.6197,4.900809,2.7551777,381.3154,4.900809,2.7551777,381.3154,24.53431
5.0271263,80299510.0,6674.088,1774.5072,2.3043814,0.18721822,0.05282859,0.016410746,2.3443232,498.695,5.05982,5.5800977,40.296497,2.355475,5.7577906,813.3972,9.167871
19.229185,782845760.0,108293.82,45234.9,2.3900108,0.68599117,0.192434,0.026704315,2.841895,373.86026,3.3862717,1.4418731,162.04361,5.383447,2.4522882,436.3002,39.903393
0.6204307,23760692.0,1894.8209,41.97935,1.5580622,0.44818917,0.036454555,0.0046029794,1.8537962,1394.6771,10.0,10.0,0.0,10.0,10.0,0.0,30.007147
1.9337033,45881216.0,2562.1606,230.67227,1.6094592,0.12534553,0.03853261,0.008022504,1.6351247,729.2403,1.448202,7.9765368,23.486603,0.528338,2.6442835,407.7043,11.708005
0.3972683,16165745.0,863.786,12.307191,1.371906,0.1476399,0.04499927,0.0030212328,1.4131694,1619.618,10.0,10.0,0.0,10.0,10.0,0.0,18.40591
1.5770444,23304648.0,1859.9172,93.91095,2.8521152,0.3075213,0.052860968,0.007118048,2.9382188,1463.684,5.929834,2.5576115,160.41502,2.0698593,0.20966323,66.82442,17.996223
0.5813228,18334770.0,1350.2754,33.66131,1.5546062,0.512329,0.02453351,0.004694582,1.9285698,1423.3365,10.0,10.0,0.0,10.0,10.0,0.0,29.77321
0.5951841,14904426.0,-805.68665,19.81797,0.6412591,0.064382136,0.020800568,0.003994982,0.65810156,570.71716,4.5038447,4.009248,777.9173,1.8801745,7.0054493,738.85345,59.725883
14.3397455,296032220.0,2.910383e-11,5720.628,2.1688488,0.20255879,0.15187874,0.014885602,2.2182899,504.62167,2.9280517,3.026159,247.80069,2.9280517,3.026159,247.80069,12.192566
0.68307805,7722318.0,-386.9269,13.564314,1.6355473,0.1425866,0.020620413,0.0046480256,1.6681159,1258.6389,1.6377375,4.484916,478.45068,4.909991,3.056517,13.7716055,21.581335
4.5183187,52453984.0,2517.6384,384.91446,2.6373253,0.23959008,0.07474728,0.009765993,2.6942687,994.59906,10.0,10.0,1000.0,10.0,10.0,1000.0,15.523061
0.7757265,11683592.0,-1114.7891,21.09266,2.0944998,0.30662674,0.022768661,0.0046972265,2.2086952,1643.8353,0.71798396,0.53910685,546.1797,8.625367,5.614136,617.15674,34.72412
1.3501418,39685316.0,-852.76666,176.12509,2.7597253,0.32212403,0.03459713,0.0075076134,2.856943,1356.1443,8.928282,9.87312,971.0043,3.9191084,9.019288,658.91785,21.118078
0.9868283,18559402.0,-393.707,40.35605,2.4030852,0.23250769,0.033015925,0.0051246556,2.4617941,1669.473,9.310812,7.331106,551.3271,5.3912125,6.723309,413.79547,19.188793
0.5222184,11383515.0,0.0,14.784397,1.8038509,0.1533586,0.045569863,0.0038690662,1.8380398,1612.84,10.0,10.0,1000.0,10.0,10.0,1000.0,20.422922
0.6757521,22014932.0,-356.56686,19.98513,1.371837,0.19353113,0.035864722,0.003308274,1.4415091,1512.9431,10.0,10.0,0.0,10.0,10.0,0.0,24.817879
4.2206655,124606620.0,30981.873,925.7912,1.8627818,0.21835579,0.18598606,0.009413002,1.928946,707.6755,3.317746,5.103612,515.9292,3.317746,5.103612,515.9292,26.44615
3.1079597,155032050.0,31255.248,1972.1538,1.4217774,0.17738532,0.055973243,0.012777728,1.4787643,414.60956,2.5784774,8.072749,970.14575,9.473061,6.9029326,794.5502,31.174017
23.638672,448508930.0,-3.4924597e-10,13955.678,2.6703203,0.54033786,0.20277458,0.018648991,2.9383724,526.765,10.0,10.0,1000.0,10.0,10.0,1000.0,31.067093
1.6327168,52708136.0,0.0,208.71635,2.6444447,0.42911714,0.0722496,0.006737373,2.819872,1417.0656,10.0,10.0,0.0,10.0,10.0,0.0,14.104608
0.997144,13941493.0,196.82733,7.866398,1.2209349,0.20992279,0.049975067,0.0026362264,1.3112987,1745.6948,7.9703135,4.5066986,706.6453,6.9606175,7.9642987,707.25323,66.8486
8.660356,227901570.0,0.0,3872.5474,2.3803704,0.48475212,0.19884972,0.014084655,2.6221616,636.1137,0.6121836,2.567591,38.44887,0.6121836,2.567591,38.44887,32.253735
1.6182685,55559350.0,-3385.9023,144.85649,2.2774472,0.30437654,0.04559175,0.005653175,2.3816931,1475.0116,0.48185077,6.01968,546.3355,3.4308138,0.93247163,281.49545,28.892359
1.5017029,29054104.0,-3.637979e-12,140.13385,0.77019745,0.19313699,0.073927544,0.0074388944,0.8846546,402.81528,10.0,10.0,0.0,10.0,10.0,0.0,59.830265
0.5930558,13016125.0,214.7301,21.115105,1.977941,0.15639897,0.029963773,0.0045390897,2.010441,1578.4673,9.4672,6.135995,214.01959,4.245747,3.0859842,240.86766,17.222965
2.4986951,55756200.0,7.275958e-12,189.72328,2.6001513,0.21611632,0.05745916,0.0062417244,2.647288,1435.1176,10.0,10.0,0.0,10.0,10.0,0.0,7.297106
0.38284594,4279004.5,13.420393,1.3309138,0.8207905,0.088605,0.032018807,0.0019695212,0.8456274,1516.2662,4.9556437,3.9577026,245.0483,8.19009,7.962965,760.1854,61.331543
0.99942154,10191097.0,-4.5474735e-13,33.334145,2.589288,0.22790007,0.025669191,0.006092705,2.6418257,1460.7301,10.0,10.0,1000.0,10.0,10.0,1000.0,15.359412
0.118080504,5039122.0,-52.780796,1.5345805,0.86973184,0.15341128,0.018539188,0.0019827222,0.93728036,1698.4474,9.725269,6.9874563,560.0568,9.30623,4.9239273,641.3997,97.73415
5.3626513,96366400.0,-321.63223,609.4873,1.5561451,0.20765564,0.12640074,0.008721772,1.6271635,647.01105,1.8097191,0.15454899,168.82924,0.23574504,3.0910306,280.42474,25.828272
1.4907987,60307416.0,-1975.9514,92.81294,1.8377179,0.37720773,0.06701463,0.0043612784,2.0271356,1634.0446,8.479668,1.2465976,204.13338,1.5017271,0.74745524,194.87529,50.22365
1.9122332,37948224.0,1682.9326,71.091774,1.0774642,0.09656441,0.08240618,0.004751522,1.1001167,803.75714,10.0,10.0,0.0,10.0,10.0,0.0,18.742329
2.0058613,57522410.0,1181.8176,140.44844,1.9395314,0.17450894,0.069116786,0.0055809664,1.9806238,1267.5411,6.017863,2.610411,443.53894,8.476364,2.663525,713.9061,20.80936
5.680558,82716070.0,20037.764,427.73038,2.8217342,0.24181178,0.12462452,0.007842232,2.8760586,1264.7585,10.0,10.0,1000.0,10.0,10.0,1000.0,12.978347
3.4788005,125146450.0,12093.7705,502.34268,2.543599,0.37541932,0.08937051,0.007181306,2.684458,1339.8799,6.949996,8.985823,80.3185,7.527237,7.2377744,704.3516,27.680077
16.656721,837169150.0,-99496.6,22459.02,2.9718301,0.42054456,0.24027131,0.017740926,3.1236577,603.0796,2.1315053,0.6497519,559.33124,0.17346334,6.3875303,590.3418,12.829565
12.527189,252512830.0,5.820766e-11,3715.238,2.7552333,0.26411736,0.19012006,0.012843644,2.821333,735.534,10.0,10.0,0.0,10.0,10.0,0.0,8.189289
0.10782353,2776014.2,2.3792377,0.67479146,0.67198044,0.11201999,0.008814257,0.0017227037,0.7188924,1458.1089,10.0,10.0,1000.0,10.0,10.0,1000.0,121.61365
16.628498,127764690.0,2.910383e-11,2408.3901,1.6830802,0.22566524,0.16085006,0.014737155,1.7605987,405.51074,5.6970634,8.858477,959.33673,5.6970634,8.858477,959.33673,30.448055
4.2595005,101645820.0,-4855.171,285.56427,2.376781,0.6859584,0.09577469,0.0059632505,2.8305445,1688.7402,10.0,10.0,0.0,10.0,10.0,0.0,20.42956
0.24249063,6859606.5,1.1368684e-13,2.1680002,0.7537111,0.0580057,0.023162931,0.001900007,0.76545167,1361.563,2.6438212,2.661494,502.92535,2.6438212,2.661494,502.92535,39.69466
6.6100364,282844000.0,77939.95,5001.442,2.5181444,0.6247122,0.11832557,0.014592137,2.8851821,686.11847,2.5455146,0.2145627,320.90622,0.30144182,3.015212,869.1162,39.005333
0.7521896,7868089.5,-213.73817,9.998671,1.5017895,0.22208147,0.029212907,0.003914145,1.5852618,1406.2563,10.0,10.0,1000.0,10.0,10.0,1000.0,48.58508
9.791212,210320030.0,28642.496,1883.7134,2.0176923,0.44726127,0.15781967,0.010377164,2.2573206,754.2688,4.344788,9.413386,796.96405,4.344788,9.413386,796.96405,44.30253
1.6492475,59978988.0,-3058.2632,113.83053,2.3115005,0.22127154,0.07638802,0.0047571044,2.3668032,1718.0361,4.633761,0.7817797,209.43019,0.8659287,2.8693166,560.3887,19.023493
0.36918283,15246849.0,501.79138,10.25062,1.0733404,0.26700595,0.041916694,0.0028444899,1.2305591,1500.7815,8.481998,7.3603053,614.6565,8.481998,7.3603053,614.6565,93.67318
4.7328086,117216190.0,5940.4287,1199.8628,2.3291585,0.24923873,0.07287103,0.011422083,2.3984432,749.6481,4.9553885,5.6801715,331.81866,6.3890734,8.490762,936.56036,21.191319
0.2333385,7099424.0,-2.2737368e-13,4.268892,1.2110052,0.17742974,0.02293971,0.002638274,1.2771332,1646.987,7.7826,3.5482886,313.58768,7.7826,3.5482886,313.58768,57.56279
2.0612013,54043064.0,3922.4065,128.4943,1.808384,0.22251923,0.08005201,0.0053416356,1.8789517,1218.5509,10.0,10.0,0.0,10.0,10.0,0.0,16.621506
0.89648306,12495146.0,874.13635,29.671024,0.66458505,0.1124922,0.028342122,0.005343322,0.7123403,462.26596,3.9694638,6.805426,169.18956,3.9694638,6.805426,169.18956,108.68166
2.8242645,64596620.0,-13344.381,322.14944,2.263605,0.21816804,0.08520105,0.007797169,2.3184893,1038.2007,4.3814077,3.303603,248.35715,2.8979473,3.4876091,128.67723,18.792616
4.62044,80819370.0,2852.998,279.50085,2.0767336,0.43233573,0.08703654,0.006479204,2.2964568,1234.8792,4.4204006,4.7789583,581.44415,6.3669467,9.366223,518.9825,45.017483
2.567551,44337564.0,4798.0234,89.48428,2.1395142,0.20500708,0.08700394,0.0049126064,2.1907995,1542.1094,10.0,10.0,1000.0,10.0,10.0,1000.0,20.05332
0.60686857,28484702.0,-1361.1344,44.673378,1.6292119,0.167524,0.040480215,0.0043643825,1.6740466,1336.7463,1.2915059,3.26214,659.5298,9.014339,6.4880843,305.8204,29.579393
0.49734166,4301227.5,346.06082,3.8761792,1.4694092,0.11473542,0.022708641,0.0032801835,1.4929616,1572.6893,10.0,10.0,1000.0,10.0,10.0,1000.0,21.825163
9.395029,118839170.0,6097.515,1440.8926,2.5450418,0.58769226,0.10800326,0.012310234,2.870749,824.4403,5.8829064,1.8183347,937.6466,9.287591,5.057326,929.12805,38.76885
3.034542,84218960.0,-3.6379788e-11,1404.2933,2.600421,0.25400853,0.051635068,0.013833604,2.6651468,652.6753,0.29593322,3.5118272,287.79895,0.29593322,3.5118272,287.79895,7.398678
13.552045,446114020.0,103657.49,10751.369,2.547882,0.24959001,0.25855792,0.017544234,2.6116564,531.99445,2.7376635,2.3249204,224.26193,1.3529556,6.2632504,566.1022,11.037107
0.85227317,36210604.0,1085.0696,28.531757,1.2387995,0.12037879,0.053777106,0.0031256645,1.2693218,1429.9648,3.327778,3.07783,587.3241,1.0139544,3.1506689,302.46912,35.39576
1.9260738,48303824.0,1.8189894e-12,85.627,1.9307972,0.15729946,0.06551351,0.0044543254,1.9644458,1475.4532,7.1921563,3.6536841,725.3628,7.1921563,3.6536841,725.3628,17.73627
0.35329664,7928273.0,150.52194,2.5802858,0.75084496,0.08785779,0.021507643,0.0020926949,0.77742237,1362.7382,10.0,10.0,0.0,10.0,10.0,0.0,37.921673
0.3985538,15926985.0,2716.3254,43.008434,2.4529665,0.32048216,0.017677324,0.005668469,2.5604436,1558.1354,1.2284639,3.1801732,901.69354,1.2284639,3.1801732,901.69354,25.714626
0.95019567,41161656.0,4716.2705,136.97115,2.7609239,0.2521617,0.05552425,0.006375893,2.8211641,1546.5367,5.4777784,7.3496494,875.8222,9.026498,2.6173997,246.55946,15.421565
1.9007374,23199284.0,3367.9756,62.534687,2.5693903,0.3941734,0.06920867,0.0056711813,2.7225769,1658.2766,0.6599549,0.4084582,81.000565,0.6599549,0.4084582,81.000565,27.140095
2.8944528,99074380.0,6522.188,370.29965,2.9186378,0.7159087,0.108376026,0.006880068,3.3354306,1725.2655,10.0,10.0,0.0,10.0,10.0,0.0,16.270796
0.18903838,8010491.5,217.92819,2.605708,0.71512234,0.20234601,0.030207194,0.0019772425,0.84696376,1485.0175,0.48651946,4.9151587,348.89807,0.48651946,4.9151587,348.89807,145.98961
0.6982492,31950966.0,-789.8564,31.952013,1.1358156,0.095571645,0.046104368,0.0036195868,1.15691,1156.8909,7.0915093,4.9562287,92.99643,1.9068595,9.528102,107.23682,30.528112
7.4646616,276600800.0,-51760.47,2728.0303,2.8875966,0.41956365,0.15443036,0.011069234,3.0427816,968.8865,7.8265653,5.251356,896.42993,9.264295,9.490361,946.35913,23.914743
3.055445,89807120.0,-1.0913936e-11,415.38162,2.679538,0.23143935,0.06569047,0.007325303,2.731929,1270.2849,1.2085258,5.62805,323.21133,1.2085258,5.62805,323.21133,13.603296
0.4201884,19190838.0,-501.91315,17.031445,0.72620714,0.07003655,0.038951363,0.0032831845,0.7438368,789.585,5.051747,5.559487,658.09247,4.739501,2.2865868,37.252747,56.706997
2.358249,72108270.0,-7801.3223,483.31827,2.823175,0.33319455,0.08854966,0.008919356,2.9247856,1129.7179,7.1096797,8.696413,638.2889,8.70641,2.8219337,701.7694,20.253826
2.7086425,34515364.0,5726.471,116.84707,0.9287814,0.1117433,0.09377428,0.006354558,0.9634794,523.6484,10.0,10.0,1000.0,10.0,10.0,1000.0,51.45465
2.7248974,53100520.0,353.153,223.0976,2.9334655,0.34313133,0.06591592,0.007246526,3.0372305,1481.7662,10.0,10.0,0.0,10.0,10.0,0.0,9.906713
1.9474876,21494962.0,3117.3616,46.765957,0.9557776,0.07458303,0.07826131,0.005090539,0.9710783,658.35126,1.3253343,2.9643416,46.259464,1.3253343,2.9643416,46.259464,18.62374
1.8979279,49114404.0,2178.2769,98.55781,1.5595572,0.1797954,0.054842167,0.0050253496,1.61319,1138.7921,6.4402614,8.701175,472.6998,9.284831,4.0717125,714.10315,35.18607
2.2096972,57191450.0,14329.473,657.4933,2.3902683,0.22337924,0.05103572,0.011727159,2.4448242,721.0536,10.0,10.0,1000.0,10.0,10.0,1000.0,16.771006
0.6357667,13346122.0,483.99136,10.758066,0.52068913,0.042280618,0.030549498,0.0031145771,0.52970475,589.9895,7.889717,8.190839,485.28552,7.889717,8.190839,485.28552,49.68256
5.9440837,115289250.0,-13538.815,1031.6434,1.8004912,0.3331183,0.10881434,0.010448585,1.9534434,653.02594,0.18916143,1.2358427,592.8045,2.9649677,6.467819,293.2429,42.457214
1.3160795,35407836.0,-1754.7079,34.330467,0.84865606,0.16052519,0.056905024,0.0035296378,0.9237947,938.17816,0.8151663,4.856838,439.19223,5.7146845,3.2018626,329.373,98.8166
0.8382866,7837834.5,17.368681,4.1153064,1.1805744,0.095596544,0.046693876,0.0025043334,1.2009035,1657.3151,5.7346435,7.6079097,498.72354,8.839006,8.7065935,278.7968,28.957005
1.3118576,49783000.0,7339.8887,159.2538,2.350238,0.27558064,0.060027115,0.006181396,2.4337666,1360.738,3.319179,5.091006,666.60004,3.319179,5.091006,666.60004,23.493074
5.393564,131466710.0,-24271.814,786.3449,2.5912404,0.69571286,0.13261695,0.008809045,3.0264635,1237.4761,3.2732542,2.9029987,818.6303,4.019279,3.3313107,428.6447,40.631535
7.562986,140496220.0,28663.32,874.08124,2.9241836,0.36216462,0.13335405,0.00862086,3.0397382,1218.6881,0.40416107,2.466999,512.6625,0.40416107,2.466999,512.6625,19.186302
1.6245705,18308672.0,-1464.7438,35.4847,1.2780833,0.1386093,0.044586748,0.004884837,1.3171077,946.0828,7.327199,9.031125,562.3969,5.668833,4.3426557,859.17224,39.329754
6.100754,92260550.0,-17847.695,1283.3856,2.066422,0.16889977,0.09982638,0.013158046,2.1026666,563.7673,4.5744495,6.5803814,44.05457,8.370048,7.202396,407.6402,12.048283
2.1179872,41907740.0,0.0,391.09903,2.4464006,0.39563343,0.06632659,0.010474346,2.607647,853.59625,10.0,10.0,0.0,10.0,10.0,0.0,15.187523
7.9973617,461937400.0,198045.08,20472.568,2.3400133,0.751498,0.10687189,0.022791678,2.8783703,432.36655,7.448713,9.533654,841.0879,9.980004,5.1553235,853.7181,45.191334
3.5597901,81273656.0,9309.106,1348.5957,1.6625357,0.41794986,0.0460998,0.014371755,1.9107202,469.06293,10.0,10.0,0.0,10.0,10.0,0.0,28.548948
0.28127417,16357162.0,-9.094947e-13,15.113612,1.1503547,0.10065016,0.029404165,0.0032733858,1.1734248,1220.7455,0.23396596,2.481021,306.6905,0.23396596,2.481021,306.6905,21.554672
0.16349423,1540349.0,-28.239408,0.39011765,0.80893683,0.094808415,0.012211366,0.001733688,0.8376605,1664.4846,9.452682,7.8295565,922.64777,6.5039353,5.6427464,948.6383,70.76239
1.0142739,13456433.0,72.42008,21.712696,1.6907246,0.4554039,0.039289344,0.0044222767,1.9763359,1555.8541,4.527169,0.24141267,273.93628,1.2377914,1.245163,693.56067,64.17466
3.77307,89590020.0,-4637.16,433.22885,2.2091918,0.53693414,0.116158806,0.0077691604,2.5194736,1145.7264,10.0,10.0,0.0,10.0,10.0,0.0,21.454157
2.1744475,26670782.0,2691.4434,162.20563,2.7422566,0.26748025,0.037146892,0.00865217,2.810322,1139.57,8.950442,5.162548,602.1365,1.5820403,3.240151,547.05756,16.649208
0.77171713,47742628.0,-1259.4214,111.723076,0.8263173,0.09202727,0.05646303,0.005288964,0.85288733,557.5366,0.43406,1.406066,69.92618,0.91906875,3.7981164,252.94644,33.10335
1.4548061,100193096.0,-1.4551915e-11,352.961,2.1762419,0.6374767,0.08743803,0.00641862,2.6027195,1386.7012,10.0,10.0,0.0,10.0,10.0,0.0,21.632116
1.699489,74034350.0,-1922.0846,324.08496,0.9236584,0.21727407,0.07264179,0.007457896,1.0459191,499.90247,1.6530924,1.2154626,92.14418,5.2651052,0.4151706,200.99675,98.02075
25.561283,599318300.0,163004.17,39632.426,2.5377157,0.70645154,0.20430364,0.028227666,2.9922743,367.96356,10.0,10.0,0.0,10.0,10.0,0.0,18.469109
2.4781966,76339560.0,-26.423527,212.43869,2.66676,0.3393781,0.06361236,0.0059326882,2.7778254,1665.1868,3.8408897,1.7778426,112.294815,4.859065,1.3533499,673.6841,23.355442
0.77331823,23949394.0,456.95724,38.67774,0.56534964,0.06392417,0.04430067,0.004588103,0.584072,459.6033,9.264576,4.755957,413.54062,9.407194,3.34186,909.9248,74.99324
0.26962942,5205351.5,216.37556,1.9085758,0.67987585,0.11859374,0.033454563,0.0020952965,0.7315824,1208.1854,10.0,10.0,1000.0,10.0,10.0,1000.0,115.74398
1.9789423,71404770.0,-1.0913936e-11,240.11235,1.3596278,0.3857374,0.059067268,0.006285899,1.6114752,878.77966,3.6109776,5.6726274,195.61526,3.6109776,5.6726274,195.61526,75.41494
3.8836553,123338610.0,-1902.3413,527.2893,2.3107915,0.19092496,0.09300997,0.0072741364,2.352194,1137.6224,9.89234,8.3815365,728.8314,8.063603,8.939705,915.0365,15.4056425
34.02123,1461877400.0,4.656613e-10,180807.3,2.4008715,0.2481391,0.23968777,0.03697518,2.4676068,221.8827,5.300196,6.00071,282.7733,5.300196,6.00071,282.7733,11.843526
0.28482366,6896943.0,260.9788,4.522096,0.61460996,0.051523395,0.027655777,0.002853429,0.62594116,773.0221,10.0,10.0,0.0,10.0,10.0,0.0,30.52138
1.5774803,31076966.0,1.8189894e-12,56.142464,1.1956908,0.17217709,0.07092266,0.004529545,1.2588525,936.58765,3.268962,1.185356,193.73546,3.268962,1.185356,193.73546,53.72776
1.7969162,49753332.0,277.01575,239.53743,2.833812,0.8164681,0.07143485,0.007650185,3.3732069,1537.3309,10.0,10.0,1000.0,10.0,10.0,1000.0,39.377625
