I0,A11,B11,D11,L,f,b,h,S,lambda,KXL,KYL,KZL,KXR,KYR,KZR,Pcr
1.752005,18273838.0,-596.8744,45.16973,1.418293,0.3310487,0.04475183,0.005474502,1.6033938,1019.83826,6.429558,8.467594,554.2731,7.828219,1.4440156,955.29694,70.90957
1.0060078,54307492.0,-1944.8568,396.38452,2.9199958,0.2906269,0.03368787,0.009778962,2.9953945,1108.7294,10.0,10.0,1000.0,10.0,10.0,1000.0,16.490183
3.7751856,155965180.0,-3.6379788e-11,803.9787,1.6478652,0.14429672,0.117481545,0.007701243,1.6809653,740.37256,9.797789,8.863363,865.8951,9.797789,8.863363,865.8951,20.844296
5.3807287,143850560.0,16016.123,1074.8694,2.5449803,0.19659899,0.0913995,0.009526239,2.5849185,945.63763,8.670908,8.950056,72.44824,6.6388855,5.2704525,690.4669,11.809199
2.71442,94804610.0,2.910383e-11,426.00092,2.7884018,0.21785888,0.083005674,0.0071071577,2.8331494,1336.5306,5.5314255,2.117084,889.62317,5.5314255,2.117084,889.62317,11.656432
6.856033,210282200.0,8613.223,1338.1051,2.6517308,0.55251724,0.14144868,0.00914355,2.9327395,1162.5981,10.0,10.0,0.0,10.0,10.0,0.0,16.941061
4.045473,78507690.0,12902.146,349.72296,1.5617046,0.13370456,0.11368251,0.0072973473,1.5917145,754.1525,1.5162615,2.185771,24.09298,1.5162615,2.185771,24.09298,17.428118
0.42469144,18263702.0,76.24464,21.739779,1.667452,0.17394915,0.024816923,0.0037623746,1.7146511,1571.6022,5.313946,3.6581242,605.5944,2.8239985,6.317763,718.05286,30.0856
0.046143718,2419212.5,89.29049,0.94456977,0.64424264,0.065858476,0.0066041853,0.0021640467,0.66177046,1059.0765,10.0,10.0,0.0,10.0,10.0,0.0,36.655277
1.5148046,28430452.0,-43.263218,52.911854,2.2409208,0.25937986,0.06876125,0.0047004716,2.3185852,1699.5675,5.021987,6.7272334,815.88885,1.2216516,2.475619,745.84686,25.126772
1.5050848,28436480.0,-1.0913936e-11,109.86594,1.4985341,0.18424249,0.0457972,0.0065739113,1.5569186,792.0859,2.057071,7.311415,540.72815,2.057071,7.311415,540.72815,37.418705
2.4017134,58688348.0,666.3301,202.25201,2.5779448,0.43856648,0.057053033,0.0066568865,2.764962,1489.4252,3.967585,4.31844,675.03906,7.453919,4.1973433,833.5872,32.23776
7.4171867,225297400.0,9583.459,1108.6777,2.4210453,0.19446574,0.15343851,0.007722765,2.4620767,1109.8824,6.8213162,1.6124741,660.3833,7.7928195,6.0276575,829.53973,13.674944
10.136195,261585800.0,38951.637,2730.2412,2.099004,0.16289733,0.15572128,0.011450981,2.1322446,659.9995,5.425578,4.5542154,731.3073,7.0039687,7.551558,866.21204,12.011539
0.5010588,12904075.0,0.0,6.5634217,0.7557084,0.1041458,0.048227284,0.0024259984,0.7924028,1111.0774,10.0,10.0,1000.0,10.0,10.0,1000.0,82.78804
3.5140972,136840140.0,-23570.133,983.11536,2.4096267,0.37290916,0.067234516,0.009718577,2.555701,953.4866,7.703879,8.647846,870.9121,6.054851,7.606717,470.85114,31.151966
5.0479784,170972340.0,2.910383e-11,1936.7722,2.965804,0.26543388,0.18820317,0.011327793,3.0279877,899.6587,4.296589,1.2906066,207.79811,4.296589,1.2906066,207.79811,12.524673
0.13420753,4824785.0,-38.49374,1.8296922,1.0306282,0.087039344,0.012503416,0.0021393744,1.0499076,1704.9082,7.5503755,2.523579,296.37756,0.6274479,1.0719237,665.6756,35.605183
0.10811687,4376158.0,5.684342e-14,0.89508426,0.5992727,0.11253706,0.016048856,0.0015323014,0.651619,1440.8153,10.0,10.0,0.0,10.0,10.0,0.0,67.85062
2.3944073,91718070.0,27818.027,1250.3723,0.7458908,0.06577125,0.075978816,0.012761026,0.76107985,206.1285,7.7522817,8.032821,644.21265,7.7522817,8.032821,644.21265,16.292458
3.308797,66121280.0,2999.5496,146.80746,1.9640973,0.5733918,0.092440866,0.005226786,2.3467193,1574.9171,6.3825774,7.119932,61.917263,2.7595305,6.4758987,444.19348,53.6956
6.073236,229577490.0,0.0,1554.6842,2.6365058,0.4757873,0.17382774,0.008734974,2.8502502,1095.2834,10.0,10.0,0.0,10.0,10.0,0.0,15.242019
11.586497,260596820.0,-8042.6196,2394.0215,1.6066914,0.3172763,0.14945133,0.010782907,1.7608297,580.94885,2.4444292,3.1264873,649.85547,3.4563797,3.5670812,489.48816,51.545483
1.4409287,102847450.0,21377.451,515.97943,2.3658512,0.19396842,0.08058642,0.0077339336,2.4075997,1074.8921,8.887757,9.743323,377.19818,8.887757,9.743323,377.19818,14.315675
2.3524544,140534100.0,2473.8728,737.1384,1.0637112,0.23937413,0.095878154,0.008026427,1.1935778,521.15515,1.7591071,6.4316196,39.79613,3.8687603,2.9661994,400.539,80.08251
0.8302699,13998005.0,-373.90582,27.879503,1.9962263,0.18794028,0.027643705,0.0051278756,2.0424545,1447.248,2.4847455,4.2054167,66.17142,1.2257602,2.6887767,283.06223,21.434502
3.2094274,196474770.0,10836.847,917.5416,1.9844029,0.2857618,0.12742193,0.007500889,2.0892363,966.7809,10.0,10.0,0.0,10.0,10.0,0.0,17.604452
0.12901773,1763673.2,-1.4210855e-14,0.22586721,0.5102618,0.0714455,0.016246744,0.00120131,0.53580534,1497.2333,4.1177516,1.9482771,312.12408,4.1177516,1.9482771,312.12408,128.31339
1.116266,12767017.0,-877.4175,18.269867,1.6755505,0.16732617,0.03739475,0.004295371,1.7190998,1437.0707,10.0,10.0,0.0,10.0,10.0,0.0,14.373893
3.879745,47135636.0,11758.617,345.14816,0.8253017,0.18815935,0.07485305,0.009343998,0.92849046,343.12262,4.4630938,2.1417382,24.60534,4.4630938,2.1417382,24.60534,90.992874
1.0963728,21396322.0,2152.1978,41.171665,2.2052839,0.1804195,0.049028732,0.004879056,2.244036,1617.7081,8.304342,8.835286,923.7631,6.3784323,7.0421076,944.49585,16.364817
0.4733972,7325869.5,-2.2737368e-13,11.645985,2.0278015,0.2840502,0.020322677,0.0042831674,2.1293967,1688.8772,10.0,10.0,1000.0,10.0,10.0,1000.0,33.66145
0.766703,16355599.0,-1238.2253,31.371666,0.65419066,0.07994883,0.021618836,0.004785874,0.67938316,490.54538,2.2155986,6.7420516,722.6705,7.167638,5.707824,678.59143,79.728386
0.5568236,17142970.0,1734.0232,17.653334,1.5732732,0.12586047,0.036346752,0.0035017496,1.599725,1576.431,2.0116448,0.7421284,418.39276,2.0116448,0.7421284,418.39276,20.669569
8.143362,179075570.0,51643.695,3083.6033,2.8479176,0.2701058,0.15787958,0.014810209,2.9148276,702.4279,9.47718,9.115495,679.63464,9.418452,9.686419,690.21313,14.24516
0.059371352,2222095.5,82.693016,0.338374,0.5499722,0.14482227,0.010660036,0.0013470968,0.63919896,1638.019,4.7767143,0.9104576,2.9412165,4.7767143,0.9104576,2.9412165,110.34624
5.5123878,87562140.0,-18239.076,976.4046,2.0449016,0.43212178,0.062483747,0.0117195165,2.2673125,678.9764,4.8517427,8.055604,545.5482,7.369511,9.564414,750.4274,45.944836
0.15384376,8083993.5,-52.16579,2.654913,0.8931603,0.11248464,0.021713309,0.0020705014,0.9296154,1622.1505,9.465678,5.0539613,907.32294,6.31482,5.110784,813.55743,69.19694
10.6934805,194992580.0,55592.605,2350.2612,2.3897638,0.23148625,0.17005013,0.011998954,2.4482796,705.19946,8.567481,0.98046684,391.59937,8.567481,0.98046684,391.59937,16.607718
1.6787182,57691450.0,1694.1683,174.21135,1.6752151,0.19761926,0.06654688,0.0060291123,1.7354546,998.69006,5.7316175,5.088515,580.1662,1.2068772,1.7600291,231.61435,33.04978
0.68130374,11719939.0,380.0447,7.1449924,0.95122796,0.10188321,0.037280824,0.0027424295,0.97957486,1254.583,8.06942,4.5622396,897.9052,1.2846695,4.470849,844.74646,52.372417
6.7727437,81908620.0,21377.129,867.53033,1.7087075,0.27096558,0.100239344,0.011249842,1.8172125,558.3778,10.0,10.0,0.0,10.0,10.0,0.0,21.148941
0.94683355,34919590.0,1826.0541,61.888973,2.0002544,0.34047288,0.05785601,0.004618752,2.1455119,1611.606,1.5058198,9.423857,84.77522,1.5058198,9.423857,84.77522,38.34858
0.39403984,5367598.5,-235.29384,2.7388537,0.77352524,0.09075314,0.02886662,0.0025014882,0.8010474,1121.4084,7.111003,7.231119,492.5083,9.372307,9.734985,507.78317,71.4436
13.575722,479342940.0,-2.3283064e-10,26020.572,1.8289031,0.20345739,0.14212485,0.024922058,1.8875828,256.19507,3.9912002,7.6622596,205.31903,3.9912002,7.6622596,205.31903,11.680841
3.2689414,145678620.0,-22376.594,1292.891,1.7858627,0.4281211,0.084097594,0.010632307,2.0305185,681.59106,5.8425803,9.391402,463.23032,8.851793,5.5981493,830.5833,55.390186
1.6693845,89384690.0,2687.1182,249.16321,2.9347343,0.28202426,0.08719514,0.0060502724,3.005484,1800.1306,0.5085026,2.8216586,640.80524,6.398783,2.754626,402.7203,15.448781
6.663524,194759950.0,0.0,3336.8333,2.4215488,0.20148198,0.12452233,0.01383246,2.465538,595.6543,10.0,10.0,0.0,10.0,10.0,0.0,7.6381993
0.6675043,28155806.0,3253.946,31.957922,1.2909156,0.37950978,0.050261516,0.0036734948,1.545506,1450.6593,10.0,10.0,1000.0,10.0,10.0,1000.0,81.92452
2.4011948,28671580.0,671.81726,43.622223,0.7792225,0.09324304,0.0731356,0.0042319344,0.80802906,655.08685,10.0,10.0,1000.0,10.0,10.0,1000.0,66.721214
0.8039489,24201884.0,-9.094947e-13,32.093746,0.9840161,0.09372287,0.03843371,0.003914659,1.0073274,874.7522,8.586509,6.1177063,686.3539,8.586509,6.1177063,686.3539,41.436928
0.32451147,5053790.0,-41.48222,2.4382582,0.9526812,0.1174142,0.031054357,0.0024734202,0.9899727,1425.253,6.818558,4.132194,86.96916,2.8020418,3.0366018,183.47827,60.839005
3.8898127,71848320.0,1.8189894e-11,225.30542,2.654521,0.22535047,0.10430556,0.005916358,2.704688,1527.3539,9.345564,4.5371118,443.9339,9.345564,4.5371118,443.9339,13.857065
2.0307236,30634144.0,-1191.506,41.654392,1.3052638,0.10383492,0.06456245,0.0041136765,1.3269678,1137.9753,10.0,10.0,1000.0,10.0,10.0,1000.0,24.923029
0.41650158,11341794.0,992.0398,17.969772,0.8761647,0.07574002,0.023786275,0.004355256,0.8933238,709.706,2.5096424,4.355221,976.50226,2.5096424,4.355221,976.50226,36.204906
8.284038,227085260.0,14002.58,1267.4985,1.4395881,0.3102344,0.13503395,0.008216977,1.6019238,678.0514,10.0,10.0,1000.0,10.0,10.0,1000.0,61.496
1.7476861,22281400.0,929.59717,34.328568,1.9957036,0.30183932,0.07101523,0.0043085245,2.1115024,1701.1201,8.00328,7.8712687,887.7739,8.00328,7.8712687,887.7739,35.8369
3.0064268,59711720.0,-6196.492,200.70523,2.94002,0.25804606,0.08535786,0.0065462743,2.9993465,1635.9766,1.4629743,0.35764587,105.35141,2.8153183,2.4472437,392.71707,13.378232
15.487546,213736540.0,-48353.2,2921.0764,2.578537,0.23084225,0.16252631,0.012929228,2.632632,712.12805,3.4522145,2.247421,473.76102,2.5253775,4.851228,55.91593,13.687323
19.688828,162775140.0,36262.535,3247.3337,2.6380785,0.36019123,0.17757218,0.015481456,2.763902,618.80414,10.0,10.0,0.0,10.0,10.0,0.0,12.251635
1.7678043,48965172.0,-1291.9078,179.01001,2.6722753,0.76786405,0.03712737,0.006807452,3.1785228,1662.38,4.7044253,1.6808155,609.7271,0.97125375,3.1951728,211.29347,41.971905
2.2402031,64614172.0,218.89679,454.70627,2.73235,0.2509091,0.036555108,0.009333627,2.792605,1052.708,10.0,10.0,1000.0,10.0,10.0,1000.0,15.690108
0.45797727,16136345.0,1553.3408,21.461216,1.549404,0.21358383,0.024979368,0.0039853514,1.6246761,1408.7769,9.856924,6.165753,913.2493,9.856924,6.165753,913.2493,42.585945
1.9463791,61882940.0,-3429.5178,376.40915,1.6330812,0.20676357,0.040733434,0.008596058,1.7004234,689.46533,5.666656,3.2289438,418.85413,5.6475935,7.975691,576.9359,36.806244
1.8780606,63392908.0,4274.1646,95.54142,2.0908234,0.16271558,0.0724297,0.0043168296,2.1241171,1730.2264,10.0,10.0,1000.0,10.0,10.0,1000.0,15.83825
21.71476,400280450.0,61351.613,7019.121,2.459322,0.39885208,0.24323647,0.014531666,2.6222942,626.2132,6.3503356,8.226084,368.4829,6.3503356,8.226084,368.4829,28.018744
23.31208,1437066000.0,1002325.0,136077.2,2.1120484,0.20086871,0.19921301,0.034834806,2.1619394,222.17194,7.551392,9.226266,840.4857,8.676202,2.5853124,466.9809,12.367583
0.16149765,3188990.5,-161.86345,2.144368,0.9468791,0.12119684,0.011138123,0.0028724847,0.9867552,1203.3345,3.1146078,9.720522,336.7699,6.3350306,9.59721,795.86664,66.23947
1.8502693,29988912.0,-1387.0221,30.324911,1.6609883,0.21571776,0.068413645,0.0036663774,1.7329315,1723.3043,8.764251,3.7671754,406.53632,8.624675,6.395558,219.68692,37.68638
5.782997,130510536.0,34999.81,3377.4036,2.714264,0.23800042,0.078128904,0.017627923,2.7689304,544.3063,10.0,10.0,1000.0,10.0,10.0,1000.0,11.239635
1.8981154,66235544.0,8915.274,267.35358,1.611737,0.13456625,0.057368223,0.0071615414,1.6412151,816.89844,10.0,10.0,0.0,10.0,10.0,0.0,11.774073
0.43227735,7427139.0,368.20807,2.9261096,0.6977309,0.09057369,0.03056266,0.0021699527,0.7279245,1159.7164,6.0660944,3.0458553,599.6742,6.0660944,3.0458553,599.6742,85.53486
1.3787551,15628449.0,-1209.269,17.436922,1.6313515,0.17557384,0.04987488,0.0037346692,1.6804254,1590.8977,10.0,10.0,1000.0,10.0,10.0,1000.0,31.463152
0.0731729,1929017.0,126.98634,0.704868,0.9465674,0.07375511,0.012143173,0.00208422,0.9616766,1590.901,2.216921,9.322696,406.79727,2.216921,9.322696,406.79727,32.662804
1.6577252,47556304.0,-77.18948,78.30589,1.9836773,0.28854668,0.0725714,0.004509291,2.0905113,1629.1437,7.0353622,8.0296335,583.6861,4.249981,6.167245,900.5677,35.7369
0.9421759,22547050.0,-2.2737368e-12,21.352816,1.585716,0.15625465,0.06445284,0.0032739404,1.6258676,1670.7155,10.0,10.0,1000.0,10.0,10.0,1000.0,27.971397
1.3478912,78122860.0,-6768.091,208.68095,2.7094593,0.25111118,0.074638225,0.005911381,2.7703,1695.0186,10.0,10.0,1000.0,10.0,10.0,1000.0,16.076563
1.1850544,25660578.0,-2596.6084,103.42849,1.6060213,0.16659725,0.04669346,0.007217525,1.6509831,822.3482,6.389743,1.1054529,675.20514,6.163998,9.147635,371.4842,29.435427
0.7314785,15996824.0,2.728484e-12,62.609756,1.881446,0.35061634,0.042456225,0.006584076,2.0434487,1032.9032,3.1332448,2.8088758,468.27933,3.1332448,2.8088758,468.27933,45.275032
0.9265718,21741148.0,-1565.701,48.090343,1.2529211,0.09775993,0.041281454,0.005214842,1.2729746,855.9177,10.0,10.0,1000.0,10.0,10.0,1000.0,24.378088
4.688978,151816660.0,25306.137,1526.3118,2.6292286,0.37776086,0.12093932,0.010987529,2.7675245,872.82983,9.643571,4.988921,687.59784,9.643571,4.988921,687.59784,25.266354
1.4787719,56822396.0,926.48236,75.56802,1.8599602,0.14689179,0.079572454,0.00420862,1.8904486,1639.2893,1.3129437,5.665215,94.57013,3.5836005,7.824757,274.66443,17.471958
0.6430828,14277671.0,-597.7429,42.733807,2.1976507,0.32225347,0.018394666,0.006123571,2.317845,1339.7609,9.504583,4.4786444,294.6464,9.839844,6.134965,836.1701,33.35553
1.5524341,37263212.0,-182.97585,128.76976,2.4537055,0.20308118,0.047231033,0.006575889,2.4978175,1343.674,3.5666394,8.953419,514.5754,7.95248,3.03508,266.4547,14.899504
6.365315,118711256.0,30994.285,1072.8381,2.8490615,0.7777211,0.090230756,0.010626802,3.3419247,1111.6691,6.592327,2.3485384,207.32745,9.507761,4.864721,797.75543,37.535217
1.468827,76501900.0,-2.1827873e-11,345.944,2.511212,0.5254463,0.086131,0.0071034534,2.7794075,1307.0297,10.0,10.0,1000.0,10.0,10.0,1000.0,36.736687
6.840731,340764670.0,-66809.4,10857.037,2.8742692,0.30048442,0.10085732,0.019766748,2.9559681,523.68646,5.9287066,6.2859926,890.37476,1.5498977,8.5857315,974.8136,12.461513
0.12379664,2817672.8,2.842171e-14,0.5417046,0.71714306,0.06807258,0.013793739,0.0014844128,0.7340193,1674.0618,1.7074658,5.290862,306.18735,1.7074658,5.290862,306.18735,58.844006
0.37970218,19023794.0,572.6652,44.965828,0.8137663,0.07298605,0.02023217,0.0054619447,0.8309,540.4507,2.7287338,5.8872466,46.059837,1.6380641,2.7017279,214.00974,31.650562
1.0066264,17848844.0,-925.61304,18.814278,1.7887866,0.18144645,0.061156463,0.0037248386,1.8367211,1788.9758,6.5847297,8.458964,513.8051,8.34655,4.362946,263.90475,26.648201
17.769176,285238720.0,-13194.486,11615.158,2.8416922,0.43928772,0.16755682,0.022364007,3.0135956,472.25507,4.1875315,8.749793,565.4677,7.8401732,9.3001585,931.6287,24.093777
5.745674,89400830.0,36569.305,1311.3245,2.8085704,0.6928786,0.11698102,0.013207578,3.2138295,839.14795,10.0,10.0,1000.0,10.0,10.0,1000.0,34.966103
10.478019,252947600.0,-39084.13,10473.879,2.772301,0.26302835,0.09841711,0.022967704,2.83748,440.95508,7.66735,9.293231,454.80154,5.395421,8.540555,237.60236,10.287903
12.177779,318684830.0,-2.910383e-11,4483.5493,2.301396,0.30330947,0.16246647,0.012673719,2.4039397,640.9045,1.4208696,4.490894,157.12047,1.4208696,4.490894,157.12047,23.846624
0.6568204,18251834.0,1242.9221,27.46422,1.5207168,0.17239809,0.023842594,0.0043651126,1.5713345,1280.9679,10.0,10.0,1000.0,10.0,10.0,1000.0,36.37887
1.647627,50527896.0,5128.728,68.00016,1.6124443,0.36778572,0.072551504,0.004007519,1.8142178,1563.8679,8.296754,7.4894233,626.06006,8.296754,7.4894233,626.06006,59.07137
10.146097,219307280.0,-38419.24,2111.2617,2.7605999,0.2711221,0.14865632,0.010916823,2.8300464,912.11383,5.6840363,6.952836,893.45953,8.306115,8.561018,849.87286,16.069277
1.7276789,36613252.0,-3.637979e-12,91.82201,1.8175147,0.20340335,0.093689,0.0053853025,1.8765117,1184.9419,10.0,10.0,1000.0,10.0,10.0,1000.0,28.026926
1.129098,28254482.0,2131.884,64.51797,2.508868,0.20900267,0.05243474,0.005310434,2.5545533,1690.5122,8.763455,8.82897,530.3662,6.8586135,4.3026185,643.7968,14.924339
6.661346,149040960.0,32037.771,803.9778,2.2906823,0.2732869,0.13034128,0.0080197295,2.3748746,1022.5193,0.1798199,1.4367255,442.41794,0.1798199,1.4367255,442.41794,15.640039
3.6537678,47722816.0,2795.2964,416.32944,1.8128577,0.17525989,0.06742312,0.010712406,1.8570772,628.7448,1.8175253,5.1152873,160.85294,6.8831196,3.8201892,575.1862,20.726274
8.140838,175419170.0,48175.832,1787.6537,2.7854009,0.6076925,0.1634256,0.011029255,3.1066852,973.182,10.0,10.0,0.0,10.0,10.0,0.0,15.818681
2.843145,107664610.0,-12950.047,977.5761,2.9273393,0.50034094,0.09649885,0.0105481865,3.1415873,1042.5823,4.378906,6.396016,624.8468,3.1062639,2.1893103,972.70026,27.884117
0.14813487,6189647.5,-2.842171e-13,1.2149252,0.62976086,0.1448035,0.0246429,0.0014846243,0.70973164,1601.9625,10.0,10.0,1000.0,10.0,10.0,1000.0,153.81664
0.5883058,39646612.0,2395.2952,39.747993,0.85876656,0.10522091,0.056556094,0.003490009,0.8920025,890.86426,10.0,10.0,0.0,10.0,10.0,0.0,34.52712
0.9700027,26627568.0,3162.2393,37.920322,0.6378549,0.09310662,0.04997699,0.0041180467,0.67243755,563.48413,4.3582573,0.73296905,104.65287,4.3582573,0.73296905,104.65287,94.798805
15.811954,316131650.0,-25947.332,6755.294,1.2635533,0.27858505,0.12911394,0.016848251,1.4121405,305.48492,6.943245,7.524513,401.02698,2.4030278,1.6183865,34.012257,62.72233
0.9612019,10607006.0,148.03802,7.3847523,0.5640386,0.049285814,0.05593368,0.002968327,0.5753211,689.5071,6.2710686,9.784323,980.4157,4.947926,7.784602,957.07056,58.907036
0.3298288,12683603.0,185.98634,9.97202,1.0631162,0.1342932,0.026711207,0.0031278648,1.1067618,1248.1992,1.8765604,2.5457175,83.02566,1.8955445,0.2263852,98.75806,55.773075
2.117254,40008436.0,9594.207,297.2803,0.7943683,0.07259373,0.0349748,0.009416187,0.8117203,297.78247,10.0,10.0,0.0,10.0,10.0,0.0,19.129742
0.1477265,3083045.0,74.35665,0.7261804,0.7489587,0.058607142,0.01372822,0.0016875421,0.7610146,1568.0527,3.7010398,8.73828,632.3665,7.419161,5.1385727,619.15533,43.557556
0.24495566,8572435.0,-295.54425,2.8697906,0.8504603,0.22907493,0.027534153,0.0020502035,0.994127,1718.1808,9.940014,8.203622,659.13385,5.0784655,6.398365,145.40811,125.61925
0.91504115,9458628.0,31.236792,5.119556,1.0723828,0.1599502,0.050895497,0.0025748604,1.1329749,1539.991,10.0,10.0,1000.0,10.0,10.0,1000.0,66.67539
12.042587,267262300.0,101561.35,3809.5212,2.2484887,0.17551702,0.20499212,0.013026969,2.2845078,605.09875,8.466323,8.886582,928.22345,8.466323,8.886582,928.22345,10.377032
8.559259,129816440.0,-6635.497,1367.2405,2.8775592,0.708463,0.19438808,0.011316247,3.2912576,1014.1549,4.4278207,1.6715086,34.337574,2.8843317,6.6305256,139.42413,32.483715
1.1117891,33471998.0,926.0669,43.221836,1.6106259,0.17052478,0.042939734,0.004000137,1.6575518,1458.6675,3.149326,0.1568399,95.30761,3.7236757,2.9888523,806.2182,30.57698
0.50934315,16296199.0,3010.273,56.242493,1.6393709,0.30411735,0.024242116,0.006410816,1.7793322,957.7847,1.9579939,9.636934,272.74762,1.9579939,9.636934,272.74762,51.53102
1.1355305,47421332.0,187.75365,93.461876,0.85197055,0.08292276,0.06608737,0.004807184,0.8730284,621.8677,10.0,10.0,1000.0,10.0,10.0,1000.0,46.51969
1.7436209,25695574.0,4400.975,62.423355,1.5078869,0.16670673,0.0794463,0.005373583,1.5556853,998.10754,6.6799684,6.4703298,602.2913,6.6799684,6.4703298,602.2913,32.523216
2.5994236,46261830.0,3172.184,112.862045,0.9692382,0.27203137,0.065169156,0.005555088,1.1453809,733.30963,7.139851,0.40221766,488.4424,1.5424201,4.583278,275.34802,105.51187
3.411181,131508160.0,-2.1827873e-11,626.3828,1.471117,0.17097768,0.09633557,0.0074532474,1.52251,697.6163,10.0,10.0,0.0,10.0,10.0,0.0,18.649607
0.91183656,11370082.0,265.2472,19.402382,1.2975923,0.109331496,0.029392563,0.0045923325,1.3217552,1011.8247,5.2465177,7.0877113,18.28275,5.914938,4.1990004,103.96064,25.132885
0.836292,26547784.0,1075.5303,23.269548,1.2456379,0.19154824,0.042777296,0.003246967,1.3202387,1410.1738,10.0,10.0,0.0,10.0,10.0,0.0,28.446491
3.6763363,60093844.0,-10498.855,824.1789,1.976777,0.31541756,0.08160776,0.012870983,2.1037865,568.07526,9.108928,7.3938155,334.0496,4.875451,3.1660728,943.59186,37.192513
0.8426546,16454060.0,986.3355,14.3523245,1.5143466,0.16938615,0.045348387,0.0032330556,1.5634527,1674.0181,6.3353,6.5070615,406.96976,6.3353,6.5070615,406.96976,34.25016
4.497743,59635180.0,3174.3413,156.28287,2.1450782,0.65766835,0.11014848,0.0056978757,2.6003902,1606.3276,7.8254995,9.102283,969.2575,7.5344057,6.891475,612.37256,51.23124
42.773235,1232142600.0,1033067.0,80611.35,2.8805664,0.36395878,0.28885674,0.02790155,2.9988797,370.75876,6.9895673,7.6218066,476.0955,6.9895673,7.6218066,476.0955,12.549218
6.162498,135619440.0,31308.447,825.0962,2.0245297,0.16877525,0.10220651,0.008690916,2.0614474,835.7588,1.9035271,3.188312,323.549,5.8511653,6.38946,7.8939877,14.612508
5.9096117,318544540.0,23246.377,2899.0815,1.7325315,0.1605999,0.15139134,0.0106032975,1.7714493,587.1967,6.728425,1.307507,67.43465,3.912206,0.68760586,843.33954,17.658016
2.0877724,54233436.0,-795.2702,121.226776,1.241303,0.1296189,0.061704323,0.0051426454,1.2765062,853.80206,7.708334,4.1680045,9.4882145,1.8227836,6.0348163,159.29045,32.056458
0.06041077,1636067.5,-34.91203,0.22296768,0.5823803,0.08045913,0.010109076,0.0013107805,0.6107941,1654.5294,4.0223713,7.1729994,846.95374,9.820806,8.201959,669.9543,116.94863
0.26250717,6716320.5,-453.02966,4.4681044,0.9120891,0.12892932,0.026031692,0.002932417,0.9585894,1175.2673,1.8902533,6.3090143,13.580179,0.59202874,7.7484994,792.9218,66.22932
1.3332028,52765076.0,-5807.7544,101.44158,1.9852684,0.3683037,0.089446545,0.004833744,2.1547773,1554.0596,5.399422,2.0271323,727.9562,7.9984417,7.8791714,297.70987,43.09606
0.1410184,6141833.5,-35.415073,2.4181383,0.5049507,0.16591084,0.017696137,0.0022279571,0.6257919,997.32886,3.8917546,8.223206,512.5642,6.093421,3.8586376,972.5117,220.7208
7.7154136,137613440.0,0.0,962.4815,2.0324717,0.23679036,0.12739396,0.009013558,2.1038089,795.5006,0.5968916,7.225767,768.43304,0.5968916,7.225767,768.43304,23.28217
4.082016,107184740.0,3676.8386,897.4434,2.9367657,0.42510986,0.092978366,0.010199363,3.0934634,1069.0743,2.3223279,7.151455,879.52185,9.04242,8.171079,926.0774,24.151281
4.9521375,158556060.0,-21087.37,1000.1779,1.657996,0.14883554,0.12871705,0.008973698,1.6929654,674.0636,1.5320375,3.9967272,388.22385,9.34606,4.6911674,354.89993,18.696802
2.6245465,73535510.0,2872.7332,206.94107,1.365733,0.26442218,0.11188221,0.0059500393,1.4920274,889.41003,9.782492,7.452792,570.87195,5.7005672,8.365218,624.6752,62.076546
3.0849211,197383840.0,21365.662,1438.9695,1.6538979,0.15229881,0.10184249,0.00943107,1.6905698,626.1279,8.664401,8.24513,693.7537,2.0348039,3.4894235,434.90714,20.941631
0.25623238,7260230.0,4.5474735e-13,2.9422941,0.86051345,0.098699555,0.02077704,0.0021163654,0.8898139,1397.7559,0.9164154,5.2813816,461.32065,0.9164154,5.2813816,461.32065,61.632595
1.0989592,21840338.0,-1039.596,92.36519,1.6912103,0.23905718,0.023194252,0.0072179837,1.7774279,864.30597,2.5161645,3.3359156,371.1158,0.29688945,5.409645,143.72586,39.38628
1.0297922,45847076.0,8863.636,216.14613,0.626367,0.07575175,0.038649727,0.0074997093,0.65000397,299.363,3.829532,2.6623597,509.7172,3.829532,2.6623597,509.7172,43.678486
0.6100983,12079493.0,-110.50344,6.820799,1.1893948,0.19573234,0.030459989,0.0025972042,1.2704246,1690.6573,6.185994,2.642005,497.72034,5.398834,4.6414313,769.858,66.957596
4.502381,53615690.0,0.0,267.02826,1.4596157,0.18291034,0.09878955,0.0075486056,1.51862,680.4817,10.0,10.0,0.0,10.0,10.0,0.0,20.333702
0.1864409,4607517.5,83.68807,1.4332372,0.892059,0.085158676,0.019033281,0.0019620836,0.9132866,1637.5009,9.938766,3.9204395,788.939,4.344039,8.69193,720.66675,49.50068
12.236263,305243330.0,79868.8,10363.452,2.7447088,0.27620947,0.16731781,0.020205237,2.8171263,483.47852,0.26059583,7.7525454,174.51181,0.26059583,7.7525454,174.51181,6.6123414
1.7407254,46325256.0,100.4103,156.24779,2.0954287,0.39228642,0.0732384,0.0066294568,2.27741,1240.0615,6.4124174,4.2979765,167.43622,4.652862,0.18264128,290.35373,41.497902
0.7711984,10745222.0,9.094947e-13,30.961279,2.3016706,0.4876165,0.022446867,0.005665084,2.5531821,1504.1116,3.2328303,9.672553,687.63324,3.2328303,9.672553,687.63324,41.474472
