timestep,I0,A11,B11,D11,L,f,b,h,S,lambda,KXL,KYL,KZL,KXR,KYR,KZR,load,disp_0,disp_1,disp_2,disp_3,disp_4,disp_5,disp_6,disp_7,disp_8,disp_9,disp_10,disp_11,disp_12,disp_13,disp_14,disp_15,disp_16,disp_17,disp_18,disp_19,disp_20,disp_21,disp_22,disp_23,disp_24,disp_25,disp_26,disp_27,disp_28,disp_29,disp_30,disp_31,disp_32,disp_33,disp_34,disp_35,disp_36,disp_37,disp_38,disp_39,disp_40,disp_41
0,4.145477e-09,3.6676135e-09,1.1284307e-08,4.9160076e-09,1.1358223e-08,2.1382446e-08,1.4427621e-07,2.0075177e-08,2.1085935e-08,2.554983e-09,4.2047514e-08,1.4245909e-08,1.9195234e-08,5.3813873e-09,8.1101295e-09,5.6265352e-09,1.6580403e-09,1.8117243e-08,2.613893e-09,3.5363468e-09,2.9756158e-09,1.6033132e-08,2.024128e-09,6.8796813e-09,2.0689086e-11,8.2998906e-09,1.870439e-09,1.1783456e-09,2.164555e-09,2.0732853e-09,2.3709498e-08,1.4391482e-10,1.6531705e-09,6.4269883e-09,1.5357941e-10,1.1667566e-08,1.5528407e-08,1.2887973e-07,1.6347979e-08,3.185869e-09,2.4517181e-08,5.6396914e-08,2.1899364e-08,0.99999905,1.536228e-08,2.2273171e-10,1.0162315e-08,5.000663e-08,3.7555203e-09,2.2436846e-09,1.9077431e-08,2.2343971e-09,4.4997037e-09,5.0067024e-07,8.839428e-09,2.1553047e-08,6.3336905e-09,1.392315e-09,3.559583e-09
1,2.4721643e-08,3.2923687e-08,1.0528614e-07,8.825997e-08,6.932609e-08,4.541817e-08,9.797272e-07,1.7951962e-07,1.14600205e-07,8.815683e-09,1.226605e-07,1.0105499e-07,1.4126755e-07,1.453891e-08,1.2597783e-07,2.0910445e-08,2.535622e-09,4.6537647e-08,9.070052e-09,1.5807412e-08,1.6244561e-08,6.7857485e-08,1.0063503e-08,3.6146332e-08,7.8353865e-11,5.131954e-08,7.3710855e-09,6.29002e-09,1.0546962e-08,7.5608115e-09,7.379516e-08,6.8223e-10,7.504785e-09,2.1061016e-08,7.539873e-10,5.2905868e-08,7.555057e-08,6.2145114e-07,7.072131e-08,1.2442311e-08,1.0202175e-07,2.1053354e-07,2.7811769e-08,0.99998957,7.407469e-08,7.082447e-10,3.8242188e-08,1.0975565e-07,1.4240437e-08,7.0255624e-09,8.785578e-08,1.2083526e-08,1.6481069e-08,2.1478968e-06,4.1045936e-08,4.412645e-06,2.8845307e-08,6.712647e-09,2.8071417e-08
2,6.2784846e-07,2.845391e-07,6.729122e-07,3.2914298e-07,4.8078846e-07,1.09622e-06,1.6611702e-05,6.6236305e-07,2.8865659e-06,2.68213e-07,1.8886599e-06,9.795762e-07,1.4345701e-06,1.2994914e-07,3.1787797e-06,6.415895e-07,2.7145864e-08,1.7659104e-06,1.6491319e-07,2.3362615e-07,2.716702e-07,1.5133181e-06,2.1275237e-07,6.3097457e-07,2.3669986e-09,7.793005e-07,3.0054807e-07,1.2669088e-07,1.6573809e-07,1.5650453e-07,2.186953e-06,1.18442935e-08,1.2792697e-07,2.2198398e-07,1.2292106e-08,7.902521e-07,1.9421736e-06,1.0678256e-05,1.0863615e-06,2.6161428e-07,1.5798107e-06,7.697813e-06,1.7043834e-06,0.9997826,1.5419853e-06,1.7222522e-08,7.677511e-07,4.918094e-07,4.2323583e-07,1.5171253e-07,1.6460253e-06,1.8726153e-07,3.7168087e-07,4.438103e-05,8.2541686e-07,9.893253e-05,5.1132645e-07,1.7620053e-07,3.1561711e-07
3,2.0903963e-05,3.0079475e-06,5.6305857e-06,2.150769e-06,8.788693e-06,1.0627574e-05,0.00019220331,7.1804398e-06,2.8338141e-05,1.960789e-06,2.470089e-05,7.032721e-06,4.0644416e-05,1.8465563e-06,0.0001353669,6.004772e-06,6.533351e-07,1.1407624e-05,1.4703176e-06,2.183769e-06,2.360853e-06,1.7878987e-05,2.5213712e-06,7.5804933e-06,2.8673103e-08,7.69946e-06,5.0582466e-06,1.7190139e-06,1.8799183e-06,2.0819855e-06,2.1491713e-05,1.4787119e-07,1.3029235e-06,2.2554034e-06,1.7819434e-07,1.1119455e-05,2.5396577e-05,0.00011685236,1.0227907e-05,2.7162819e-06,1.8922654e-05,0.00015510803,9.3203325e-06,0.9416498,1.8126306e-05,2.4806593e-07,1.0471849e-05,1.7529363e-06,5.1894563e-06,1.3999698e-06,1.7409127e-05,1.328024e-06,3.55705e-06,0.0007467473,9.446482e-06,0.056587484,6.5607564e-06,1.9342924e-06,2.8993425e-06
4,1.7531464e-05,5.1860534e-06,1.3184146e-05,3.6507847e-06,6.5919944e-06,3.6790865e-05,6.557952e-05,1.0983817e-05,5.7061105e-05,5.4611364e-06,3.0061e-05,0.00011360643,7.182799e-05,2.355888e-06,0.0012740301,1.2779057e-05,6.0341483e-07,2.1676455e-05,1.7189367e-06,3.7984926e-06,4.8075663e-06,3.5244793e-05,5.0600056e-06,1.2743597e-05,6.3291424e-08,1.3975791e-05,1.1487766e-05,3.7284688e-06,3.4277214e-06,3.0913147e-06,3.89765e-05,3.5159638e-07,2.3121913e-06,5.7580955e-06,2.5044181e-07,2.4262554e-05,4.454757e-05,0.00017231418,2.3018774e-05,4.7397366e-06,3.5743233e-05,0.00032234984,1.6859358e-05,0.8506744,3.404133e-05,4.0135384e-07,1.7267574e-05,4.6414198e-06,1.124654e-05,2.889165e-06,3.6228517e-05,1.9646684e-06,5.784434e-06,0.0008994825,1.7844697e-05,0.14573137,1.3295381e-05,5.249286e-06,4.1945827e-06
5,0.00011523946,8.279703e-06,3.0205025e-05,9.076961e-06,3.1997926e-05,4.8682727e-05,0.0005715149,4.687746e-05,9.433039e-05,1.032639e-05,0.00013537674,3.0192232e-05,0.00028809678,1.2478806e-05,0.0005087928,3.1705724e-05,3.386668e-06,0.00013039395,5.981609e-06,7.0536184e-06,7.980064e-06,8.125112e-05,9.790663e-06,2.7495493e-05,1.1010932e-07,2.2066268e-05,2.3196786e-05,1.6939164e-05,8.224147e-06,9.353809e-06,8.1906706e-05,1.4088226e-06,4.7254625e-06,2.0655069e-05,7.341222e-07,0.00013527297,9.9463876e-05,0.00032304594,4.3613636e-05,6.9800035e-06,6.8324065e-05,0.0004495728,0.00010844648,0.78075266,6.909734e-05,1.7628747e-06,4.695084e-05,0.008724164,2.325359e-05,6.695834e-06,6.640779e-05,5.5580185e-06,1.3225123e-05,0.0022047602,4.319328e-05,0.20432293,2.866423e-05,5.390118e-06,1.46898265e-05
6,0.00047816578,2.2257407e-05,4.3057626e-05,1.7190456e-05,6.129988e-05,6.8665635e-05,0.0011550357,7.225611e-05,0.00017315746,2.1457274e-05,0.00021219833,0.00010097834,0.001045755,2.0237347e-05,0.001062905,5.468781e-05,1.0323531e-05,0.00026120676,1.005963e-05,1.1399884e-05,1.2551579e-05,0.00014677588,2.0042462e-05,5.013113e-05,1.9590992e-07,2.9726443e-05,5.268879e-05,8.874198e-05,1.8242412e-05,1.5108499e-05,0.00016332572,4.805421e-06,9.478579e-06,3.4281096e-05,1.6721607e-06,0.0089490665,0.00020362511,0.00042268046,8.332666e-05,1.0398951e-05,0.00012230886,0.0010523907,0.00021427227,0.68228656,0.0001399451,4.3304694e-06,8.36512e-05,0.037514515,5.275961e-05,1.7391621e-05,0.00011060722,1.7272267e-05,2.2256942e-05,0.0032451386,9.154324e-05,0.25971267,5.54139e-05,9.579438e-06,2.825632e-05
7,0.00047101083,2.8074512e-05,7.4124444e-05,5.519911e-05,5.7641664e-05,0.00010878142,0.00080667145,0.00012943218,0.00024922102,4.325814e-05,0.00028973335,0.00013001965,0.0024144917,3.487921e-05,0.0015323191,7.7361736e-05,1.2170433e-05,0.0005102964,1.8489243e-05,1.2740246e-05,1.3774592e-05,0.00019397828,2.874601e-05,5.8695317e-05,2.7442778e-07,2.9140156e-05,8.860981e-05,0.00022909771,2.8078117e-05,1.9218265e-05,0.00023773842,7.671063e-06,1.2939754e-05,5.5515335e-05,2.0994878e-06,0.048327938,0.0002691045,0.00037730043,0.0001251999,1.3954555e-05,0.00016371455,0.0007352547,0.00042883022,0.62829775,0.00018862121,8.135e-06,0.00012270195,0.06155522,9.339556e-05,2.8000366e-05,0.00012696732,3.609886e-05,2.8497097e-05,0.003608422,0.0001412804,0.24713106,7.34903e-05,1.28728725e-05,4.451474e-05
8,0.00062551914,4.132661e-05,0.00010471715,9.72608e-05,4.6549994e-05,0.00013053996,0.00032538862,0.00020720066,0.00030245702,7.419339e-05,0.00036533587,0.00017200132,0.0038206242,5.4690216e-05,0.006606718,0.00010273657,1.3968788e-05,0.00063707476,2.6381724e-05,1.565155e-05,1.6641035e-05,0.0002206013,3.7435344e-05,6.497293e-05,3.4777023e-07,2.8643983e-05,0.00013407697,0.007986624,3.835911e-05,2.4421026e-05,0.00039185333,1.02813e-05,1.6671918e-05,6.0994975e-05,2.5122577e-06,0.07092156,0.00032211456,0.00040070977,0.00016392059,2.4935302e-05,0.0002054015,0.00075815694,0.0004989676,0.56960857,0.00022945019,1.3114285e-05,0.00015747182,0.09936832,0.00014731298,3.8388884e-05,0.00014865953,6.6288194e-05,3.4077788e-05,0.00402824,0.00018913927,0.2297029,9.2947266e-05,1.66862e-05,5.7730882e-05
9,0.00018720963,3.688562e-05,7.6589175e-05,9.48953e-05,4.5949328e-05,8.2440514e-05,0.0005124104,0.00022500625,0.00014808214,2.9800876e-05,0.00021958914,0.00017545286,0.0009157685,2.4641862e-05,0.008623058,5.4844924e-05,5.1875572e-06,0.00035727996,1.3910657e-05,1.0559344e-05,1.0812098e-05,0.00012230234,1.8844472e-05,4.390303e-05,1.8126654e-07,2.1001473e-05,7.030612e-05,0.026123328,1.7693816e-05,1.5792772e-05,0.00019873209,8.013522e-06,8.402869e-06,2.3617802e-05,1.4295715e-06,0.10053183,0.00017497853,0.0003591371,8.336914e-05,3.6036396e-05,0.000106217085,0.0006485372,0.00023373692,0.5150758,0.0001247605,4.8215716e-06,7.9236976e-05,0.12622945,5.8385645e-05,1.70499e-05,9.363348e-05,2.2641954e-05,1.8900082e-05,0.0030207594,9.638348e-05,0.21436773,5.52677e-05,8.87749e-06,2.8505005e-05
