timestep,I0,A11,B11,D11,L,f,b,h,S,lambda,KXL,KYL,KZL,KXR,KYR,KZR,load,disp_0,disp_1,disp_2,disp_3,disp_4,disp_5,disp_6,disp_7,disp_8,disp_9,disp_10,disp_11,disp_12,disp_13,disp_14,disp_15,disp_16,disp_17,disp_18,disp_19,disp_20,disp_21,disp_22,disp_23,disp_24,disp_25,disp_26,disp_27,disp_28,disp_29,disp_30,disp_31,disp_32,disp_33,disp_34,disp_35,disp_36,disp_37,disp_38,disp_39,disp_40,disp_41
10,0.05050316,0.010161789,0.00600618,0.024709798,0.034098357,0.040055964,0.016927944,0.007946019,0.017344255,0.01352287,0.0039938875,0.01988348,0.0034583532,0.013279126,0.01259234,0.0013400165,0.0046964427,0.009608725,0.012233275,0.03307792,0.0007905174,0.18603896,0.00546685,0.006188148,0.0051938905,0.0016633793,0.0031112714,0.0003863302,0.0028481653,0.027993148,0.03238155,0.022750722,0.00019140365,0.0074736043,0.0005801042,0.060744114,0.00093253865,0.000450402,0.012694991,0.0040701358,0.00033341246,0.00046509728,0.00051348243,0.0033249597,0.09979317,0.0002458637,0.0098923175,0.0003323321,0.013348534,0.00092747237,0.012211587,0.0019601495,4.901063e-06,0.00030598528,0.018543512,0.05374678,0.017189091,0.024244377,0.025226846
11,0.044761464,0.009575959,0.0060826275,0.02206603,0.032142106,0.04015976,0.014615494,0.0074257147,0.016673151,0.015538042,0.0036514837,0.018365731,0.004552815,0.0135954525,0.0130008245,0.0012529163,0.0043742266,0.0091152815,0.010075059,0.033117466,0.0006972349,0.18369515,0.0051105395,0.0056481636,0.004554792,0.0015455533,0.0029923934,0.0003413233,0.0026654177,0.03113028,0.036383823,0.020528438,0.0004453496,0.0077763405,0.00048061885,0.06663744,0.0008313641,0.00049824547,0.013579803,0.0038737264,0.00032058687,0.0004914114,0.0004615002,0.0027942052,0.098250434,0.00029706588,0.009167898,0.00040438052,0.011722723,0.00083253183,0.012924441,0.0021414298,4.3471255e-06,0.00028605445,0.018889993,0.06651651,0.017268809,0.023219649,0.024448382
12,0.040654507,0.0084940065,0.0059682936,0.02062601,0.030283457,0.039629746,0.012652691,0.0067859543,0.015924705,0.019594029,0.0034377505,0.016787516,0.0056399037,0.01423216,0.013124053,0.001179805,0.00406744,0.009245507,0.008441818,0.033714984,0.0006142695,0.17730421,0.0046227314,0.0053754156,0.0039296984,0.00141281,0.002807883,0.0003096711,0.0024572215,0.035607662,0.041294806,0.018643415,0.0015188807,0.008231975,0.00035504048,0.07036465,0.0008017782,0.00056071056,0.013997229,0.0035881991,0.0003178685,0.00053596194,0.00039847664,0.0021564402,0.09657396,0.00034370823,0.008377952,0.00047682217,0.0106236385,0.00072424003,0.01373552,0.002291123,3.8380194e-06,0.00026068397,0.019346567,0.07495211,0.016739234,0.024389325,0.02346998
13,0.037049532,0.0074116,0.0056558517,0.02146443,0.02758274,0.039093114,0.011109267,0.0058318474,0.015130817,0.024831006,0.0032720875,0.014817738,0.006531805,0.014447563,0.013312193,0.0011055262,0.0037218768,0.009287243,0.0070972163,0.0329298,0.0005371036,0.18696797,0.0041741855,0.005094626,0.0034486211,0.0012927857,0.0025479088,0.00027589803,0.0021969173,0.04219095,0.047719717,0.016948562,0.0028184988,0.0077568465,0.00024688526,0.07132417,0.0007948548,0.0006133519,0.014098014,0.00338154,0.00031442507,0.00056982326,0.000348378,0.0016463612,0.091603644,0.0003720954,0.007702413,0.00046890182,0.009704171,0.00062547217,0.014741092,0.0024032549,3.317984e-06,0.00026717057,0.019286528,0.073493026,0.016084976,0.021948013,0.02230423
14,0.032922618,0.0066174185,0.005553286,0.023706935,0.025514545,0.037830308,0.010183706,0.0051897345,0.016101688,0.030501377,0.003186346,0.013139596,0.0077481284,0.015675629,0.01338076,0.0010630111,0.0036314002,0.009572439,0.0060435375,0.03430857,0.00047150446,0.1852048,0.0036687388,0.0048241634,0.0030799664,0.0011904732,0.0023234321,0.00025954755,0.001962094,0.04649201,0.054441527,0.0151451565,0.004983442,0.0076039946,0.00018188366,0.06905457,0.0007589301,0.0006878293,0.013962065,0.0032401197,0.00034069858,0.00060057937,0.00030829007,0.0012996823,0.08779425,0.00042666885,0.007107714,0.0004902491,0.008897336,0.0005499193,0.015380189,0.002484428,2.9398052e-06,0.00027906284,0.019634448,0.07685284,0.015576188,0.018656068,0.021911189
15,0.028639736,0.005992608,0.0057174065,0.024819052,0.02397479,0.036368046,0.0092774555,0.0043462333,0.01784781,0.03560271,0.0031207402,0.0118577825,0.008922855,0.017824242,0.013204123,0.001023217,0.0037326165,0.009820532,0.0051984377,0.035848927,0.0004305544,0.19212933,0.0032984056,0.0048565967,0.0027093408,0.0010738586,0.002136855,0.00024912637,0.0017689937,0.0520651,0.061456222,0.013602854,0.009458787,0.0075982846,0.00014894769,0.065846965,0.0007098164,0.00075584685,0.013481946,0.0029996203,0.0004027368,0.00062198396,0.00027086097,0.00104952,0.084284715,0.00048318435,0.006514615,0.0005010107,0.00822094,0.0004911428,0.015910253,0.0025234947,2.6765165e-06,0.0002716866,0.019431183,0.066672206,0.015203814,0.015844582,0.021382647
16,0.024279753,0.0053935084,0.005636347,0.025359346,0.022689328,0.034747433,0.008810819,0.0037102108,0.02040552,0.03919831,0.0030557967,0.010727529,0.009601553,0.0189571,0.012539803,0.0009944536,0.0036135295,0.00892768,0.004501418,0.036457248,0.0006668067,0.18326202,0.0030034936,0.0046837004,0.002398934,0.0009659826,0.0020047266,0.0002242036,0.0015959665,0.058421195,0.06684616,0.012153142,0.016256684,0.007681996,0.00012786753,0.06328596,0.0007501909,0.0008172912,0.012875924,0.002713552,0.00042930813,0.00056770124,0.00023620817,0.00083181733,0.08210396,0.0004886762,0.005931465,0.0005006421,0.0076626022,0.00044095804,0.016349899,0.002500057,2.4527753e-06,0.0002555554,0.018860953,0.07343596,0.01493977,0.013554714,0.020564787
17,0.021131864,0.0048159994,0.0053988253,0.026412433,0.021840198,0.032878798,0.008222874,0.003210382,0.019804403,0.041868713,0.0029305862,0.009738644,0.009487127,0.019022599,0.011823507,0.0009942687,0.0034374373,0.0065937014,0.003992516,0.035389,0.000677664,0.18213995,0.0027373042,0.004240434,0.0021649022,0.00087356975,0.0018922386,0.0001978644,0.0014463488,0.067963295,0.07016163,0.010797429,0.023239087,0.007817733,0.0001111116,0.062007926,0.0007713475,0.0008769409,0.012183269,0.0025377655,0.0003901908,0.000506579,0.00020509175,0.0006375075,0.080459334,0.00047708303,0.0053303363,0.00050506386,0.0072117653,0.00039595412,0.016633194,0.0024334823,2.2441748e-06,0.0002464284,0.01847528,0.07568127,0.014535599,0.012424961,0.019616963
18,0.018730786,0.0043192096,0.0049898657,0.028465295,0.020770736,0.031137777,0.0073453244,0.0028392368,0.017292833,0.04371458,0.002810908,0.008845403,0.010074454,0.018783564,0.011232548,0.00094570004,0.003180666,0.0055954843,0.0036350784,0.033494666,0.00061195163,0.18308266,0.002484923,0.0035895319,0.00198072,0.00079240225,0.0017581463,0.00017750823,0.0013138384,0.08061222,0.07192745,0.009598592,0.027512638,0.0076373457,9.663991e-05,0.06018056,0.0007167149,0.00093353,0.011304384,0.002283565,0.0003385934,0.00042847925,0.00017901082,0.0004712453,0.07704935,0.00043375342,0.0047251605,0.0004976186,0.0067623747,0.0003545981,0.01685034,0.002342298,2.033668e-06,0.0002354219,0.01774431,0.08084613,0.0140342675,0.011240022,0.018665554
19,0.016944578,0.00397526,0.0046828217,0.03073593,0.019671163,0.029997062,0.006484729,0.0026048827,0.015490356,0.045195002,0.0027746945,0.008069343,0.009920097,0.018800225,0.010903525,0.0008915745,0.0030873795,0.0053397906,0.0033619744,0.033023484,0.0007589324,0.17474629,0.002253695,0.0031214815,0.001854659,0.0007254361,0.0016203881,0.00016136125,0.0011978217,0.0906992,0.07414497,0.008573885,0.031371325,0.007239909,8.504993e-05,0.057506524,0.0006642243,0.0009828398,0.010479473,0.0021372996,0.00029631003,0.00039057367,0.0001611445,0.00035081888,0.07407687,0.0004222078,0.004322126,0.00049531995,0.0063511315,0.00032071277,0.017018743,0.002244583,1.8455628e-06,0.00021206694,0.017355507,0.0918456,0.013320776,0.010231652,0.018303417
20,0.015435207,0.0038579192,0.004468381,0.032211576,0.018738613,0.028737847,0.0058446033,0.0024217777,0.014848446,0.046195395,0.0027802999,0.00742965,0.008902193,0.01944203,0.01057446,0.0008524715,0.003184135,0.006075494,0.0031495383,0.032832712,0.0013752829,0.1795585,0.002038179,0.0029814776,0.0017788359,0.00067078124,0.0014947336,0.00015064662,0.0010958479,0.09639533,0.07554333,0.0076743993,0.035674974,0.0065715425,7.583854e-05,0.05472532,0.0005973819,0.0010210469,0.009805958,0.0020505933,0.00033905814,0.00037119523,0.00014944859,0.00027533542,0.07227538,0.00043176138,0.0040226197,0.0005073114,0.0059545618,0.0002925789,0.017083997,0.0021404903,1.6938628e-06,0.00019670237,0.017442115,0.08914423,0.012625981,0.009565077,0.017917752
21,0.014155788,0.0039557703,0.0044025998,0.032531325,0.018371612,0.027504,0.005290443,0.0022928847,0.016017495,0.046648107,0.0028444813,0.0070515447,0.007973583,0.01943452,0.01017296,0.0008407864,0.0033594996,0.006578627,0.0030059519,0.032764066,0.0020610755,0.18260089,0.0018376597,0.0029311543,0.001699076,0.000618514,0.0013598388,0.00014755754,0.0010017396,0.10020493,0.07529358,0.0067812437,0.04050382,0.0059647397,6.822743e-05,0.05235147,0.00053498166,0.0010436142,0.009161958,0.001973969,0.00041470982,0.00036223905,0.00014290639,0.0002250952,0.07290835,0.00045050326,0.003822915,0.0005263187,0.0054384633,0.00026915246,0.017014064,0.0020269135,1.5704445e-06,0.00018734751,0.018357176,0.086811125,0.011824642,0.009310835,0.016569583
22,0.013287978,0.003956814,0.004409452,0.03196524,0.018229317,0.026319798,0.0047297184,0.0022003145,0.016745053,0.0461442,0.002830592,0.006593872,0.0072160363,0.018370518,0.009789765,0.00081288355,0.003462585,0.0061633494,0.0029304957,0.031462006,0.0024432205,0.18565087,0.001658316,0.0026975286,0.0015711602,0.0005665366,0.001215923,0.0001272213,0.0009187708,0.10477787,0.07412995,0.006046823,0.046041284,0.005593823,6.2163526e-05,0.050339125,0.00057070894,0.001055172,0.008349614,0.0018519107,0.0004316127,0.00035719827,0.0001412928,0.00018820108,0.07188414,0.0004535104,0.003642031,0.00052687444,0.004820145,0.00024815134,0.016794425,0.0019163643,1.4778086e-06,0.0001781437,0.018328017,0.09183983,0.010879832,0.00897077,0.015110083
23,0.013137207,0.0039259386,0.0044293487,0.032038398,0.019004105,0.025527954,0.0041761445,0.0021226837,0.01615236,0.044935826,0.0027982462,0.006097667,0.006559922,0.0173056,0.0095187565,0.0007873152,0.0035282886,0.005964716,0.0029099975,0.029824102,0.0025459535,0.18827063,0.0015093954,0.00242362,0.0014579777,0.0005281542,0.001101958,0.00010827664,0.0008494693,0.10960388,0.073604316,0.005504394,0.05309548,0.005289749,5.8133817e-05,0.047497224,0.0005794584,0.0010639395,0.007623856,0.0017693769,0.00040512168,0.00035826993,0.00014206396,0.00015995276,0.07002295,0.00045470017,0.0034899523,0.0005225814,0.004335505,0.00022927696,0.016500305,0.0018223402,1.4367612e-06,0.00016890849,0.017827623,0.09549499,0.009952863,0.008627733,0.014253607
24,0.0141103305,0.0038958974,0.0042908634,0.03229206,0.020700298,0.024517512,0.0036720082,0.0020137234,0.015368423,0.042775303,0.0027647067,0.0056432025,0.005888464,0.0162437,0.009190113,0.00076565833,0.003487674,0.006000232,0.0029285518,0.028354894,0.002535087,0.19000123,0.0013841083,0.0021889324,0.0013536552,0.00049891416,0.0010090962,9.878101e-05,0.00078880927,0.11262657,0.07361919,0.0050297324,0.06127011,0.0049489997,5.4463824e-05,0.04401134,0.0005254015,0.0010687344,0.007009675,0.0017090366,0.00035185326,0.0003585303,0.00014881862,0.0001377,0.06810907,0.00045482029,0.003365806,0.00052134093,0.0039400076,0.0002125058,0.016174302,0.0017361466,1.4177535e-06,0.00016030807,0.017600771,0.09892724,0.009147784,0.008392718,0.013623384
25,0.016127545,0.0038237122,0.004117236,0.032487195,0.022318887,0.023715772,0.0032369755,0.0020576878,0.014987036,0.03990881,0.0027465937,0.0052398727,0.00541667,0.015456016,0.0089228805,0.0007445371,0.0034726702,0.006188394,0.002985118,0.028358001,0.0023775855,0.18814655,0.0012741192,0.002039626,0.0012701935,0.00047420905,0.00093072595,9.082191e-05,0.0007352963,0.11451137,0.0737882,0.00459174,0.06979276,0.004633994,5.0520815e-05,0.040695768,0.00048307172,0.0010707574,0.0065207873,0.0016253451,0.0003018865,0.00036001907,0.00015656128,0.000121124656,0.06663462,0.00046038502,0.003261234,0.0005353257,0.0036315531,0.0001977243,0.015791848,0.0016476555,1.4107748e-06,0.00015235865,0.017691,0.101753235,0.008474337,0.008245335,0.013167288
26,0.01846343,0.0037252682,0.0040500006,0.03259841,0.023542397,0.023376646,0.0028847533,0.00244308,0.014817898,0.03701479,0.002756185,0.0048859734,0.0050132014,0.015276531,0.008892495,0.0007275996,0.0034565807,0.0064363386,0.0030479115,0.030607393,0.0020925857,0.17670923,0.0011703059,0.0019393939,0.0012146911,0.00045571107,0.0008652339,8.360301e-05,0.0006883105,0.115803085,0.07337472,0.004194607,0.0782861,0.004410825,4.681595e-05,0.037859708,0.00045282228,0.0010692093,0.006129085,0.0015632559,0.0003128284,0.0003655973,0.00015995862,0.00011017401,0.0652409,0.00047171977,0.0031636218,0.00055705535,0.0033864873,0.00018517609,0.015340049,0.001558458,1.439956e-06,0.00014829874,0.017718172,0.10969486,0.007944721,0.008168433,0.013045938
27,0.02082361,0.0036156452,0.003952041,0.032036345,0.024392392,0.023000266,0.0025918528,0.0023636948,0.014864915,0.03400961,0.0027417121,0.004480425,0.004661354,0.014485455,0.008725611,0.0007077465,0.0033516854,0.006648325,0.00310347,0.029882357,0.0016427035,0.17508546,0.0010770101,0.0018576777,0.0011633632,0.00043657655,0.00081092725,7.749328e-05,0.00064895017,0.1178114,0.07294801,0.003790946,0.08668988,0.004241973,4.3563745e-05,0.034827027,0.00042647848,0.0010646167,0.00575852,0.0014767107,0.00028673495,0.00036711682,0.00015876623,0.00010259074,0.06276341,0.00047564477,0.0030445075,0.000563163,0.003181257,0.00017240689,0.0148231,0.0014718557,1.5317689e-06,0.00014436513,0.017641073,0.11421271,0.007521473,0.007908661,0.012841883
28,0.02348364,0.0034805227,0.0039942437,0.030511115,0.024977678,0.023469476,0.002343891,0.002133117,0.015192851,0.030764464,0.0027937982,0.0041927285,0.0043600807,0.013708777,0.008689169,0.0006881896,0.0034782775,0.007391132,0.003175641,0.030312477,0.0012238078,0.16971985,0.0009977104,0.0017601675,0.0011385483,0.00042370096,0.00076947594,7.277955e-05,0.0006172533,0.12013473,0.0727274,0.0034461897,0.09523214,0.004081129,4.1127612e-05,0.031453863,0.00041692614,0.0010585305,0.005498175,0.0014373562,0.0002585126,0.00037681946,0.00015998266,9.5642565e-05,0.06165633,0.00049210235,0.002926407,0.0005757595,0.003023904,0.00016186631,0.014299667,0.0013932432,1.729032e-06,0.00013846914,0.018423464,0.1168621,0.0071241152,0.007713944,0.012923843
29,0.026748655,0.003329865,0.0039892723,0.028974753,0.025547288,0.02307845,0.0021627126,0.0018656933,0.01572274,0.027343787,0.002792247,0.0039917664,0.0041898154,0.012885975,0.008632079,0.00066670054,0.0033707276,0.0075395675,0.0032598486,0.029603535,0.0010045564,0.16835333,0.0009289236,0.0016880893,0.001104866,0.00041069902,0.0007364745,7.0862116e-05,0.00059070525,0.12091741,0.07233685,0.0031989226,0.104135774,0.003876194,3.940102e-05,0.02871166,0.00041460583,0.0010483154,0.005290258,0.0014129498,0.00023519927,0.0003917585,0.00016125053,9.187492e-05,0.06018202,0.0005031664,0.0028013007,0.0005881815,0.002905756,0.00015214487,0.013777896,0.0013245869,2.1082785e-06,0.00013151586,0.018307919,0.11911147,0.006655667,0.0077133304,0.012996546
30,0.030487137,0.003162896,0.0038560263,0.027618151,0.02609743,0.022600133,0.0019619586,0.0016568523,0.016130429,0.023737153,0.002777832,0.0038221676,0.0041321353,0.0121858595,0.008359287,0.0006463673,0.0032092445,0.007765063,0.0032196126,0.028605076,0.00095836393,0.16661917,0.0008686544,0.0016748854,0.0010720001,0.00039508066,0.0007054376,6.966239e-05,0.0005653576,0.120144166,0.07145414,0.0028422482,0.11305903,0.0036126329,3.7396934e-05,0.02637904,0.00041541248,0.0010289862,0.0050760065,0.0013961517,0.00021598766,0.00040813725,0.00015557988,9.1331334e-05,0.05790264,0.00050790363,0.0026433563,0.00059645606,0.002798184,0.00014145419,0.013207481,0.001263682,2.6588948e-06,0.00012360176,0.018092155,0.124697246,0.006032911,0.007689951,0.013024675
31,0.034163855,0.0030054087,0.0036051935,0.02625759,0.026617724,0.022878174,0.0017763358,0.0015129772,0.016272169,0.02020598,0.0027582156,0.0036682447,0.0041145924,0.011978051,0.00816366,0.00062333426,0.0032041438,0.008004479,0.003076436,0.028472174,0.0010641355,0.1623106,0.0008163454,0.0017294104,0.0010518702,0.00038032205,0.00067376206,6.8543595e-05,0.000539762,0.118524164,0.0702005,0.0023973195,0.122167885,0.0033242016,3.509299e-05,0.02442963,0.00042802005,0.000999229,0.0048030815,0.0013972857,0.00019324402,0.0004287921,0.00014910409,9.3081195e-05,0.055591308,0.000512364,0.0024745225,0.0005968196,0.0026860975,0.00013167696,0.012558742,0.0012080393,3.4088098e-06,0.00011452922,0.017857218,0.13156241,0.005450489,0.0076947305,0.012993557
32,0.037273314,0.0029169624,0.003291855,0.024949353,0.027247218,0.023946846,0.0016136218,0.001431365,0.016600007,0.017022407,0.0028066237,0.0035607207,0.0041276547,0.011506901,0.007821854,0.00059661665,0.0031162417,0.008509987,0.0029480003,0.02859738,0.0011808947,0.15606424,0.00077109935,0.0018772036,0.0010240792,0.00037724894,0.00064677896,6.698721e-05,0.0005163083,0.11618591,0.06881289,0.0020204003,0.13178974,0.0030634997,3.2946922e-05,0.022701439,0.00046095692,0.00096401956,0.0045354967,0.0014393394,0.00017273278,0.00045236823,0.00014346035,9.70773e-05,0.05344609,0.00052152225,0.002350461,0.00059077673,0.0025885566,0.00012622407,0.011874574,0.0011575655,4.5355446e-06,0.000105688356,0.018150426,0.13777095,0.005106104,0.008001015,0.012923439
33,0.039368372,0.0028271244,0.0029915583,0.02323008,0.028059212,0.02451144,0.0014497633,0.001397031,0.016854774,0.014297066,0.0027806668,0.0034985356,0.0041040163,0.011038878,0.0073690633,0.0005644558,0.0029446469,0.008303236,0.0028759658,0.027642911,0.0012419291,0.15475199,0.000732296,0.0020844475,0.0009833655,0.0003710013,0.0006251954,6.823102e-05,0.00049675745,0.113231085,0.067325,0.0018291393,0.14212921,0.0028704319,3.1267336e-05,0.020881576,0.00052945735,0.00092876615,0.0042437282,0.001480023,0.00016283382,0.00047754886,0.00013925954,0.00010389182,0.05137714,0.0005188928,0.0022212407,0.000576098,0.0025336375,0.000117891475,0.011248226,0.0011126131,6.3221237e-06,9.818819e-05,0.01799281,0.14198004,0.0048774835,0.008781787,0.012730394
