f_L,L,f,theoretical_q_cr,boundary
0.08,0.9742785792574936,0.0779422863405994,87339906.60124512,pin-ended
0.1111111111111111,0.7014805770653953,0.0779422863405994,233999664.03368577,pin-ended
0.125,0.6235382907247958,0.0779422863405994,333175302.89171284,pin-ended
0.1428571428571428,0.5455960043841964,0.0779422863405994,497334562.91707546,pin-ended
0.1666666666666666,0.4676537180435969,0.0779422863405994,789748866.1136894,pin-ended
0.2,0.3897114317029974,0.0779422863405994,1364686040.644456,pin-ended
0.25,0.3117691453623979,0.0779422863405994,2665402423.1337028,pin-ended
0.3333333333333333,0.2338268590217984,0.0779422863405994,6317990928.90952,pin-ended
