timestep,I0,A11,B11,D11,L,f,b,h,S,lambda,KXL,KYL,KZL,KXR,KYR,KZR,load,disp_0,disp_1,disp_2,disp_3,disp_4,disp_5,disp_6,disp_7,disp_8,disp_9,disp_10,disp_11,disp_12,disp_13,disp_14,disp_15,disp_16,disp_17,disp_18,disp_19,disp_20,disp_21,disp_22,disp_23,disp_24,disp_25,disp_26,disp_27,disp_28,disp_29,disp_30,disp_31,disp_32,disp_33,disp_34,disp_35,disp_36,disp_37,disp_38,disp_39,disp_40,disp_41
10,4.31955e-11,7.903827e-12,3.4060413e-05,1.0502846e-09,0.00028157487,9.787092e-07,0.0035083399,5.111198e-08,2.0425254e-05,6.165149e-07,2.2459015e-10,3.1219383e-07,3.4254688e-09,0.007114053,2.0291071e-07,0.008187301,0.00013327524,2.9513205e-06,5.2687175e-09,5.060662e-08,1.182512e-12,1.2959928e-11,0.011482693,4.2029023e-14,5.7622537e-06,0.00021411254,2.3222311e-11,2.982991e-09,0.01249367,2.4365918e-06,6.821219e-14,5.748539e-14,0.000383601,6.792712e-07,9.502533e-08,1.8460418e-09,1.1702866e-12,7.846938e-13,5.6598276e-07,1.5494979e-09,0.031325996,0.03733617,1.7849477e-12,2.1858682e-06,6.4384664e-10,1.627935e-06,7.133703e-11,1.4025383e-14,5.8704286e-06,2.2116886e-11,0.10987026,0.77739173,7.70566e-06,6.861784e-06,0.00018369658,1.0725308e-14,3.793381e-11,3.5501345e-11,1.1590082e-08
11,8.500539e-11,8.70679e-12,4.0856758e-05,1.6053534e-09,0.0004437827,1.0004344e-06,0.0041339435,5.6306455e-08,1.6150088e-05,7.648986e-07,2.244362e-10,2.7233003e-07,3.7368157e-09,0.010142662,1.1730921e-06,0.009475787,0.00015773154,3.055576e-06,4.2855426e-09,2.1848987e-07,1.1801287e-12,1.2033016e-10,0.012816249,3.616684e-14,3.1503591e-06,0.00013395354,3.225341e-11,2.2582263e-09,0.014478742,1.4146008e-06,1.02333486e-13,8.2855066e-13,0.00052574207,7.966966e-07,7.4191675e-08,4.9783305e-10,3.4909556e-12,6.0212378e-12,1.124054e-06,2.2626208e-09,0.03915792,0.036295824,4.939359e-12,1.2718408e-07,7.700923e-10,3.025106e-06,6.017714e-10,3.674048e-14,1.0766625e-05,3.6115128e-11,0.10659248,0.76515996,1.10498395e-05,9.30061e-05,0.0002973091,5.6585687e-14,3.497323e-10,4.6181094e-11,1.6989018e-08
12,1.7951501e-11,9.698186e-13,4.534987e-05,1.9540658e-09,0.0005745436,9.745602e-07,0.0041126185,5.312609e-08,1.1975198e-05,8.402636e-07,5.9473243e-10,4.2561877e-07,2.5640603e-09,0.01201369,5.974987e-07,0.0078990115,0.00015061724,3.0980189e-06,7.0009676e-10,1.8892474e-07,2.8019844e-13,3.6673775e-11,0.013296741,5.3292264e-14,2.746311e-06,0.00012467528,5.2033096e-12,3.760338e-10,0.013415202,1.1117987e-06,2.4686192e-14,7.632524e-13,0.0001249126,6.423831e-07,2.2847917e-08,2.180577e-11,7.2587596e-12,1.7034034e-12,9.11225e-07,6.6269745e-10,0.043424718,0.030313235,1.9470055e-12,1.8978849e-08,1.2430994e-09,3.438061e-06,1.6452357e-09,7.375718e-14,1.2973055e-05,2.9417947e-11,0.09628056,0.7775191,1.810454e-05,0.00033134638,0.00031570645,1.2694129e-13,1.5319157e-10,9.229864e-12,2.4210923e-08
13,1.8253843e-11,4.6933383e-13,5.0084178e-05,3.060276e-09,0.0008653482,1.0635487e-06,0.004501947,4.8799023e-08,8.686616e-06,9.807437e-07,1.6230688e-09,1.03832e-06,7.9785965e-09,0.014834293,8.2617913e-07,0.0066166255,0.00013725225,3.0720682e-06,3.5109002e-09,1.2486404e-07,4.158962e-13,2.6057543e-11,0.014019506,7.956651e-13,2.2638567e-06,0.00010446434,3.793748e-12,2.8529046e-10,0.016301626,1.012665e-06,3.5775067e-14,2.2540151e-12,0.00019497357,5.8713357e-07,7.2664854e-08,8.5160325e-12,3.6746692e-11,2.1377158e-12,1.5198902e-06,5.0865506e-10,0.048728537,0.024343453,3.1125486e-12,2.9514773e-08,3.7076942e-09,5.0512886e-06,1.0140902e-08,3.5983334e-13,1.6233267e-05,2.7083448e-11,0.08755948,0.78038716,3.102106e-05,0.00089442515,0.00038704657,1.8675597e-13,1.9607636e-10,1.10316175e-11,4.8686925e-08
14,2.0030276e-11,2.4648905e-13,5.2609215e-05,3.2658738e-09,0.0011920189,1.0529641e-06,0.004515638,5.2066078e-08,5.0003105e-06,1.0433121e-06,1.3088892e-09,9.1367946e-07,1.423205e-08,0.016966257,9.4183247e-07,0.0052696,0.00011790689,2.4708663e-06,1.030761e-08,1.678282e-07,9.195553e-13,1.8850954e-11,0.011796925,3.823727e-12,7.55867e-07,2.6290822e-05,2.5591096e-12,2.484179e-10,0.018538915,5.856709e-07,4.555754e-14,4.236249e-12,0.0003502646,4.1910982e-07,9.945115e-07,6.057031e-12,5.485602e-11,2.5448103e-12,1.1853564e-06,4.4344375e-10,0.056323934,0.020320535,4.958976e-12,5.11618e-08,4.0134336e-09,7.412427e-06,4.0323915e-08,6.506029e-13,1.7850403e-05,2.4480347e-11,0.0793081,0.78292495,5.738032e-05,0.001795968,0.0004018416,1.6065435e-13,1.947518e-10,1.4823729e-11,7.1435686e-08
15,3.3254538e-11,5.819109e-13,4.677515e-05,3.810055e-09,0.001475167,1.0382909e-06,0.0046250783,5.736266e-08,3.5378978e-06,1.2950571e-06,1.5482505e-09,1.1549844e-06,1.4103024e-08,0.018159289,1.1334703e-06,0.0057976916,0.000116380885,1.9152178e-06,3.8612058e-08,2.3093749e-07,2.383257e-12,2.9594147e-11,0.010857332,3.0354132e-11,4.9407237e-07,9.229074e-06,2.2356832e-12,2.512051e-10,0.024315134,1.602073e-06,7.5667825e-14,1.04451e-11,0.00061721256,4.6139502e-07,2.0850607e-06,9.887825e-12,9.597958e-11,4.2605646e-12,1.158182e-06,6.619443e-10,0.06157256,0.017669182,9.858696e-12,7.847498e-08,6.509076e-09,1.2779612e-05,1.3147096e-07,1.826515e-12,2.0829244e-05,2.4635287e-11,0.075502135,0.77608335,0.00011722276,0.0025859347,0.00040015398,1.1683964e-13,1.8909345e-10,3.077226e-11,8.100828e-08
16,1.730202e-10,1.4565568e-12,5.2405307e-05,4.3183954e-09,0.00167865,1.2579716e-06,0.0046392046,6.505795e-08,4.1008566e-06,1.4945282e-06,1.5264363e-09,1.3405232e-06,1.3697221e-08,0.019566748,2.3844052e-06,0.005828549,0.00014044813,1.8284588e-06,1.1148068e-07,3.1223416e-07,5.5623275e-12,8.071652e-09,0.0114835575,9.676735e-11,4.0483295e-07,2.14827e-06,6.4149484e-12,3.0744182e-10,0.030684197,1.607097e-06,2.3142287e-13,4.9788618e-11,0.0012276605,6.16527e-07,2.0281366e-06,7.5179626e-11,3.2101838e-10,9.407108e-12,1.3459161e-06,1.3225053e-09,0.06198139,0.01582923,5.031526e-11,1.503221e-07,1.0756566e-08,4.2035663e-05,3.0510006e-07,1.9255517e-11,2.3474217e-05,3.2135013e-11,0.06703471,0.7759339,0.0002224959,0.00319009,0.0004196248,7.417508e-14,4.8113297e-10,8.447195e-11,6.8459165e-08
17,1.0156218e-09,4.195381e-12,5.571446e-05,5.559066e-09,0.0017730673,1.3612824e-06,0.004534441,6.795507e-08,3.716803e-06,1.643884e-06,1.3412067e-09,1.4214193e-06,1.3456906e-08,0.02026318,8.896177e-06,0.005691186,0.00014850515,1.8058433e-06,2.2151909e-07,4.2709092e-07,1.132901e-11,5.2575956e-06,0.0110506,1.8274876e-10,3.8281885e-07,2.0014878e-07,3.123587e-11,3.9316106e-10,0.04055064,1.1424181e-06,9.150248e-13,4.862626e-10,0.0043997737,8.5254726e-07,1.8192776e-06,2.4620437e-09,1.2327467e-09,2.204204e-11,1.5913188e-06,2.5738733e-09,0.055087086,0.012793416,3.0035507e-10,2.4498175e-07,1.6524867e-08,0.00029735907,4.9597236e-07,2.4410338e-10,2.5562193e-05,5.3005173e-11,0.062354743,0.77625495,0.00034243878,0.0038770325,0.00046867074,9.513913e-14,1.2250871e-09,2.2526461e-10,5.641433e-08
18,2.5959173e-09,9.857926e-12,6.152448e-05,1.7826842e-08,0.0018281174,1.3704145e-06,0.0044101495,7.0805996e-08,2.9410992e-06,1.969613e-06,1.0961685e-09,1.6492229e-06,1.2733431e-08,0.02069142,9.410541e-06,0.0052743275,0.00012862368,1.796107e-06,3.2297748e-07,5.543465e-07,1.7800783e-11,6.6868133e-06,0.010557988,3.1055986e-10,3.9449142e-07,1.8654745e-08,4.4745298e-11,5.8229793e-10,0.045403,9.547991e-07,1.6105266e-12,6.9897566e-10,0.005488531,1.6661805e-06,2.0054183e-06,1.8801819e-08,1.3165737e-09,1.965915e-11,1.9015706e-06,3.4092442e-09,0.050325662,0.010531504,3.0566352e-10,1.8365552e-07,1.7436754e-08,0.0005386928,6.232986e-07,8.241204e-10,2.7452948e-05,6.513957e-11,0.06767445,0.7711899,0.00047097236,0.0048178113,0.00054524734,9.924362e-14,4.9109333e-10,2.853821e-10,4.6694918e-08
19,7.1435378e-09,2.0845365e-11,6.391716e-05,2.2509093e-08,0.0019262796,1.4019903e-06,0.004336559,7.1170845e-08,1.817745e-06,2.512511e-06,8.952026e-10,1.6823068e-06,1.2095802e-08,0.01978596,8.869629e-06,0.004199922,0.0001120432,1.8125161e-06,4.137663e-07,6.9898385e-07,2.3815812e-11,4.1090084e-06,0.010345289,4.711858e-10,3.800097e-07,8.475701e-09,5.738048e-11,9.301212e-10,0.047455195,9.2768045e-07,6.0664056e-12,7.270305e-10,0.005821037,2.5660847e-06,3.9552842e-06,2.4325278e-08,1.23763e-09,7.648462e-11,2.2575355e-06,4.536903e-09,0.04737066,0.008404402,2.4631097e-10,7.5502646e-07,1.9539344e-08,0.00074470864,8.1184567e-07,2.5041738e-09,2.9263874e-05,8.1291335e-11,0.07514888,0.7670369,0.0005639247,0.005968653,0.00065128366,1.1494402e-13,1.6976649e-10,3.7382844e-10,4.2218467e-08
20,1.6056209e-08,3.7238664e-11,6.595812e-05,2.308442e-08,0.0020196342,1.4464091e-06,0.004088047,7.341224e-08,9.197174e-07,3.5246483e-06,7.271402e-10,1.410609e-06,1.2564012e-08,0.019263238,8.779716e-06,0.0032181065,0.00010913151,1.979765e-06,4.7246533e-07,8.322766e-07,2.8897214e-11,2.3835034e-06,0.00963167,7.1866324e-10,4.0076077e-07,7.613614e-09,5.9660464e-11,1.5709776e-09,0.046018418,1.3792651e-06,2.6744332e-11,2.7055963e-10,0.006059772,3.2807527e-06,4.6942955e-06,1.7050935e-08,1.2566517e-09,2.357675e-10,2.4034573e-06,6.7479147e-09,0.045509055,0.005995382,3.5429917e-10,0.00015840108,2.1825867e-08,0.00093347416,9.505148e-07,7.88767e-09,3.1009513e-05,2.8008273e-10,0.08045952,0.7678257,0.00073375594,0.007071904,0.00077283947,1.5602871e-13,7.252449e-11,4.9799975e-10,4.087951e-08
21,2.982284e-08,6.076311e-11,6.716279e-05,1.1663453e-08,0.0021368223,1.4840181e-06,0.0038441503,7.495412e-08,5.147721e-07,5.54386e-06,6.336615e-10,9.113923e-07,1.2641934e-08,0.018889295,9.0074855e-06,0.0021774769,0.00011194292,2.156528e-06,5.4564896e-07,9.717302e-07,4.3692168e-11,8.815049e-07,0.008481869,1.1043281e-09,4.6579441e-07,9.853185e-09,5.201141e-11,2.9096288e-09,0.044865042,1.0374805e-06,6.302153e-11,2.2736105e-10,0.006460103,3.5689975e-06,4.4461935e-06,1.0596576e-08,1.6089028e-09,4.4589632e-10,2.5702884e-06,1.4759956e-08,0.043703247,0.0045529236,9.0077146e-10,0.00046723077,3.0755654e-08,0.0010902658,1.1032209e-06,2.2760576e-08,3.2745706e-05,1.6576618e-07,0.08262987,0.7708167,0.0008881374,0.007869445,0.00087991176,2.712048e-13,3.4897942e-11,7.065996e-10,4.454533e-08
22,4.2988056e-08,8.485147e-11,6.550725e-05,1.2027359e-08,0.002418112,1.4669256e-06,0.003811399,7.7554816e-08,5.3830047e-07,8.987153e-06,5.549719e-10,6.6528054e-07,1.2917244e-08,0.018775113,9.7545635e-06,0.0014734144,0.00011912098,2.201374e-06,5.9135266e-07,1.1317949e-06,5.630159e-11,3.6853038e-08,0.0074689505,1.6342142e-09,5.00986e-07,1.6184492e-08,4.5177376e-11,4.8432947e-09,0.04340709,1.8883355e-06,9.131116e-11,3.2207242e-10,0.0069148727,3.4405325e-06,3.5102703e-06,5.98074e-09,2.9387386e-09,5.9295135e-10,3.0619788e-06,4.3925528e-08,0.04228032,0.0037398632,1.5507882e-09,0.00091702625,3.7547046e-08,0.0013003349,1.3053499e-06,5.6046566e-08,3.5835117e-05,1.6467573e-05,0.085284375,0.7715648,0.001007312,0.008329647,0.0010310073,4.3312738e-13,1.654264e-11,9.578621e-10,5.05408e-08
23,5.6815907e-08,1.13006195e-10,5.9407e-05,1.5043147e-08,0.003482497,1.2866531e-06,0.003789365,9.2863445e-08,6.109714e-07,1.3704549e-05,5.173918e-10,5.2548194e-07,1.4229177e-08,0.017984381,1.1980946e-05,0.0010167175,0.00012404834,2.2380962e-06,6.720459e-07,1.3143313e-06,5.5560608e-11,5.3535567e-09,0.00676497,4.820681e-09,4.5259395e-07,3.1205698e-08,4.4860764e-11,6.8809136e-09,0.043375257,2.8418253e-06,1.1893805e-10,4.9712906e-10,0.0073873303,3.1025188e-06,2.6888388e-06,3.849398e-09,6.712522e-09,7.762075e-10,3.1250233e-06,1.1003822e-07,0.040165618,0.0028677594,2.224478e-09,0.0016628852,4.5355886e-08,0.001690422,1.5393467e-06,1.1881077e-07,4.1393265e-05,0.00012873934,0.09231783,0.7661856,0.0011060013,0.008546411,0.0012566227,8.6516823e-13,7.1887453e-12,1.3759084e-09,5.8368038e-08
24,6.844818e-08,1.4234322e-10,4.8984504e-05,1.8601122e-08,0.004843898,1.109266e-06,0.0036545624,1.00990306e-07,6.332416e-07,1.8815128e-05,4.916387e-10,4.537961e-07,1.683159e-08,0.01675416,1.6764472e-05,0.0008469827,0.0001215795,2.1826056e-06,7.611199e-07,1.5059117e-06,4.927202e-11,4.1781223e-09,0.0062965928,4.9090634e-08,3.920384e-07,6.550113e-08,5.2108023e-11,7.4126376e-09,0.042301327,4.288677e-06,1.4456307e-10,8.286108e-10,0.007900267,2.6581074e-06,1.9786921e-06,2.943291e-09,1.2675043e-08,1.1039393e-09,3.5184348e-06,1.7211761e-07,0.03806218,0.001975337,3.2452827e-09,0.0027884515,6.837153e-08,0.002305277,1.9892059e-06,2.2372126e-07,5.0051378e-05,0.00029867183,0.09644082,0.7640049,0.0011871301,0.008631817,0.0014292289,2.2287784e-12,2.9455683e-12,1.9586095e-09,6.7238396e-08
25,6.8473575e-08,1.626916e-10,4.5276436e-05,2.2696954e-08,0.0055384906,1.0178026e-06,0.0035627105,1.0429661e-07,6.6518834e-07,2.391441e-05,4.4962603e-10,4.300807e-07,1.9981483e-08,0.015490282,2.4258075e-05,0.0006703447,0.00011013939,2.156717e-06,7.649838e-07,1.7111797e-06,4.0188165e-11,4.1018455e-09,0.00597808,2.9499898e-07,3.5491158e-07,1.2156164e-07,5.988184e-11,5.73172e-09,0.04036153,4.8564566e-06,1.4797025e-10,1.3976336e-09,0.008629066,2.3771784e-06,1.2844031e-06,2.3810707e-09,1.6641815e-08,1.4341761e-09,4.1746716e-06,1.8121675e-07,0.035977725,0.0015100985,4.423577e-09,0.00391533,1.1405415e-07,0.0031721124,2.999668e-06,3.8476594e-07,6.6236855e-05,0.000429549,0.09984287,0.7631033,0.0012571012,0.008725059,0.0015423672,6.292772e-12,1.3637474e-12,2.402796e-09,7.644599e-08
26,6.168373e-08,1.805332e-10,5.3163254e-05,2.792774e-08,0.0057373736,9.690874e-07,0.0035072535,1.0760245e-07,7.667332e-07,2.9084325e-05,4.0929474e-10,4.3310277e-07,2.7286973e-08,0.0142161185,3.3878187e-05,0.00056040863,9.889795e-05,2.1065916e-06,7.257156e-07,1.9801869e-06,3.3965275e-11,4.1282795e-09,0.0055575226,1.4025693e-06,3.3240428e-07,1.8477874e-07,6.441413e-11,4.103406e-09,0.038207248,5.119505e-06,1.3645117e-10,2.5565892e-09,0.010228989,2.4808312e-06,8.0298173e-07,2.025452e-09,1.757432e-08,1.5730436e-09,5.4708403e-06,1.6322524e-07,0.03426091,0.0010600917,5.607323e-09,0.0049773194,1.9497479e-07,0.0045618843,6.3807483e-06,6.1674706e-07,0.00011089495,0.0005034924,0.10438111,0.7596927,0.0013103829,0.009215358,0.0016654766,1.8281526e-11,9.0521893e-13,2.684965e-09,8.534358e-08
