lambda,q_cr,P_cr_N,f,b,h,L,f_L,E_GPa
1148.6192538278476,25.01247880851018,14000.812540201006,0.1655695695145611,0.062692738498577,0.0061888564371699,1.9193665212981288,0.08626261200105809,114.80508353947978
1078.5412603886098,26.48419501443352,14147.76810854273,0.1439221372662805,0.0565860347025585,0.0056253058423583,1.7214420845597571,0.08360556451894068,106.52312701802865
