L_m,q_cr,P_cr_N,f,b,h,f_L,E_GPa
1.6202952171975342,70.64049470854926,76126.7300140704,0.4852182814575301,0.0672189561194414,0.0063893793051867,0.29946288571829804,141.5912434699599
2.369772616435206,49.704581399962535,16344.892325125651,0.7814304287183546,0.057809949965753,0.0060135732052758,0.32974911740428586,104.2151464310557
