L_m,q_cr,P_cr_N,N_p,q_cr_over_Np
0.5,151.42727661132812,1390384.5454584777,22292.854042500247,0.006792637511672545
0.5252525252525253,146.65786743164062,1220224.9373202838,20200.837876344754,0.007259989329619711
0.5505050505050505,144.79727172851562,1096752.3973042332,18390.05660050037,0.00787367189095959
0.5757575757575758,147.9592742919922,1024551.2774403832,16812.270119309393,0.008800671964106534
0.601010101010101,153.87713623046875,977870.5832249152,15429.154895173006,0.009973140931951435
0.6262626262626263,157.86538696289062,923942.1021195484,14209.95463518112,0.011109492677200124
0.6515151515151515,154.2833251953125,834335.6084119793,13129.755571813288,0.011750662405820032
0.6767676767676768,147.1280975341797,737373.0010525252,12168.203523643622,0.012091193021903363
0.702020202020202,142.68699645996094,664593.3708730949,11308.537988227572,0.01261763426965547
0.7272727272727273,141.54869079589844,614302.2159949742,10536.856793525507,0.013433673207258037
0.7525252525252526,140.4866485595703,569460.6566782049,9841.550491894279,0.014274849138383049
0.7777777777777778,139.79425048828125,530455.647591066,9212.86315021694,0.01517381168144123
0.803030303030303,138.7507781982422,493903.8235255333,8642.54825641964,0.01605438281414036
0.8282828282828283,138.34156799316406,462877.6452353126,8123.59690922609,0.017029595330616105
0.8535353535353536,136.8505401611328,431195.5954650779,7650.02144429624,0.01788890935242631
0.8787878787878788,135.0609588623047,401450.9975232966,7216.681941820086,0.018715104801783962
0.904040404040404,135.38246154785156,380239.7831274826,6819.146171172714,0.01985328634252891
0.9292929292929292,136.0900115966797,361736.06864761433,6453.575805486324,0.021087535917837463
0.9545454545454546,134.9978485107422,340098.28978735406,6116.633422091903,0.022070612900089832
0.9797979797979798,132.88426208496094,317739.5663712706,5805.406059903947,0.022889744612827233
1.0050505050505052,130.4313201904297,296399.1450350655,5517.342048699398,0.023640245436872313
1.0303030303030305,127.84669494628906,276458.7752461355,5250.198540718589,0.0243508305361707
1.0555555555555556,125.12487030029295,257781.81513206696,5001.997721447424,0.02501497946786063
1.0808080808080809,122.18125915527344,240092.31496495224,4770.990096745238,0.02560920410181218
1.106060606060606,119.01397705078124,223311.42748032763,4555.623578960925,0.026124629260507664
1.1313131313131313,115.66455841064452,207446.1966121263,4354.517348344725,0.02656196982533825
1.1565656565656566,112.25196838378906,192630.12652072145,4166.4396649672,0.026941940220001424
1.1818181818181817,108.92472076416016,179017.69038640428,3990.2889632285955,0.027297451830663344
1.2070707070707072,105.81407165527344,166705.07968991215,3825.0776854492196,0.027663247744691637
1.2323232323232325,102.98761749267578,155670.58875416842,3669.918410214742,0.02806264499124098
1.2575757575757576,100.44507598876952,145791.15170129776,3524.0119106231336,0.028503046679830408
1.2828282828282829,98.19562530517578,136970.14518345203,3386.636841567129,0.028995026599821914
1.308080808080808,96.42645263671876,129359.36386849308,3257.1408069430236,0.029604631286179926
1.3333333333333337,95.561279296875,123388.67785120444,3134.9325997265955,0.030482722118239197
1.3585858585858586,94.53868103027344,117572.61783639494,3019.475442165599,0.031309637333055876
1.383838383838384,92.34223175048828,110687.97701025548,2910.281081444734,0.03172966086995534
