lambda,q_cr,P_cr_N
200.0,100.02172088623047,9521530.44067033
216.16161616161617,105.65083312988281,7965987.391717048
232.32323232323233,99.56671905517578,6046982.294018233
248.4848484848485,102.68971252441406,5097175.950852941
264.64646464646466,88.50881958007812,3636559.379808815
280.80808080808083,85.1978530883789,2930233.788754489
296.969696969697,84.68093872070312,2462360.756724489
313.13131313131316,83.62723541259766,2074295.6998805967
329.29292929292933,82.76132202148438,1765154.1083503417
345.4545454545455,82.43079376220703,1522716.9158199308
361.61616161616166,82.32077026367188,1325770.5088035162
377.7777777777778,82.34921264648438,1163195.3387778047
393.93939393939394,82.43418884277344,1026884.4001591391
410.1010101010101,82.4549789428711,910430.4886095896
426.26262626262627,82.26585388183594,808891.488443878
442.42424242424244,81.80615997314453,719402.0718294971
458.5858585858586,80.83779907226562,638344.2206011766
474.74747474747477,78.82813262939453,561042.3867429107
490.90909090909093,78.01325225830078,502189.4493104996
507.0707070707071,77.81525421142578,454529.000337294
523.2323232323233,78.49411010742188,417307.1247813967
539.3939393939395,78.29698181152344,379952.458302729
555.5555555555557,76.73451232910156,340808.7037924354
571.7171717171718,75.03511047363281,305789.9735316312
587.8787878787879,73.45403289794922,275330.73861408664
604.040404040404,72.06229400634766,249007.56409398257
620.2020202020202,70.88446044921875,226284.04484722996
636.3636363636364,70.36360168457031,207938.26776071647
652.5252525252525,70.69563293457031,193777.36305771547
668.6868686868687,71.16812896728516,181267.3511774651
684.8484848484849,71.4245834350586,169342.7636721449
701.010101010101,71.6624755859375,158424.15671901932
717.1717171717172,71.89964294433594,148442.9908989415
733.3333333333334,72.15900421142578,139344.1298355954
749.4949494949495,72.47063446044922,131086.6171916551
765.6565656565657,72.87493896484375,123645.57990095971
781.8181818181819,73.35733032226562,116903.80431928592
797.979797979798,73.8762435913086,110721.39256900571
814.1414141414142,74.40550231933594,105004.50602375557
830.3030303030304,74.93341827392578,99693.7885866252
846.4646464646465,75.442138671875,94730.525010063
862.6262626262627,75.88981628417969,90036.35358443887
878.7878787878789,76.43111419677734,85767.04385602206
894.949494949495,77.62977600097656,82477.4406588088
911.1111111111112,78.25155639648438,78791.86498822505
927.2727272727274,75.62042999267578,72230.24825572934
943.4343434343435,74.92868041992188,67954.06858447513
959.5959595959597,74.3447265625,64074.81504223466
975.7575757575758,73.77765655517578,60478.56608528807
991.9191919191919,73.29305267333984,57192.141137317274
1008.0808080808081,72.8934326171875,54188.20770337838
1024.2424242424242,72.52558898925781,51402.6380446271
1040.4040404040404,72.16539001464844,48800.6152751905
1056.5656565656566,72.04501342773438,46517.55520093159
1072.7272727272727,72.22767639160156,44559.27355336495
1088.888888888889,72.56890106201172,42805.76594620146
1105.050505050505,72.78411865234375,41076.42797314466
1121.2121212121212,72.81765747070312,39343.752186037585
1137.3737373737374,72.75563049316406,37658.19029530684
1153.5353535353536,72.66053009033203,36050.24817399603
1169.6969696969697,72.56089782714844,34529.07770811709
1185.858585858586,72.45887756347656,33089.889746912806
1202.020202020202,72.36494445800781,31731.847435012394
1218.1818181818182,72.27033996582031,30445.715366290333
1234.3434343434344,72.1764907836914,29227.398014525974
1250.5050505050506,72.0809555053711,28071.56397885264
1266.6666666666667,71.97827911376953,26972.230242997146
1282.828282828283,71.87051391601562,25926.72111090265
1298.989898989899,71.75790405273438,24931.86966845877
1315.1515151515152,71.64282989501953,23985.445429987445
1331.3131313131314,71.524658203125,23084.34567262453
1347.4747474747476,71.40697479248047,22227.01559165654
1363.6363636363637,71.29021453857422,21410.983894819816
1379.79797979798,71.1809310913086,20635.717562788293
1395.959595959596,71.07478332519531,19897.541716609885
1412.1212121212122,70.97596740722656,19195.428666460455
1428.2828282828284,70.87434387207031,18524.599682326578
1444.4444444444446,70.763427734375,17881.698082823717
1460.6060606060607,70.64261627197266,17265.13207021984
1476.767676767677,70.50226593017578,16671.28078400342
1492.929292929293,70.34851837158203,16100.5110586041
1509.0909090909092,70.18299102783203,15552.065941956236
1525.2525252525254,70.00653076171875,15025.042982144661
1541.4141414141416,69.82672882080078,14519.982898242291
1557.5757575757577,69.64543151855469,14036.134497277924
1573.737373737374,69.46320343017578,13572.518940244992
1589.89898989899,69.2830581665039,13128.674283806844
1606.0606060606062,69.10526275634766,12703.627720288378
1622.2222222222224,68.92798614501953,12296.088372038339
1638.3838383838386,68.75411987304688,11905.679467162787
1654.5454545454547,68.58545684814453,11531.83320469343
1670.707070707071,68.41987609863281,11173.359604286656
1686.868686868687,68.25821685791016,10829.627880603599
1703.0303030303032,68.10333251953125,10500.347251706899
1719.1919191919194,67.95376586914062,10184.574066311403
1735.3535353535356,67.80778503417969,9881.391090617522
1751.5151515151515,67.66502380371094,9590.140462481855
1767.6767676767677,67.5264892578125,9310.393435535465
1783.8383838383838,67.39222717285156,9041.608953873192
1800.0,67.260986328125,8783.106343847
