L_m,q_cr,P_cr_N,N_p,q_cr_over_Np
0.5,150.33131408691406,695960.4541700658,22292.854042500247,0.006743475456319531
0.5252525252525253,146.07254028320312,612783.9780524883,20200.837876344754,0.0072310139399838725
0.5505050505050505,144.6550750732422,552441.3494194136,18390.05660050037,0.007865939633340025
0.5757575757575758,148.77976989746094,519445.1292330365,16812.270119309393,0.00884947534399789
0.601010101010101,154.7542266845703,495854.3127438575,15429.154895173006,0.01002998723753723
0.6262626262626263,157.10122680664062,463598.1608814468,14209.95463518112,0.011055716280591646
0.6515151515151515,152.77484130859375,416560.33982744,13129.755571813288,0.011635771928349367
0.6767676767676768,145.54913330078125,367794.74960812274,12168.203523643622,0.011961431530790037
0.702020202020202,142.4954833984375,334639.34132194065,11308.537988227572,0.012600699006960786
0.7272727272727273,141.5318145751953,309695.2817518871,10536.856793525507,0.013432071570163236
0.7525252525252526,140.6489715576172,287454.7717667996,9841.550491894279,0.014291342779113802
0.7777777777777778,140.1312713623047,268101.42284388654,9212.86315021694,0.015210393237959358
0.803030303030303,139.00802612304688,249488.84137258207,8642.54825641964,0.01608414810062442
0.8282828282828283,138.76934814453125,234105.3563077809,8123.59690922609,0.017082254288974977
0.8535353535353536,137.51609802246094,218466.89183079152,7650.02144429624,0.01797591013617239
0.8787878787878788,135.82357788085938,203555.1845032113,7216.681941820086,0.018820779268900956
0.904040404040404,135.99034118652344,192578.36699615297,6819.146171172714,0.01994242941461052
0.9292929292929292,136.57974243164062,183044.27139760685,6453.575805486324,0.02116342110919829
0.9545454545454546,135.25071716308594,171799.33030102352,6116.633422091903,0.022111954048871195
0.9797979797979798,132.9801025390625,160320.36831243918,5805.406059903947,0.022906253441514257
1.0050505050505052,130.38352966308594,149390.189884602,5517.342048699398,0.02363158356183866
1.0303030303030305,127.62374877929688,139147.90138482573,5250.198540718589,0.02430836620548623
1.0555555555555556,124.73638153076172,129570.47997148996,5001.997721447424,0.024937312745249882
1.0808080808080809,121.70063018798828,120578.75036381798,4770.990096745238,0.025508464222345015
1.106060606060606,118.49298858642578,112101.11230484536,4555.623578960925,0.02601026764670763
1.1313131313131313,115.16091918945312,104139.28325184158,4354.517348344725,0.026446310802557497
1.1565656565656566,111.79150390625,96726.02314055763,4166.4396649672,0.02683142272435381
1.1818181818181817,108.4775161743164,89890.44201936277,3990.2889632285955,0.027185378596377596
1.2070707070707072,105.34153747558594,83677.62573508089,3825.0776854492196,0.027539711906064086
1.2323232323232325,102.48654174804688,78107.49044790406,3669.918410214742,0.027926109055391772
