L_m,q_cr,P_cr_N,N_p,q_cr_over_Np
0.5,127.30101013183594,1168860.4660233103,22292.854042500247,0.00571039535310924
0.5252525252525253,130.87539672851562,1088911.3933438146,20200.837876344754,0.0064787113054241745
0.5505050505050505,132.48269653320312,1003476.8838500496,18390.05660050037,0.007204039629198228
0.5757575757575758,133.19863891601562,922340.531255972,16812.270119309393,0.007922703951980466
0.601010101010101,133.4516143798828,848068.8631383751,15429.154895173006,0.00864931457922125
0.6262626262626263,135.76068115234375,794569.421088894,14209.95463518112,0.00955391376241458
0.6515151515151515,140.7528839111328,761165.49137809,13129.755571813288,0.010720145027931704
0.6767676767676768,145.96469116210938,731542.2694492853,12168.203523643622,0.011995582657578857
0.702020202020202,150.47654724121094,700874.7695971247,11308.537988227572,0.013306454591907478
0.7272727272727273,152.16864013671875,660391.3629672138,10536.856793525507,0.014441559102352092
0.7525252525252526,147.2244873046875,596772.3913926914,9841.550491894279,0.014959480970599591
0.7777777777777778,141.69996643066406,537686.9734918836,9212.86315021694,0.01538066550216014
0.803030303030303,140.0518341064453,498535.12358760496,8642.54825641964,0.016204923588643606
0.8282828282828283,138.51214599609375,463448.3829063569,8123.59690922609,0.017050593172438608
0.8535353535353536,136.87847900390625,431283.62658232526,7650.02144429624,0.01789256147849901
0.8787878787878788,134.98728942871094,401232.02478793095,7216.681941820086,0.018704896587789267
0.904040404040404,132.96336364746094,373445.4225397668,6819.146171172714,0.019498535492544624
0.9292929292929292,130.82130432128906,347731.50332871923,6453.575805486324,0.020271134680106346
0.9545454545454546,128.69757080078125,324226.0836893984,6116.633422091903,0.021040589147610936
0.9797979797979798,126.79119873046876,303170.44224962534,5805.406059903947,0.02184019471198998
1.0050505050505052,125.328125,284802.3698956124,5517.342048699398,0.02271530818531426
1.0303030303030305,123.93730926513672,268005.0254027765,5250.198540718589,0.02360621380390189
1.0555555555555556,122.59037017822266,252560.24694700725,5001.997721447424,0.024508281891569672
1.0808080808080809,121.43019104003906,238616.42837048016,4770.990096745238,0.02545178014996899
1.106060606060606,119.43096923828124,224093.8492004171,4555.623578960925,0.026216162764159234
1.1313131313131313,116.88045501708984,209626.9262145787,4354.517348344725,0.026841196318007413
1.1565656565656566,114.15460205078124,195895.1433330967,4166.4396649672,0.027398597178936928
1.1818181818181817,111.37150573730467,183038.97950875948,3990.2889632285955,0.027910636739248207
1.2070707070707072,108.6367416381836,171152.06313056787,3825.0776854492196,0.028401185693938454
1.2323232323232325,106.8122100830078,161451.63889181393,3669.918410214742,0.029104791481388215
1.2575757575757576,105.14622497558594,152614.64123884347,3524.0119106231336,0.02983707990844828
1.2828282828282829,103.34880828857422,144158.1662302081,3386.636841567129,0.03051664914882066
1.308080808080808,101.5157699584961,136186.8560479505,3257.1408069430236,0.03116714197375253
1.3333333333333337,99.83539581298828,128907.4150404256,3134.9325997265955,0.03184610598061826
1.3585858585858586,98.40424346923828,122380.00768366392,3019.475442165599,0.03258984726123877
1.383838383838384,97.11669158935548,116410.98468359042,2910.281081444734,0.03337021025513605
1.4090909090909092,95.78611755371094,110737.66794352878,2806.904619295036,0.034125177213099586
1.4343434343434345,93.98212432861328,104859.98387357744,2708.9399731023714,0.034693321100423544
1.4595959595959596,91.26151275634766,98331.61841574886,2616.0158818805444,0.03488568757875567
1.4848484848484849,88.84777069091797,92502.41766648418,2527.7923836196137,0.03514836553296931
1.5101010101010102,86.22542572021484,86794.8945644579,2443.957701485944,0.03528106303467902
1.5353535353535352,83.66226196289062,81467.36027533739,2364.2254855278843,0.03538675243753686
1.5606060606060606,81.6413345336914,76947.47011810227,2288.332364245713,0.03567721883818318
1.585858585858586,79.99009704589844,73009.29198227711,2216.035766872336,0.03609603159013751
1.6111111111111112,79.01889038085938,69879.65786834474,2147.111982690273,0.03680240761446026
1.6363636363636362,78.59111022949219,67372.802467253,2081.3544283507176,0.03775959978703312
1.6616161616161615,78.28925323486328,65089.59419885509,2018.5720981009501,0.0387844721070488
1.6868686868686869,77.73168182373047,62705.60176555132,1958.5881751814775,0.03968760906898055
1.7121212121212122,76.3526840209961,59789.66516331605,1901.2387855182683,0.04015943952047177
1.7373737373737377,74.98792266845703,57026.35942220753,1846.371877286243,0.040613661630653
1.7626262626262623,74.38154602050781,54956.05586032863,1793.846212022438,0.041464839918828794
1.7878787878787878,73.78250122070312,52984.404662501496,1743.5304547746891,0.04231787349549785
1.8131313131313127,72.99932098388672,50971.93640714632,1695.3023523292418,0.043059765052287056
1.8383838383838385,71.97782135009766,48887.422347707936,1649.0479899056945,0.04364810593184369
1.8636363636363635,70.82140350341797,46807.23703695748,1604.6611178718206,0.044134803738090665
1.8888888888888888,69.6553726196289,44813.888028883775,1562.0425410402422,0.04459249398754653
1.914141414141414,68.50971221923828,42921.50410283703,1521.0995639862224,0.04503959756565864
1.9393939393939397,67.39886474609375,41133.09058468034,1481.745486589524,0.04548612791878523
1.9646464646464643,66.31005096435547,39434.95670348822,1443.8991446695766,0.04592429548085225
1.9898989898989896,65.25870513916016,37830.94744020778,1407.4844911653545,0.04636548789616
