lambda,q_cr,P_cr_N
200.0,92.37557220458984,9326381.086376976
216.16161616161617,94.26455688476562,7538044.49699295
232.32323232323233,91.40483093261719,5887585.514220837
248.4848484848485,91.34375762939453,4808671.818839032
264.64646464646466,91.12268829345703,3970765.4672051286
280.80808080808083,89.82411193847656,3276499.6874753754
296.969696969697,88.33447265625,2724205.189584571
313.13131313131316,87.71212768554688,2307417.3349063047
329.29292929292933,87.871337890625,1987677.9733879147
345.4545454545455,88.55308532714844,1734910.0609943687
361.61616161616166,89.35640716552734,1526258.8840560473
377.7777777777778,88.01904296875,1318601.0645171013
393.93939393939394,88.74178314208984,1172427.2836344414
410.1010101010101,91.24275207519531,1068493.4439411298
426.26262626262627,96.27303314208984,1003965.7293890886
442.42424242424244,98.52535247802734,918919.0441966163
458.5858585858586,94.82070922851562,794121.9992153035
474.74747474747477,90.14073181152344,680423.1673319354
490.90909090909093,88.73778533935547,605830.8217078666
507.0707070707071,88.77859497070312,549982.2868773158
523.2323232323233,89.7156753540039,505860.3474033951
539.3939393939395,97.01756286621094,499319.0965901804
555.5555555555557,102.46910858154297,482676.8569759341
571.7171717171718,102.52542114257812,443132.7569139283
587.8787878787879,101.94304656982422,405266.066194546
604.040404040404,99.56672668457031,364890.2543232292
620.2020202020202,96.99871826171875,328407.0476679907
636.3636363636364,95.72089385986328,300010.6580648421
652.5252525252525,94.916259765625,275927.2856356222
668.6868686868687,93.06849670410156,251408.70854044965
684.8484848484849,84.89203643798828,213466.365917209
701.010101010101,67.46031188964844,158169.0549758823
717.1717171717172,66.62550354003906,145887.15150849108
733.3333333333334,66.43519592285156,136062.9693418527
749.4949494949495,66.40882110595703,127398.88917763863
765.6565656565657,66.47894287109375,119626.68673086066
781.8181818181819,66.83047485351562,112954.42558068076
797.979797979798,67.28560638427734,106952.87990374723
814.1414141414142,67.85372161865234,101559.40170080413
830.3030303030304,68.43182373046875,96559.33098440534
846.4646464646465,69.03184509277344,91932.48763015188
862.6262626262627,69.67266082763672,87667.85307640585
878.7878787878789,70.39476776123047,83778.81419926003
894.949494949495,71.3914794921875,80444.58267287485
911.1111111111112,72.5435791015625,77469.53559146683
927.2727272727274,73.34588623046875,74301.79459784961
943.4343434343435,73.8887710571289,71070.50494481275
959.5959595959597,74.48856353759766,68087.96744523339
975.7575757575758,75.45704650878906,65602.44254001898
991.9191919191919,75.77989959716797,62714.9598571172
1008.0808080808081,75.9105224609375,59849.69521431302
1024.2424242424242,75.93700408935547,57080.948433873506
1040.4040404040404,75.92431640625,54452.87351627375
1056.5656565656566,75.90008544921875,51975.514575143476
1072.7272727272727,75.89539337158203,49658.483479939
1088.888888888889,75.9413070678711,47508.72459648237
1105.050505050505,76.04914093017578,45519.12791571936
1121.2121212121212,76.2088623046875,43670.49637855919
1137.3737373737374,76.4045181274414,41942.61036124508
1153.5353535353536,76.62445068359375,40320.01164111879
1169.6969696969697,76.86124420166016,38791.20929096531
1185.858585858586,77.10824584960938,37346.346226680675
1202.020202020202,77.35245513916016,35973.67484444678
1218.1818181818182,77.58401489257812,34664.2583798136
1234.3434343434344,77.80719757080078,33416.252360938925
1250.5050505050506,78.03394317626953,32230.95734796218
1266.6666666666667,78.2723617553711,31107.66513060243
1282.828282828283,78.52061462402344,30041.67295994685
1298.989898989899,78.7694320678711,29025.946796382123
1315.1515151515152,79.01180267333984,28055.021392476214
1331.3131313131314,79.25287628173828,27128.16313892861
1347.4747474747476,79.50936126708984,26248.371391382843
1363.6363636363637,79.80107116699219,25419.031649732628
1379.79797979798,80.12846374511719,24636.913843765615
1395.959595959596,80.44657135009766,23885.53627446097
1412.1212121212122,80.72109985351562,23153.52625358576
1428.2828282828284,80.96369934082031,22443.661063756448
1444.4444444444446,81.22056579589844,21767.54668603906
1460.6060606060607,81.58148956298828,21146.492283998858
1476.767676767677,82.22918701171875,20622.22234636847
1492.929292929293,83.39677429199219,20243.12408086087
1509.0909090909092,85.09664154052734,19999.181158779924
1525.2525252525254,87.14544677734375,19836.5182128466
1541.4141414141416,89.13313293457031,19657.448990199013
1557.5757575757577,90.69927215576172,19386.627567862994
1573.737373737374,91.82444763183594,19028.631286682914
1589.89898989899,92.48123168945312,18586.217178692368
1606.0606060606062,92.77877807617188,18088.762719908176
1622.2222222222224,93.03972625732422,17602.866186184812
1638.3838383838386,94.07060241699219,17276.388516602892
1654.5454545454547,96.89183807373047,17278.14398783875
1670.707070707071,99.86860656738281,17297.130466087172
1686.868686868687,101.75666809082031,17122.41626615353
1703.0303030303032,102.79447174072266,16809.261543155884
1719.1919191919194,103.40303802490234,16436.381686123892
1735.3535353535356,103.83731842041016,16048.541587618834
1751.5151515151515,104.20356750488281,15663.430871521598
1767.6767676767677,104.54594421386719,15287.787229721614
1783.8383838383838,104.86454772949219,14921.352040985968
1800.0,105.15894317626953,14563.799797682614
