lambda,q_cr,P_cr_N,f,b,h,L,f_L,E_GPa
1102.8757883816943,70.64049470854926,76126.7300140704,0.4852182814575301,0.0672189561194414,0.0063893793051867,1.6202952171975342,0.29946288571829804,141.5912434699599
799.677360172729,69.76216580650433,160588.66804522628,0.4655980916255431,0.0582314647530875,0.0078608991895213,1.5795321327011962,0.29476962322337347,130.44742638492636
