E_GPa,q_cr,P_cr_N,N_p,q_cr_over_Np
60.0,73.9780502319336,27957.729667748816,917.558732670221,0.08062486639590621
61.51515151515152,74.02201080322266,28680.76602255961,940.7294077376511,0.0786857625523128
63.03030303030303,74.06452941894531,29404.0689802326,963.9000828050808,0.0768383888954625
64.54545454545455,74.10554504394531,30127.57244341189,987.0707578725104,0.07507622371841832
66.06060606060606,74.1450424194336,30851.22703202836,1010.2414329399406,0.07339338894828476
67.57575757575758,74.18307495117188,31575.012009656628,1033.41210800737,0.07178460013809207
69.0909090909091,74.21966552734375,32298.895397932843,1056.5827830748,0.07024500750556846
70.60606060606061,74.25470733642578,33022.78841175483,1079.7534581422299,0.06877005743902385
72.12121212121212,74.28832244873047,33746.7021620022,1102.9241332096599,0.0673557865059506
73.63636363636364,74.32051086425781,34470.595801994335,1126.0948082770897,0.06599844908082582
75.15151515151516,74.35118103027344,35194.38514825154,1149.2654833445192,0.06469452194274675
76.66666666666667,74.38031005859375,35918.01568028463,1172.4361584119492,0.06344081895200246
78.18181818181819,74.40790557861328,36641.44703196221,1195.6068334793792,0.062234426481217166
79.69696969696969,74.43400573730469,37364.65444772023,1218.7775085468086,0.06107267751113571
81.21212121212122,74.45843505859375,38087.50535423248,1241.9481836142386,0.05995293204738184
82.72727272727272,74.4813232421875,38810.01949770172,1265.1188586816681,0.05887298472477252
84.24242424242425,74.50259399414062,39532.11227234751,1288.2895337490986,0.057830628940474194
85.75757575757575,74.52224731445312,40253.737370703006,1311.460208816528,0.05682387221012416
87.27272727272728,74.54027557373047,40974.8442914177,1334.6308838839582,0.05585085469984636
88.78787878787878,74.55723571777344,41695.69797727474,1357.8015589513875,0.05491025932784539
90.30303030303033,74.57294464111328,42416.16369975764,1380.9722340188182,0.05400032151558602
91.8181818181818,74.5871810913086,43136.07767896732,1404.142909086247,0.053119365990920805
93.33333333333334,74.60001373291016,43855.43812376597,1427.3135841536775,0.05226602938634825
94.84848484848484,74.61148071289062,44574.22763244826,1450.484259221107,0.0514390144109224
96.36363636363636,74.62171936035156,45292.4904592254,1473.6549342885369,0.050637172667818635
97.87878787878788,74.63070678710938,46010.17732596292,1496.8256093559667,0.049859319830331095
99.3939393939394,74.63862609863281,46727.36704272694,1519.9962844233967,0.04910447930926793
100.9090909090909,74.6455078125,47444.04842582733,1543.1669594908262,0.048371634289739826
102.42424242424242,74.6513900756836,48160.21637853036,1566.337634558256,0.04765983299426821
103.93939393939394,74.65637969970703,48875.9122135037,1589.508309625686,0.046968222341214366
105.45454545454544,74.66049194335938,49591.120509487206,1612.6789846931156,0.04629594150603189
106.96969696969695,74.66375732421875,50305.83670854466,1635.8496597605458,0.045642187763848645
108.48484848484848,74.66618347167969,51020.04177801597,1659.0203348279754,0.04500618943855312
110.0,74.66776275634766,51733.70640440098,1682.1910098954054,0.04438720829984124
111.51515151515152,74.66852569580078,52446.82777721503,1705.3616849628352,0.043784568607467
113.03030303030305,74.66844177246094,53159.36079764537,1728.5323600302652,0.04319759554351274
114.54545454545456,74.6675033569336,53871.275715328906,1751.7030350976952,0.042625663060959
116.06060606060606,74.66565704345703,54582.509024962936,1774.873710165125,0.04206815201319903
117.57575757575758,74.66294860839844,55293.06863376583,1798.0443852325543,0.04152453032951227
119.0909090909091,74.65931701660156,56002.884075752765,1821.2150602999843,0.040994234368072896
120.6060606060606,74.6554946899414,56712.48530930061,1844.3857353674139,0.040477159012005444
122.12121212121212,74.65109252929688,57421.567578854425,1867.5564104348439,0.03997260383257448
123.63636363636364,74.64591979980469,58129.96575024022,1890.727085502274,0.039480007650059615
125.15151515151516,74.6399917602539,58837.66979017357,1913.8977605697037,0.038998944090950845
126.66666666666669,74.6333236694336,59544.67024785379,1937.0684356371337,0.038529007182384584
128.1818181818182,74.62602233886719,60251.03217216589,1960.2391107045635,0.03806985685131267
129.6969696969697,74.61819458007812,60956.82468938174,1983.4097857719926,0.0376211689159509
131.21212121212122,74.60987091064453,61662.05794928268,2006.580460839423,0.03718259614639754
132.72727272727272,74.60111236572266,62366.7687794106,2029.7511359068528,0.03675382220313051
134.24242424242425,74.59196472167969,63070.98343522547,2052.921810974283,0.03633453759560359
135.75757575757575,74.58247375488281,63774.729919638776,2076.092486041712,0.03592444664981285
137.27272727272725,74.5726547241211,64478.01159649485,2099.263161109142,0.03552325220851337
138.78787878787878,74.56246185302734,65180.77905660034,2122.4338361765717,0.0351306413336054
140.3030303030303,74.55192565917969,65883.04856581702,2145.604511244002,0.034746350163085346
141.8181818181818,74.54102325439453,66584.78984954629,2168.7751863114318,0.03437010148625455
143.33333333333331,74.5296630859375,67285.90976861914,2191.945861378861,0.03400159848795445
144.84848484848484,74.51786804199219,67986.41609919514,2215.1165364462913,0.03364060843568127
146.36363636363637,74.5057373046875,68686.38782608545,2238.2872115137216,0.0332869423197483
147.87878787878788,74.49410247802734,69386.58992534195,2261.4578865811513,0.03294074274831921
149.39393939393938,74.48208618164062,70086.21099694923,2284.62856164858,0.032601398508252305
150.9090909090909,74.46964263916016,70785.19660779076,2307.7992367160105,0.032268683278156456
152.42424242424244,74.45684814453125,71483.60777305068,2330.9699117834407,0.03194243210439547
153.93939393939394,74.4437026977539,72181.43444488246,2354.1405868508705,0.03162245411916419
155.45454545454544,74.43030548095703,72878.76369006086,2377.3112619183,0.03130860761619315
156.96969696969697,74.41671752929688,73575.64864567594,2400.481936985729,0.03100074046911659
158.4848484848485,74.4029769897461,74272.12193082385,2423.6526120531603,0.030698696925347213
160.0,74.38911437988281,74968.20993202325,2446.823287120589,0.030402324013935472
161.5151515151515,74.37519836425781,75663.97900874788,2469.993962188019,0.03011148994808607
163.03030303030303,74.36122131347656,76359.41979756966,2493.164637255449,0.029826037238894754
164.54545454545456,74.34724426269531,77054.59380878412,2516.3353123228794,0.029545841485673817
166.06060606060606,74.33322143554688,77749.453162218,2539.5059873903087,0.02927074076794537
167.57575757575756,74.31917572021484,78444.0207058007,2562.676662457739,0.029000605815381688
169.0909090909091,74.30501556396484,79138.19827643991,2585.847337525168,0.02873526773435891
170.60606060606062,74.29076385498047,79832.0071930449,2609.018012592599,0.028474607494624857
172.12121212121212,74.2763671875,80525.38693554266,2632.1886876600283,0.028218481272150153
173.63636363636363,74.2619400024414,81218.4585149549,2655.3593627274577,0.027966813473473927
175.15151515151516,74.24815368652344,81911.96174403076,2678.5300377948884,0.02771973905047134
176.66666666666669,74.23416137695312,82604.97261406283,2701.700712862318,0.027476826364792165
178.1818181818182,74.21998596191406,83297.51091494021,2724.8713879297475,0.027237977649397813
179.6969696969697,74.20568084716797,83989.63185157064,2748.0420629971773,0.0270031095398281
181.2121212121212,74.19132995605469,84681.42750009011,2771.2127380646066,0.026772152472086762
182.72727272727272,74.17704010009766,85373.01948312833,2794.3834131320364,0.02654504738022246
184.24242424242425,74.16282653808594,86064.42725564621,2817.5540881994666,0.0263217046475509
185.75757575757572,74.1488037109375,86755.78690043524,2840.724763266896,0.02610207249563479
187.27272727272725,74.13495635986328,87447.08587953035,2863.895438334326,0.025886055533850427
188.7878787878788,74.1213150024414,88138.36550559931,2887.0661134017573,0.025673577289543302
190.3030303030303,74.10784149169922,88829.58595130818,2910.236788469186,0.025464540131348107
191.8181818181818,74.09439849853516,89520.58610162162,2933.407463536616,0.02525881570138382
193.33333333333331,74.08097076416016,90211.34824903036,2956.5781386040458,0.02505632095322792
194.84848484848484,74.06743621826172,90901.72301554878,2979.7488136714755,0.024856939577735774
196.3636363636364,74.05379486083984,91591.70734313662,3002.9194887389062,0.024660599506095705
197.87878787878788,74.03990936279297,92281.12701087169,3026.0901638063347,0.024467185495115146
199.3939393939394,74.02584838867188,92970.061265683,3049.2608388737644,0.02427665335970835
200.9090909090909,74.01162719726562,93658.5243929872,3072.4315139411947,0.02408894286542661
202.42424242424244,73.99724578857422,94346.5118057239,3095.6021890086245,0.023903990652065034
203.93939393939397,73.98282623291016,95034.17572148748,3118.7728640760547,0.023721774382831746
205.45454545454544,73.96858215332031,95721.79149496013,3141.943539143484,0.02354230151872324
206.96969696969697,73.95509338378906,96410.1200393687,3165.1142142109134,0.023365695004540814
208.48484848484847,73.94163513183594,97098.23120080122,3188.284889278344,0.02319166501729158
210.0,73.9282455444336,97786.17631064766,3211.455564345774,0.0230201676664002
