L_m,q_cr,P_cr_N,f,b,h,f_L,E_GPa
2.809426140431006,10.615609748108392,1655.2699619597997,0.3170867467366694,0.0587064906304515,0.0063599855750895,0.11286530803334227,57.24458705179466
