L_m,q_cr,P_cr_N,N_p,q_cr_over_Np
0.5,202.2681121826172,1857198.144952532,22292.854042500247,0.009073226415828266
0.5252525252525253,203.57272338867188,1693768.7557256117,20200.837876344754,0.01007743959111004
0.5505050505050505,204.61865234375,1549863.43880797,18390.05660050037,0.011126591765801448
0.5757575757575758,205.8325958251953,1425297.9409414923,16812.270119309393,0.012242998379427085
0.601010101010101,205.1724090576172,1303845.8358513853,15429.154895173006,0.013297708815004841
0.6262626262626263,203.24850463867188,1189556.8385275805,14209.95463518112,0.01430324795938951
0.6515151515151515,200.6285552978516,1084962.0173621664,13129.755571813288,0.015280448611591613
0.6767676767676768,197.5588531494141,990120.6287088472,12168.203523643622,0.01623566311703648
0.702020202020202,194.1202850341797,904154.2522195632,11308.537988227572,0.017165816238691775
0.7272727272727273,190.23117065429688,825577.6088579608,10536.856793525507,0.018053882137905358
0.7525252525252526,186.0169677734375,754017.1660984079,9841.550491894279,0.01890118512592556
0.7777777777777778,181.87571716308597,690135.6886413711,9212.86315021694,0.019741497751304734
0.803030303030303,178.2397918701172,634470.7817297231,8642.54825641964,0.020623522898784115
0.8282828282828283,175.2163543701172,586257.1510073063,8123.59690922609,0.02156881444611332
0.8535353535353536,172.67567443847656,544075.2383890079,7650.02144429624,0.02257192031366414
0.8787878787878788,170.45211791992188,506646.5790360195,7216.681941820086,0.02361918112701707
0.904040404040404,168.4134979248047,473011.8746144538,6819.146171172714,0.024697153235511592
0.9292929292929292,166.43382263183594,442391.88447760814,6453.575805486324,0.025789396088033392
0.9545454545454546,164.4387664794922,414268.4040625079,6116.633422091903,0.026883868156227307
0.9797979797979798,162.3672332763672,388236.30040667206,5805.406059903947,0.027968281908441327
1.0050505050505052,160.13514709472656,363899.7184084628,5517.342048699398,0.02902396583015461
1.0303030303030305,157.75723266601562,341138.04308659805,5250.198540718589,0.030047860369947752
1.0555555555555556,155.36300659179688,320078.3165448357,5001.997721447424,0.0310601913962567
1.0808080808080809,152.93263244628906,300520.3090193307,4770.990096745238,0.03205469500987216
1.106060606060606,150.4402618408203,282278.01855452167,4555.623578960925,0.03302297901336564
1.1313131313131313,148.19021606445312,265781.4729085665,4354.517348344725,0.03403137574380876
1.1565656565656566,146.1179656982422,250745.91229589208,4166.4396649672,0.03507022240759906
1.1818181818181817,143.96670532226562,236609.16363636052,3990.2889632285955,0.036079268105380584
1.2070707070707072,141.6262969970703,223125.55180752405,3825.0776854492196,0.03702573088536831
1.2323232323232325,139.0841522216797,210232.185090242,3669.918410214742,0.03789843170206645
1.2575757575757576,136.39450073242188,197969.9965553969,3524.0119106231336,0.038704324557264025
1.2828282828282829,133.70977783203125,186507.7759338339,3386.636841567129,0.039481581311257015
1.308080808080808,131.21258544921875,176026.1434608429,3257.1408069430236,0.04028459106512125
1.3333333333333337,128.93215942382812,166477.1422155616,3134.9325997265955,0.04112756983517687
1.3585858585858586,126.76557159423828,157651.4495594548,3019.475442165599,0.04198264699358532
1.383838383838384,124.61725616455078,149375.12039663235,2910.281081444734,0.04281966335110413
1.4090909090909092,122.45556640625,141570.0332872161,2806.904619295036,0.04362655060114054
1.4343434343434345,120.27522277832033,134196.34862505237,2708.9399731023714,0.04439936800835679
1.4595959595959596,118.0767593383789,127224.26455967451,2616.0158818805444,0.045136101870107324
1.4848484848484849,115.87053680419922,120636.73300243412,2527.7923836196137,0.045838628818985955
1.5101010101010102,113.69253540039062,114443.40854706091,2443.957701485944,0.04651984579408421
1.5353535353535352,111.57237243652344,108645.24157967586,2364.2254855278843,0.04719193373030219
1.5606060606060606,109.53314971923828,103235.68095870056,2288.332364245713,0.0478659269215654
1.585858585858586,107.58088684082033,98192.20965023823,2216.035766872336,0.04854654805173006
1.6111111111111112,105.72450256347656,93496.53015662014,2147.111982690273,0.04924032999480848
1.6363636363636362,103.9521026611328,89113.69820572848,2081.3544283507176,0.049944450231624075
1.6616161616161615,102.27344512939452,85030.02347998814,2018.5720981009501,0.05066623343580951
1.6868686868686869,103.8632354736328,83785.74255552808,1958.5881751814775,0.053029644919616196
1.7121212121212122,107.0806121826172,83851.85183694423,1901.2387855182683,0.05632149575226952
1.7373737373737377,108.9049072265625,82819.34158654175,1846.371877286243,0.058983192154458366
1.7626262626262623,110.87071228027344,81915.70871179819,1793.846212022438,0.06180614120497785
1.7878787878787878,111.5732421875,80122.54553266618,1743.5304547746891,0.06399271196092657
1.8131313131313127,113.27071380615234,79091.52500464616,1695.3023523292418,0.06681446153279107
1.8383838383838385,114.84815979003906,78005.0074897838,1649.0479899056945,0.06964512888227527
1.8636363636363635,117.27970123291016,77512.42567464008,1604.6611178718206,0.07308689662054764
1.8888888888888888,117.2799072265625,75453.88722833378,1562.0425410402422,0.07508112240557799
1.914141414141414,117.97783660888672,73913.40634810318,1521.0995639862224,0.07756089042568112
