lambda,q_cr,P_cr_N
200.0,83.67493438720703,8447951.19368048
216.16161616161617,85.82347869873047,6863037.632570794
232.32323232323233,88.72818756103516,5715177.047617152
248.4848484848485,89.0210952758789,4686398.3182310965
264.64646464646466,90.25458526611328,3932936.979179712
280.80808080808083,90.44415283203125,3299116.819447082
296.969696969697,90.30089569091797,2784849.009317411
313.13131313131316,90.21044158935547,2373139.749375054
329.29292929292933,89.99666595458984,2035753.5789309228
345.4545454545455,90.28681182861328,1768876.800146277
361.61616161616166,90.61087799072266,1547685.9680501104
377.7777777777778,91.30565643310547,1367837.3646015502
393.93939393939394,93.55182647705078,1235975.995883581
410.1010101010101,95.06134796142578,1113210.9100050125
426.26262626262627,97.05194854736328,1012088.506323244
442.42424242424244,100.48963928222656,937239.4105515128
458.5858585858586,103.1271743774414,863688.5186407185
474.74747474747477,102.83942413330078,776278.662144469
490.90909090909093,105.3808364868164,719456.3005704829
507.0707070707071,107.12337493896484,663627.9696292811
523.2323232323233,106.89732360839844,602738.7861002629
539.3939393939395,104.8066635131836,539407.1650119746
555.5555555555557,103.42987823486328,487202.5260576894
571.7171717171718,102.39107513427734,442552.0900278502
587.8787878787879,101.00077819824219,401520.15699230303
604.040404040404,98.44425201416016,360776.63040893804
620.2020202020202,93.07054138183594,315107.4804679455
636.3636363636364,77.22159576416016,242029.72650819752
652.5252525252525,74.34537506103516,216126.48444859032
668.6868686868687,74.72115325927734,201846.48196579327
684.8484848484849,74.94303894042969,188448.98584911972
701.010101010101,75.26805877685547,176475.28440246047
717.1717171717172,75.6487808227539,165645.0542649852
733.3333333333334,75.84754943847656,155339.99186043392
749.4949494949495,75.67991638183594,145184.58722101312
765.6565656565657,76.2833251953125,137269.35254705983
781.8181818181819,77.2100601196289,130497.621167265
797.979797979798,78.25962829589844,124396.48055841803
814.1414141414142,79.36927032470703,118795.1878735392
830.3030303030304,80.85330963134766,114086.41565111229
846.4646464646465,81.27347564697266,108235.15994007429
862.6262626262627,82.60372161865234,103938.77375149446
878.7878787878789,83.25196075439453,99080.52506720269
894.949494949495,84.10578918457031,94771.18501327529
911.1111111111112,84.013916015625,89718.7475109121
927.2727272727274,84.20643615722656,85303.88880313348
943.4343434343435,84.40998077392578,81190.4145942084
959.5959595959597,84.23570251464844,76997.56174850679
975.7575757575758,83.57779693603516,72662.63224971287
991.9191919191919,82.50411987304688,68279.88151726572
1008.0808080808081,82.15541076660156,64773.31646766101
1024.2424242424242,82.103759765625,61716.425787539345
1040.4040404040404,81.85195922851562,58704.17534062455
1056.5656565656566,81.05706024169922,55506.952213241355
1072.7272727272727,80.13156127929688,52430.215263890364
1088.888888888889,80.21173858642578,50180.29771994507
1105.050505050505,78.27632904052734,46852.20885848166
1121.2121212121212,80.34959411621094,46043.28883485856
1137.3737373737374,83.65007781982422,45920.09355824475
1153.5353535353536,84.875732421875,44661.86039531657
1169.6969696969697,88.09369659423828,44460.13146542434
1185.858585858586,90.80660247802734,43980.9618082519
1202.020202020202,92.15982818603516,42860.01894729913
1218.1818181818182,92.12882232666016,41162.82594785891
1234.3434343434344,91.43807220458984,39270.37332768548
1250.5050505050506,90.57525634765625,37410.99200289842
1266.6666666666667,89.49778747558594,35568.96892189799
1282.828282828283,88.64506530761719,33915.24727914961
1298.989898989899,88.2977523803711,32537.061592934275
1315.1515151515152,88.18289184570312,31311.43491827184
1331.3131313131314,87.44287109375,29931.588399828925
1347.4747474747476,86.72038269042969,28628.940992429143
1363.6363636363637,87.54095458984375,27884.416372188352
1379.79797979798,94.35698699951172,29011.725055142357
1395.959595959596,97.01957702636719,28806.257215253467
1412.1212121212122,98.6795425415039,28304.6115956389
1428.2828282828284,99.61323547363281,27613.433089601756
1444.4444444444446,100.17595672607422,26847.69298865887
1460.6060606060607,100.59722137451172,26075.50287428113
1476.767676767677,100.90576934814453,25306.11437557145
1492.929292929293,101.21772003173828,24568.850332392984
1509.0909090909092,101.53380584716797,23862.198790898565
1525.2525252525254,101.89833068847656,23194.649488975192
1541.4141414141416,102.38758087158203,22580.58908004996
1557.5757575757577,102.97660827636719,22010.861889025953
1573.737373737374,103.66803741455078,21482.95917972509
1589.89898989899,104.4361343383789,20988.828096864203
1606.0606060606062,105.30866241455078,20531.671641587967
1622.2222222222224,106.2837905883789,20108.607567409334
1638.3838383838386,107.19512939453125,19686.75287416805
1654.5454545454547,107.8809585571289,19237.76834616068
1670.707070707071,108.67967224121094,18823.197142532055
1686.868686868687,109.3282241821289,18396.4687445838
1703.0303030303032,109.87920379638672,17967.778261712643
1719.1919191919194,110.33765411376953,17538.670352496603
1735.3535353535356,110.72566223144531,17113.167232838554
1751.5151515151515,111.06498718261719,16694.80988642581
1767.6767676767677,111.38233947753906,16287.475519833488
1783.8383838383838,111.69190216064453,15892.827732070826
1800.0,111.99855041503906,15511.038972131626
