b_h,q_cr,P_cr_N,N_p,q_cr_over_Np
3.0,74.23262023925781,55640.30754119417,545.0597265144909,0.1361917173994037
3.171717171717172,74.10371398925781,55543.687169033445,576.2584313991587,0.1285945852615702
3.3434343434343434,73.9770736694336,55448.76520185211,607.4571362838263,0.12178155338168384
3.515151515151515,73.85855102539062,55359.92775621312,638.6558411684944,0.11564687311127994
3.686868686868687,73.74353790283203,55273.7208368048,669.854546053162,0.11008888173908053
3.8585858585858586,73.63059997558594,55189.06935899379,701.05325093783,0.10502854080925668
4.03030303030303,73.52251434326172,55108.05486962347,732.2519558224977,0.10040603341329145
4.202020202020202,73.41785430908203,55029.60800259573,763.4506607071656,0.09616581409606335
4.373737373737374,73.31340789794922,54951.32125455594,794.6493655918334,0.09225881385225466
4.545454545454545,73.20852661132812,54872.708550004965,825.848070476501,0.08864648260192458
4.717171717171717,73.10594177246094,54795.8171245745,857.0467753611689,0.08529982712046644
4.888888888888889,73.0024642944336,54718.25663051581,888.2454802458369,0.08218726232553294
5.0606060606060606,72.89684295654297,54639.08922804227,919.4441851305047,0.07928359778162726
5.232323232323232,72.78941345214844,54558.56653270639,950.6428900151724,0.07656861921198055
5.404040404040404,72.68295288085938,54478.7700913516,981.8415948998405,0.07402716818925756
5.575757575757576,72.57857513427734,54400.53481012937,1013.0402997845084,0.07164431183015729
5.747474747474747,72.47623443603516,54323.826377828016,1044.239004669176,0.06940579131019556
5.919191919191919,72.3777847290039,54250.03439852154,1075.4377095538437,0.06730076887394117
6.090909090909091,72.28480529785156,54180.34260901383,1106.6364144385116,0.0653193807421633
6.262626262626263,72.19987487792969,54116.68387423085,1137.8351193231795,0.06345372334866625
6.434343434343434,72.12298583984375,54059.05247563736,1169.0338242078471,0.06169452444091192
6.6060606060606055,72.05328369140625,54006.80793728153,1200.2325290925153,0.06003277027151153
6.777777777777778,71.99078369140625,53959.9616962339,1231.431233977183,0.05846106685055883
6.94949494949495,71.93537902832031,53918.43369300052,1262.6299388618509,0.05697265431006942
7.121212121212121,71.88692474365234,53882.11527541099,1293.8286437465185,0.05556139531390381
7.292929292929292,71.84524536132812,53850.874917153786,1325.0273486311864,0.054221707525922036
7.464646464646464,71.81010437011719,53824.53534363505,1356.226053515854,0.052948477271881095
7.636363636363637,71.78114318847656,53802.82778369649,1387.4247584005225,0.051736962854280234
7.808080808080808,71.75800323486328,53785.48346617971,1418.6234632851897,0.050582839697779325
7.979797979797979,71.74021911621094,53772.1535604324,1449.8221681698576,0.049482081796811114
8.151515151515152,71.72734832763672,53762.50639140807,1481.0208730545255,0.048431017842242116
8.323232323232324,71.71905517578125,53756.29034355423,1512.2195779391936,0.04742635012933623
8.494949494949495,71.71510314941406,53753.32814227704,1543.4182828238613,0.04646511185432055
8.666666666666666,71.7154541015625,53753.59119490011,1574.616987708529,0.045544697320919196
8.838383838383837,71.72024536132812,53757.18243505854,1605.815692593197,0.044662812608032655
9.01010101010101,71.72969818115234,53764.26770027558,1637.0143974778648,0.043817389933567916
9.181818181818182,71.74414825439453,53775.098606103726,1668.2131023625327,0.04300658480189975
9.353535353535351,71.76387023925781,53789.88101981322,1699.4118072472,0.04222865225086605
9.525252525252526,71.7889175415039,53808.654971151016,1730.6105121318685,0.04148184530155781
9.696969696969695,71.81903839111328,53831.23174845278,1761.8092170165357,0.04076436750213642
9.868686868686869,71.85356903076172,53857.11383914876,1793.0079219012039,0.04007431766089035
10.04040404040404,71.89228820800781,53886.135405715744,1824.2066267858715,0.03941016722139484
10.212121212121213,71.93598175048828,53918.88545728798,1855.4053316705395,0.03877103321985161
10.383838383838384,71.98694610595703,53957.08527298598,1886.6040365552074,0.0381568918072494
10.555555555555555,72.0451889038086,54000.74057134505,1917.8027414398753,0.03756652722777812
10.727272727272728,72.11209869384766,54050.89212578691,1949.0014463245432,0.03699951009776712
10.8989898989899,72.1889419555664,54108.48921316869,1980.200151209211,0.036455376448428285
11.070707070707073,72.27824401855469,54175.42466866947,2011.3988560938787,0.035934316955374274
11.242424242424242,72.37893676757812,54250.897897349474,2042.5975609785467,0.035434751392194735
11.414141414141412,72.48812866210938,54332.74157433599,2073.7962658632136,0.034954315356497345
11.585858585858585,72.60635375976562,54421.3559970989,2104.994970747882,0.03449241198612906
11.757575757575758,72.73198699951172,54515.52311762271,2136.1936756325495,0.03404746855547871
11.929292929292927,72.86408233642578,54614.5338375322,2167.392380517217,0.03361831618095742
12.1010101010101,73.00881958007812,54723.02017040749,2198.5910854018853,0.03320709342671272
12.272727272727272,73.16444396972656,54839.66685313325,2229.7897902865534,0.032812260728991904
12.444444444444445,73.334228515625,54966.92713734634,2260.988495171221,0.032434587204775454
12.616161616161616,73.51490020751953,55102.3477714099,2292.187200055889,0.03207194430093976
12.787878787878787,73.698974609375,55240.3188722102,2323.385904940557,0.03172050516991518
12.959595959595958,73.88239288330078,55377.79817897603,2354.5846098252246,0.03137810065308501
13.131313131313131,74.063232421875,55513.34462081583,2385.7833147098927,0.031043570455551187
13.303030303030305,74.24784851074219,55651.721737621294,2416.9820195945613,0.03071923907948515
13.474747474747474,74.4507827758789,55803.82905764396,2448.180724479228,0.030410656383105018
13.646464646464649,74.67546081542969,55972.23420322639,2479.379429363896,0.030118609491968016
13.818181818181818,74.92256927490234,56157.45184254418,2510.5781342485634,0.029842755440601845
13.98989898989899,75.19051361083984,56358.28680172293,2541.776839133232,0.02958187062420494
14.16161616161616,75.4754409790039,56571.85122044418,2572.975544017899,0.0293339130853701
14.333333333333332,75.77298736572266,56794.874096525375,2604.1742489025673,0.02909674243098532
14.505050505050503,76.07846069335938,57023.83853076678,2635.372953787235,0.02886819513876726
14.676767676767676,76.38349914550781,57252.47700849699,2666.571658671903,0.028644832737609954
14.848484848484848,76.67121124267578,57468.128692596925,2697.7703635565704,0.02842021406951676
15.02020202020202,76.9147720336914,57650.6872130076,2728.969068441239,0.028184552519543354
15.191919191919192,77.084228515625,57777.70160020348,2760.167773325906,0.027927370669479697
15.363636363636363,77.16349029541016,57837.11146327035,2791.366478210574,0.027643625764566887
15.535353535353536,77.16300201416016,57836.74547701217,2822.5651830952424,0.027337899041730094
15.707070707070706,77.11824035644531,57803.19483050015,2853.763887979909,0.027023342989680524
15.87878787878788,77.0687255859375,57766.08153650613,2884.962592864578,0.02671394276534218
16.050505050505052,77.04019165039062,57744.69421454347,2916.1612977492455,0.02641835748586742
16.22222222222222,77.03929901123047,57744.02514591522,2947.3600026339136,0.026138408250903914
16.393939393939394,77.06217956542969,57761.17503323235,2978.5587075185813,0.025872305075238793
16.565656565656568,77.1034927368164,57792.14090179592,3009.7574124032494,0.02561784295939331
16.737373737373737,77.15911102294922,57833.82902401727,3040.9561172879166,0.02537330630465123
16.909090909090907,77.22724914550781,57884.90126263984,3072.154822172584,0.025137811606413055
17.08080808080808,77.3062515258789,57944.11669550704,3103.353527057252,0.024910552681757913
17.252525252525253,77.39338684082031,58009.428086987136,3134.5522319419206,0.024690412254790694
17.424242424242422,77.48397827148438,58077.32997495093,3165.750936826588,0.024475702548209893
