E,q_cr,P_cr_N,N_p,q_cr_over_Np
60.0,71.79837799072266,27133.989557094123,917.558732670221,0.07824935389343371
61.51515151515152,71.79959869384766,27819.664290479774,940.7294077376511,0.07632332751935295
63.03030303030303,71.80085754394531,28505.37746780011,963.9000828050808,0.07448993814275336
64.54545454545455,71.80213928222656,29191.12397775926,987.0707578725104,0.07274264657276018
66.06060606060606,71.80345153808594,29876.90765018862,1010.2414329399406,0.07107553620041902
67.57575757575758,71.8047866821289,30562.72611146644,1033.41210800737,0.06948320628890561
69.0909090909091,71.8062744140625,31248.63645957299,1056.5827830748,0.06796085982500721
70.60606060606061,71.80805969238281,31934.70752953829,1079.7534581422299,0.0665041256880364
72.12121212121212,71.80988311767578,32620.830003704134,1102.9241332096599,0.06510863345486803
73.63636363636364,71.81173706054688,33307.00143563832,1126.0948082770897,0.0637705959859791
75.15151515151516,71.81360626220703,33993.21547626676,1149.2654833445192,0.06248652491782808
76.66666666666667,71.8155288696289,34679.49098350442,1172.4361584119492,0.06125325319794144
78.18181818181819,71.81747436523438,35365.81445828786,1195.6068334793792,0.06006780185107818
79.69696969696969,71.8194580078125,36052.19421557413,1218.7775085468086,0.05892745599928684
81.21212121212122,71.82147216796875,36738.62744487867,1241.9481836142386,0.05782968493818999
82.72727272727272,71.8235092163086,37425.11104447489,1265.1188586816681,0.05677214336299841
84.24242424242425,71.82559967041016,38111.661862708446,1288.2895337490986,0.05575268430644457
85.75757575757575,71.82772827148438,38798.2731864528,1311.460208816528,0.054769277625512015
87.27272727272728,71.82984161376953,39484.91675067877,1334.6308838839582,0.05382000557692392
88.78787878787878,71.83208465576172,40171.67318571447,1357.8015589513875,0.05290322741361168
90.30303030303033,71.83430480957031,40858.45941479957,1380.9722340188182,0.05201719704423213
91.8181818181818,71.83656311035156,41545.31008116152,1404.142909086247,0.05116043576867796
93.33333333333334,71.8388671875,42232.23076208334,1427.3135841536775,0.05033152348935059
94.84848484848484,71.84122467041016,42919.22732608984,1450.484259221107,0.04952913084971225
96.36363636363636,71.84361267089844,43606.28740996115,1473.6549342885369,0.048751991391786494
97.87878787878788,71.8460464477539,44293.42129453737,1496.8256093559667,0.047998942561295985
99.3939393939394,71.84852600097656,44980.630290407214,1519.9962844233967,0.047268882652717774
100.9090909090909,71.85104370117188,45667.9108589812,1543.1669594908262,0.04656077118504365
102.42424242424242,71.85362243652344,46355.27885838238,1566.337634558256,0.04587364872758602
103.93939393939394,71.8562240600586,47042.71106206692,1589.508309625686,0.045206573394372535
105.45454545454544,71.85888671875,47730.233463377,1612.6789846931156,0.04455870473963197
106.96969696969695,71.8615951538086,48417.837528924094,1635.8496597605458,0.043929217287808485
108.48484848484848,71.86438751220703,49105.55063544954,1659.0203348279754,0.04331736387044267
110.0,71.86717987060547,49793.31703924808,1682.1910098954054,0.042722365919119966
111.51515151515152,71.87002563476562,50481.174252280216,1705.3616849628352,0.042143567706771766
113.03030303030305,71.87315368652344,51169.28675342559,1728.5323600302652,0.041580450183336455
114.54545454545456,71.8764877319336,51857.60757992306,1751.7030350976952,0.04103234754509912
116.06060606060606,71.8798599243164,52546.01992919688,1774.873710165125,0.0404985771734875
117.57575757575758,71.88330078125,53234.54749377795,1798.0443852325543,0.039978601958679014
119.0909090909091,71.88680267333984,53923.18651664542,1821.2150602999843,0.03947189117879296
120.6060606060606,71.89033508300781,54611.91556239327,1844.3857353674139,0.03897792837173878
122.12121212121212,71.89393615722656,55300.76484737167,1867.5564104348439,0.03849625947335465
123.63636363636364,71.89759063720703,55989.724454792944,1890.727085502274,0.03802642443137549
125.15151515151516,71.90129852294922,56678.79591367721,1913.8977605697037,0.037567993444721205
126.66666666666669,71.90507507324219,57367.99292695725,1937.0684356371337,0.03712056515421533
128.1818181818182,71.90887451171875,58057.28050191525,1960.2391107045635,0.03668372604088729
129.6969696969697,71.9127426147461,58746.69668930925,1983.4097857719926,0.03625712806834613
131.21212121212122,71.91665649414062,59436.22453885904,2006.580460839423,0.03584040505609995
132.72727272727272,71.92062377929688,60125.871739351474,2029.7511359068528,0.03543322257936028
134.24242424242425,71.92465209960938,60815.64627081546,2052.921810974283,0.03503526131152317
135.75757575757575,71.92875671386719,61505.56292834098,2076.092486041712,0.03464621985651848
137.27272727272725,71.93289184570312,62195.58431646433,2099.263161109142,0.03426578105038413
138.78787878787878,71.93707275390625,62885.72464779167,2122.4338361765717,0.03389367033626653
140.3030303030303,71.94132232666016,63576.00545966366,2145.604511244002,0.03352962857304454
141.8181818181818,71.94561004638672,64266.401457718726,2168.7751863114318,0.03317338306915481
143.33333333333331,71.949951171875,64956.92750985736,2191.945861378861,0.032824693547227626
144.84848484848484,71.95437622070312,65647.6129878282,2215.1165364462913,0.032483336671821086
146.36363636363637,71.95882415771484,66338.40402643634,2238.2872115137216,0.03214905745230529
147.87878787878788,71.96334838867188,67029.35102509767,2261.4578865811513,0.03182166195341595
149.39393939393938,71.96791076660156,67720.42027255885,2284.62856164858,0.031500924034088836
150.9090909090909,71.97251892089844,68411.62011290123,2307.7992367160105,0.031186646470736795
152.42424242424244,71.97720336914062,69102.98115565153,2330.9699117834407,0.03087864970083221
153.93939393939394,71.98194122314453,69794.48339248922,2354.1405868508705,0.030576738545353675
155.45454545454544,71.98670959472656,70486.10594136792,2377.3112619183,0.030280725434598352
156.96969696969697,71.99154663085938,71177.88739184331,2400.481936985729,0.029990455467146206
158.4848484848485,71.9964370727539,71869.81447784558,2423.6526120531603,0.02970575762991183
160.0,72.00141143798828,72561.91948354244,2446.823287120589,0.029426486096067538
161.5151515151515,72.00640869140625,73254.14271890059,2469.993962188019,0.029152463444736564
163.03030303030303,72.01168823242188,73946.75120908297,2493.164637255449,0.028883647375848597
