E,q_cr,P_cr_N,N_p,q_cr_over_Np
164.54545454545456,72.01716613769531,74639.66605665092,2516.3353123228794,0.028619860709745724
166.06060606060606,72.02267456054688,75332.71738018696,2539.5059873903087,0.028360899686068496
167.57575757575756,72.0281982421875,76025.88994773825,2562.676662457739,0.02810662745611799
169.0909090909091,72.03385925292969,76719.31420656492,2585.847337525168,0.02785696518413612
170.60606060606062,72.03954315185547,77412.87111152838,2609.018012592599,0.027611746183488124
172.12121212121212,72.04528045654297,78106.59440300608,2632.1886876600283,0.0273708647082554
173.63636363636363,72.05109405517578,78800.51064226202,2655.3593627274577,0.02713421583027028
175.15151515151516,72.05695343017578,79494.58834604366,2678.5300377948884,0.026901678313638395
176.66666666666669,72.0628662109375,80188.83731464187,2701.700712862318,0.02667314920111579
178.1818181818182,72.0688705444336,80883.30188964044,2724.8713879297475,0.026448540237045372
179.6969696969697,72.07493591308594,81577.95015092386,2748.0420629971773,0.02622774115563455
181.2121212121212,72.0810546875,82272.7751378101,2771.2127380646066,0.02601065363817606
182.72727272727272,72.08724975585938,82967.80472215173,2794.3834131320364,0.02579719354798976
184.24242424242425,72.09352111816406,83663.04108826327,2817.5540881994666,0.025587271392626502
185.75757575757572,72.09983825683594,84358.4507141986,2840.724763266896,0.02538078985657151
187.27272727272725,72.10624694824219,85054.08890680013,2863.895438334326,0.02517768141359937
188.7878787878788,72.11270904541016,85749.91292631476,2887.0661134017573,0.02497785163653269
190.3030303030303,72.11925506591797,86445.96088174888,2910.236788469186,0.02478123269957474
191.8181818181818,72.1258544921875,87142.1983046202,2933.407463536616,0.02458773811301009
193.33333333333331,72.13253021240234,87838.65459580149,2956.5781386040458,0.024397302161768625
194.84848484848484,72.13924407958984,88535.28512246703,2979.7488136714755,0.024209840691472247
196.3636363636364,72.14605712890625,89232.16646668222,3002.9194887389062,0.024025305173667647
197.87878787878788,72.1529312133789,89929.2539228108,3026.0901638063347,0.023843615790555998
199.3939393939394,72.15985107421875,90626.5300745855,3049.2608388737644,0.023664702656552915
200.9090909090909,72.16680908203125,91323.98657792498,3072.4315139411947,0.023488500477414548
202.42424242424244,72.1738510131836,92021.68288986916,3095.6021890086245,0.023314963165954303
203.93939393939397,72.18092346191406,92719.55281112745,3118.7728640760547,0.023144014202938074
205.45454545454544,72.18803405761719,93417.60708852705,3141.943539143484,0.02297559875226025
206.96969696969697,72.1952133178711,94115.88659787276,3165.1142142109134,0.022809670814950323
208.48484848484847,72.20237731933594,94814.2830991016,3188.284889278344,0.02264614983502264
210.0,72.2095947265625,95512.8869791462,3211.455564345774,0.022485005094963154
