E_GPa,q_cr,P_cr_N,N_p,q_cr_over_Np
60.0,110.87155151367188,41900.4942053081,917.558732670221,0.12083319308729212
61.51515151515152,110.86504364013672,42956.06593525813,940.7294077376511,0.11785008816377363
63.03030303030303,110.85716247558594,44010.968245633376,963.9000828050808,0.11500897702278068
64.54545454545455,110.84783172607422,45065.13080150791,987.0707578725104,0.11229978280887465
66.06060606060606,110.83708190917967,46118.5247990549,1010.2414329399406,0.10971345887747706
67.57575757575758,110.82489013671876,47171.09986798265,1033.41210800737,0.10724171826321235
69.0909090909091,110.8113784790039,48222.8678472756,1056.5827830748,0.10487713812307983
70.60606060606061,110.7964859008789,49273.763804545575,1079.7534581422299,0.10261276318717222
72.12121212121212,110.7806396484375,50323.94228732243,1102.9241332096599,0.10044266537721928
73.63636363636364,110.7635498046875,51373.24152527648,1126.0948082770897,0.09836076766409596
75.15151515151516,110.7457275390625,52421.86787787678,1149.2654833445192,0.0963621801437709
76.66666666666667,110.7269058227539,53469.67142834019,1172.4361584119492,0.09444173572122867
78.18181818181819,110.70716094970705,54516.66113235605,1195.6068334793792,0.0925949550050112
79.69696969696969,110.6863784790039,55562.75311224863,1218.7775085468086,0.09081754274492576
81.21212121212122,110.66439819335938,56607.83570586227,1241.9481836142386,0.08910548737332252
82.72727272727272,110.64130401611328,57651.91834943542,1265.1188586816681,0.08745526418870109
84.24242424242425,110.616943359375,58694.88818672049,1288.2895337490986,0.08586341847974545
85.75757575757575,110.59149169921876,59736.80374278312,1311.460208816528,0.08432698983602209
87.27272727272728,110.5649185180664,60777.61700639132,1334.6308838839582,0.0828430690861187
88.78787878787878,110.53720092773438,61817.28306803951,1357.8015589513875,0.08140895125580856
90.30303030303033,110.50833129882812,62855.764823505946,1380.9722340188182,0.0800221239620682
91.8181818181818,110.4786605834961,63893.23225614266,1404.142909086247,0.078680496029703
93.33333333333334,110.44842529296876,64929.801469544895,1427.3135841536775,0.07738203189487537
94.84848484848484,110.4169464111328,65965.0506434641,1450.484259221107,0.07612419487435554
96.36363636363636,110.38501739501952,66999.42577122894,1473.6549342885369,0.07490560702279472
97.87878787878788,110.352783203125,68033.00333297007,1496.8256093559667,0.07372454246731258
99.3939393939394,110.31987762451172,69065.54532578276,1519.9962844233967,0.07257904427467797
100.9090909090909,110.2869110107422,70097.42046194967,1543.1669594908262,0.07146790587528636
102.42424242424242,110.25386810302734,71128.61715004199,1566.337634558256,0.07038959268454373
103.93939393939394,110.22052764892578,72158.98835657167,1589.508309625686,0.0693425300021751
105.45454545454544,110.18708038330078,73188.65225295158,1612.6789846931156,0.06832548909556778
106.96969696969695,110.15391540527344,74217.8679425642,1635.8496597605458,0.06733743210937713
108.48484848484848,110.12013244628906,75246.02834616974,1659.0203348279754,0.06637660198282469
