lambda,q_cr,P_cr_N,f,b,h,L,f_L,E_GPa
1660.5018292311024,16.50179010102343,3111.416584824125,0.2232518292160653,0.0617546170381467,0.0040473079915446,1.8792441474932304,0.11879873592468884,119.57496777606552
771.3604010482765,39.49679977829408,65459.16129396986,0.1980620385975476,0.0705591720717208,0.0077212479627892,1.640978067214404,0.12069755382761586,118.62688029257546
1654.9595134705469,37.11880642655457,5501.125141708548,0.1870632003686256,0.0664568048111183,0.0036996851438908,1.6206890822979796,0.11542201549441436,102.52573813574554
1335.651974680034,30.766979923377303,10436.921333165832,0.2034646553721787,0.052766430220145,0.0050728961353963,1.8989361822317368,0.10714665257104931,112.48485856073384
1723.3043108054385,42.256299906980345,6789.145329095478,0.2157177562538028,0.0684136485525325,0.0036663773067695,1.6609883197485211,0.129873132573541,119.55859228355928
1736.3727821827586,46.894040318026775,6968.291184170859,0.2225934708765939,0.0634752775184667,0.0034942395989256,1.5863019736372093,0.14032225551999566,116.23601733918221
