lambda,q_cr,P_cr_N
200.0,84.63854217529297,8545238.530960364
216.16161616161617,83.73011779785156,6695638.04845796
232.32323232323233,87.0744400024414,5608655.542453685
248.4848484848485,88.85993957519531,4677914.488613898
264.64646464646466,89.82469940185547,3914204.2576522557
280.80808080808083,90.32740020751953,3294858.052736574
296.969696969697,90.43085479736328,2788856.904101476
313.13131313131316,90.42784118652344,2378858.8171065473
329.29292929292933,90.35865020751953,2043941.7793559262
345.4545454545455,90.63802337646484,1775757.6495899078
361.61616161616166,90.30242919921875,1542417.4850924518
377.7777777777778,89.84442901611328,1345946.919505123
393.93939393939394,91.96294403076172,1214984.203014889
410.1010101010101,95.63709259033203,1119953.1371669427
426.26262626262627,96.28205108642578,1004059.7713733008
442.42424242424244,99.6524658203125,929431.3223985635
458.5858585858586,101.64490509033203,851274.5358807084
474.74747474747477,101.37379455566406,765215.4247010887
490.90909090909093,104.10445404052734,710742.179260247
507.0707070707071,106.71953582763672,661126.1913791068
523.2323232323233,106.78982543945312,602132.6594576964
539.3939393939395,104.420654296875,537420.4961298828
555.5555555555557,102.4875259399414,482763.61124547565
571.7171717171718,100.71292114257812,435298.81570251356
587.8787878787879,97.86931610107422,389071.29100037535
604.040404040404,93.01116943359375,340865.572261345
620.2020202020202,88.96315002441406,301201.1496062491
636.3636363636364,72.8018569946289,228177.27817374084
652.5252525252525,73.02755737304688,212295.50903397638
668.6868686868687,73.29920959472656,198005.34309515505
684.8484848484849,73.56925964355469,184994.5313869462
701.010101010101,73.8650894165039,173185.849004505
717.1717171717172,74.17025756835938,162407.59211367765
733.3333333333334,74.35618591308594,152285.5965686909
749.4949494949495,74.46745300292969,142858.59369983966
765.6565656565657,74.51698303222656,134090.87750703524
781.8181818181819,75.30502319335938,127277.79739392783
797.979797979798,76.44538116455078,121512.66980034059
814.1414141414142,77.59783935546875,116143.81569971489
830.3030303030304,79.34803009033203,111962.42161585957
846.4646464646465,80.52932739257812,107244.14774707575
862.6262626262627,81.12909698486328,102083.28015899785
878.7878787878789,82.6198501586914,98328.23227847698
894.949494949495,83.46719360351562,94051.60957682131
911.1111111111112,83.926513671875,89625.41024986467
927.2727272727274,83.72459411621094,84815.76697108342
943.4343434343435,83.81229400634766,80615.52480022649
959.5959595959597,84.01074981689453,76791.93861343781
975.7575757575758,84.29244232177734,73283.94576546492
991.9191919191919,83.73980712890625,69302.52838086842
1008.0808080808081,82.72545623779297,65222.75412930616
1024.2424242424242,81.76179504394531,61459.3749481168
1040.4040404040404,81.23699951171875,58263.12660602459
1056.5656565656566,80.74212646484375,55291.28914761663
1072.7272727272727,79.87327575683594,52261.21861230918
1088.888888888889,79.44139099121094,49698.36985805146
1105.050505050505,77.83465576171875,46587.8458133619
1121.2121212121212,78.22978973388672,44828.562531355536
1137.3737373737374,82.17670440673828,45111.27847117615
1153.5353535353536,85.20819854736328,44836.80504980185
1169.6969696969697,96.30430603027344,48603.955473840986
1185.858585858586,102.33038330078125,49562.35072074693
1202.020202020202,105.02899932861328,48844.97931304027
1218.1818181818182,106.49783325195312,47582.84826903384
1234.3434343434344,106.95613861083984,45934.9961309062
1250.5050505050506,106.70130157470703,44071.65600049125
1266.6666666666667,103.61396789550781,41179.140936363416
1282.828282828283,100.00979614257812,38263.347821363954
1298.989898989899,95.15676879882812,35064.557861615016
1315.1515151515152,91.88565063476562,32626.187569439728
1331.3131313131314,89.71992492675781,30711.021156797426
1347.4747474747476,88.890869140625,29345.482208919486
1363.6363636363637,87.94905853271484,28014.409702960984
1379.79797979798,86.95996856689453,26737.380866979373
1395.959595959596,87.64556884765625,26023.003577068153
1412.1212121212122,93.18102264404297,26727.45116258292
1428.2828282828284,95.94824981689453,26597.475363447174
1444.4444444444446,97.63858032226562,26167.66252114461
1460.6060606060607,98.92357635498047,25641.68238778039
1476.767676767677,99.96288299560547,25069.648313871898
1492.929292929293,100.77679443359375,24461.82327206069
1509.0909090909092,101.49776458740234,23853.728472091683
1525.2525252525254,102.19236755371094,23261.579751520894
1541.4141414141416,102.91693878173828,22697.333838972478
1557.5757575757577,103.71669006347656,22169.05158157175
1573.737373737374,104.59247589111328,21674.529065212013
1589.89898989899,105.49440002441406,21201.510773274214
1606.0606060606062,106.36752319335938,20738.114125294323
1622.2222222222224,107.20612335205078,20283.110447750427
1638.3838383838386,107.9880599975586,19832.377296810526
1654.5454545454547,108.67662811279297,19379.6553556634
1670.707070707071,109.2600326538086,18923.714914022945
1686.868686868687,109.75523376464844,18468.32089893117
1703.0303030303032,110.18270874023438,18017.408304013403
1719.1919191919194,110.55594635009766,17573.368893119197
1735.3535353535356,110.885009765625,17137.79513702627
1751.5151515151515,111.17816925048828,16711.822926751054
1767.6767676767677,111.4427261352539,16296.30588031854
1783.8383838383838,111.68653106689453,15892.063470149862
1800.0,111.91925048828125,15500.05647057362
