lambda,q_cr,P_cr_N
200.0,68.41212463378906,11913907.628970245
216.16161616161617,79.02147674560547,10899850.531739336
232.32323232323233,77.15892028808594,8572734.127786512
248.4848484848485,73.327880859375,6658563.320689454
264.64646464646466,73.03495025634766,5489636.458016331
280.80808080808083,72.42632293701172,4556997.288132685
296.969696969697,74.77680969238281,3977788.2649495522
313.13131313131316,77.02721405029297,3495230.5691759754
329.29292929292933,77.56851959228516,3026560.9468669305
345.4545454545455,78.03325653076172,2637048.604323876
361.61616161616166,79.27210998535156,2335544.0304253637
377.7777777777778,80.41764068603516,2078036.8374010527
393.93939393939394,81.38878631591797,1854758.9367185682
410.1010101010101,82.2187271118164,1660769.5337782572
426.26262626262627,82.93470001220703,1491817.3245581482
442.42424242424244,83.59432220458984,1344841.7106839227
458.5858585858586,84.28713989257812,1217616.3742661085
474.74747474747477,85.11788940429688,1108265.9583172787
490.90909090909093,86.06022644042969,1013468.8337838203
507.0707070707071,86.88349151611328,928416.4673140157
523.2323232323233,87.48978424072266,850912.2724690662
539.3939393939395,87.97786712646484,781027.5960619437
555.5555555555557,88.41397857666016,718372.3145575682
571.7171717171718,88.82321166992188,662207.2022867214
587.8787878787879,89.2146224975586,611763.8486004443
604.040404040404,89.59890747070312,566390.3994384398
620.2020202020202,89.98218536376953,525494.46284672
636.3636363636364,90.36371612548828,488527.6568875848
652.5252525252525,90.75708770751953,455092.54216884146
668.6868686868687,91.16316223144531,424778.1158389884
684.8484848484849,91.59493255615234,397282.1813011906
701.010101010101,92.06951141357422,372352.392121414
717.1717171717172,92.56581115722656,349616.79416278563
733.3333333333334,93.06941986083984,328786.4157779591
749.4949494949495,93.53350830078125,309508.2499744995
765.6565656565657,93.92461395263672,291533.53784172586
781.8181818181819,94.20645904541016,274646.7848229511
797.979797979798,94.33895111083984,258658.34268996737
814.1414141414142,94.49436950683594,243959.38358284507
830.3030303030304,94.80342102050781,230741.2695582632
846.4646464646465,95.34968566894531,219030.16530213776
862.6262626262627,95.11998748779297,206450.0030116849
878.7878787878789,95.6119384765625,196277.7571211494
894.949494949495,95.76763153076172,186137.68244001176
911.1111111111112,95.54100799560547,175989.56890060726
927.2727272727274,95.54938507080078,166961.59076905862
943.4343434343435,95.78202819824219,158913.25432199682
959.5959595959597,96.12623596191406,151561.1326295097
975.7575757575758,96.16650390625,144214.58004229324
991.9191919191919,96.1750717163086,137291.85614523952
1008.0808080808081,96.0068359375,130565.1446757618
1024.2424242424242,96.11088562011719,124616.46723743809
1040.4040404040404,96.30329132080078,119136.86756215131
1056.5656565656566,96.44710540771484,113922.85640696737
1072.7272727272727,96.65758514404297,109088.5355357713
1088.888888888889,96.91720581054688,104583.05482185865
1105.050505050505,97.20562744140625,100358.96251166005
1121.2121212121212,97.5041732788086,96376.46419691297
1137.3737373737374,97.80998992919922,92615.73204208203
1153.5353535353536,100.06510162353516,90824.08894750528
1169.6969696969697,102.1983413696289,88968.21769669662
1185.858585858586,104.38268280029297,87204.89933839937
1202.020202020202,106.59785461425781,85511.4559842697
1218.1818181818182,108.82499694824219,83869.3855691534
1234.3434343434344,110.19113159179688,81629.9905875393
1250.5050505050506,111.62158966064453,79524.87411626417
1266.6666666666667,113.5105209350586,77814.44574888174
1282.828282828283,114.57444763183594,75612.45349975805
1298.989898989899,115.0224838256836,73109.96180205759
1315.1515151515152,114.74144744873047,70275.52400553721
1331.3131313131314,115.69159698486328,68308.11586266637
1347.4747474747476,116.58808898925781,66390.11427285131
1363.6363636363637,117.2689208984375,64431.51519054807
1379.79797979798,117.85112762451172,62502.64055261406
1395.959595959596,118.4493637084961,60663.20117189698
1412.1212121212122,119.07195281982422,58912.12430117621
1428.2828282828284,119.50190734863281,57140.40704355218
1444.4444444444446,119.82246398925781,55391.97558449531
1460.6060606060607,120.12619018554688,53709.306635476714
1476.767676767677,120.43418884277344,52098.4011177233
1492.929292929293,120.75531768798828,50559.140662666025
1509.0909090909092,121.13798522949219,49107.21161223393
1525.2525252525254,121.69918060302734,47783.013253072546
1541.4141414141416,122.39422607421875,46560.11569510712
1557.5757575757577,122.82853698730469,45285.887044634685
1573.737373737374,123.3704833984375,44098.68381356624
1589.89898989899,124.04484558105469,43001.267785678254
1606.0606060606062,125.08232879638672,42065.04003203996
1622.2222222222224,126.12017822265625,41158.98668431347
1638.3838383838386,126.72322845458984,40143.97746349323
1654.5454545454547,127.3729476928711,39178.89908799993
1670.707070707071,128.26161193847656,38318.35875022587
1686.868686868687,129.33352661132812,37538.630769437186
1703.0303030303032,130.03521728515625,36677.94525615299
1719.1919191919194,130.31800842285156,35730.77927907617
1735.3535353535356,130.90426635742188,34898.040611325356
1751.5151515151515,131.66189575195312,34137.32963397045
1767.6767676767677,132.55712890625,33435.33385834556
1783.8383838383838,133.65982055664062,32805.4120564177
1800.0,133.9888153076172,32008.267601154366
